district,localities,facility,type,owned,rented,rentfree,total,pct
PANJGUR DISTRICT,Rural,Latrine,Other,9571,43,10,9624,31.09
PANJGUR DISTRICT,Rural,Latrine,None,3548,5,1,3554,11.48
PANJGUR DISTRICT,Urban,Kitchen,Separate,6383,184,15,6582,58.21
PANJGUR DISTRICT,Urban,Kitchen,Shared,4455,100,74,4629,40.94
PANJGUR DISTRICT,Urban,Kitchen,None,95,1,,96,.85
PANJGUR DISTRICT,Urban,Bathroom,Separate,5400,149,14,5563,49.2
PANJGUR DISTRICT,Urban,Bathroom,Shared,5446,136,74,5656,50.02
PANJGUR DISTRICT,Urban,Bathroom,None,87,,1,88,.78
PANJGUR DISTRICT,Urban,Latrine,Connected With Sewerage,1126,48,42,1216,10.75
PANJGUR DISTRICT,Urban,Latrine,Connected With Septic Tank,411,6,3,420,3.71
PANJGUR DISTRICT,Urban,Latrine,Connected With Open Drain,304,,1,305,2.7
PANJGUR DISTRICT,Urban,Latrine,Pit With Slab,5353,118,32,5503,48.67
PANJGUR DISTRICT,Urban,Latrine,Other,3499,110,11,3620,32.02
PANJGUR DISTRICT,Urban,Latrine,None,240,3,,243,2.15
JAFFARABAD DISTRICT,All,Kitchen,Separate,14326,1065,2324,17715,22.88
JAFFARABAD DISTRICT,All,Kitchen,Shared,13933,1313,2417,17663,22.81
JAFFARABAD DISTRICT,All,Kitchen,None,22011,1549,18496,42056,54.31
JAFFARABAD DISTRICT,All,Bathroom,Separate,15556,1321,2637,19514,25.2
JAFFARABAD DISTRICT,All,Bathroom,Shared,16810,1860,2662,21332,27.55
JAFFARABAD DISTRICT,All,Bathroom,None,17904,746,17938,36588,47.25
JAFFARABAD DISTRICT,All,Latrine,Connected With Sewerage,5265,1228,327,6820,8.81
JAFFARABAD DISTRICT,All,Latrine,Connected With Septic Tank,4008,427,889,5324,6.88
JAFFARABAD DISTRICT,All,Latrine,Connected With Open Drain,7612,941,2711,11264,14.55
JAFFARABAD DISTRICT,All,Latrine,Pit With Slab,13010,913,2505,16428,21.22
JAFFARABAD DISTRICT,All,Latrine,Other,9048,223,5827,15098,19.5
JAFFARABAD DISTRICT,All,Latrine,None,11327,195,10978,22500,29.06
JAFFARABAD DISTRICT,Rural,Kitchen,Separate,8996,117,2187,11300,20.6
JAFFARABAD DISTRICT,Rural,Kitchen,Shared,7165,38,1767,8970,16.35
JAFFARABAD DISTRICT,Rural,Kitchen,None,16416,180,17985,34581,63.05
JAFFARABAD DISTRICT,Rural,Bathroom,Separate,9250,108,2459,11817,21.54
JAFFARABAD DISTRICT,Rural,Bathroom,Shared,7696,47,1874,9617,17.53
JAFFARABAD DISTRICT,Rural,Bathroom,None,15631,180,17606,33417,60.92
JAFFARABAD DISTRICT,Rural,Latrine,Connected With Sewerage,674,23,178,875,1.6
JAFFARABAD DISTRICT,Rural,Latrine,Connected With Septic Tank,2198,14,581,2793,5.09
JAFFARABAD DISTRICT,Rural,Latrine,Connected With Open Drain,3326,60,2381,5767,10.51
JAFFARABAD DISTRICT,Rural,Latrine,Pit With Slab,7797,81,2229,10107,18.43
JAFFARABAD DISTRICT,Rural,Latrine,Other,8206,78,5728,14012,25.55
JAFFARABAD DISTRICT,Rural,Latrine,None,10376,79,10842,21297,38.83
JAFFARABAD DISTRICT,Urban,Kitchen,Separate,5330,948,137,6415,28.41
JAFFARABAD DISTRICT,Urban,Kitchen,Shared,6768,1275,650,8693,38.49
JAFFARABAD DISTRICT,Urban,Kitchen,None,5595,1369,511,7475,33.1
JAFFARABAD DISTRICT,Urban,Bathroom,Separate,6306,1213,178,7697,34.08
JAFFARABAD DISTRICT,Urban,Bathroom,Shared,9114,1813,788,11715,51.88
JAFFARABAD DISTRICT,Urban,Bathroom,None,2273,566,332,3171,14.04
JAFFARABAD DISTRICT,Urban,Latrine,Connected With Sewerage,4591,1205,149,5945,26.33
JAFFARABAD DISTRICT,Urban,Latrine,Connected With Septic Tank,1810,413,308,2531,11.21
JAFFARABAD DISTRICT,Urban,Latrine,Connected With Open Drain,4286,881,330,5497,24.34
JAFFARABAD DISTRICT,Urban,Latrine,Pit With Slab,5213,832,276,6321,27.99
JAFFARABAD DISTRICT,Urban,Latrine,Other,842,145,99,1086,4.81
JAFFARABAD DISTRICT,Urban,Latrine,None,951,116,136,1203,5.33
JHAL MAGSI DISTRICT,All,Kitchen,Separate,8214,59,59,8332,33.51
JHAL MAGSI DISTRICT,All,Kitchen,Shared,2711,39,33,2783,11.19
JHAL MAGSI DISTRICT,All,Kitchen,None,13072,42,633,13747,55.29
JHAL MAGSI DISTRICT,All,Bathroom,Separate,7736,62,53,7851,31.58
JHAL MAGSI DISTRICT,All,Bathroom,Shared,1895,45,27,1967,7.91
JHAL MAGSI DISTRICT,All,Bathroom,None,14366,33,645,15044,60.51
JHAL MAGSI DISTRICT,All,Latrine,Connected With Sewerage,550,11,8,569,2.29
JHAL MAGSI DISTRICT,All,Latrine,Connected With Septic Tank,662,1,3,666,2.68
JHAL MAGSI DISTRICT,All,Latrine,Connected With Open Drain,4073,17,53,4143,16.66
JHAL MAGSI DISTRICT,All,Latrine,Pit With Slab,4259,55,160,4474,18
JHAL MAGSI DISTRICT,All,Latrine,Other,6551,32,268,6851,27.56
JHAL MAGSI DISTRICT,All,Latrine,None,7902,24,233,8159,32.82
JHAL MAGSI DISTRICT,Rural,Kitchen,Separate,7854,44,47,7945,33.64
JHAL MAGSI DISTRICT,Rural,Kitchen,Shared,2134,7,26,2167,9.18
JHAL MAGSI DISTRICT,Rural,Kitchen,None,12842,35,629,13506,57.19
JHAL MAGSI DISTRICT,Rural,Bathroom,Separate,7410,46,40,7496,31.74
JHAL MAGSI DISTRICT,Rural,Bathroom,Shared,1227,8,21,1256,5.32
JHAL MAGSI DISTRICT,Rural,Bathroom,None,14193,32,641,14866,62.94
JHAL MAGSI DISTRICT,Rural,Latrine,Connected With Sewerage,338,4,4,346,1.46
JHAL MAGSI DISTRICT,Rural,Latrine,Connected With Septic Tank,639,1,3,643,2.72
JHAL MAGSI DISTRICT,Rural,Latrine,Connected With Open Drain,4029,13,45,4087,17.3
JHAL MAGSI DISTRICT,Rural,Latrine,Pit With Slab,3474,16,152,3642,15.42
JHAL MAGSI DISTRICT,Rural,Latrine,Other,6547,28,266,6841,28.97
JHAL MAGSI DISTRICT,Rural,Latrine,None,7803,24,232,8059,34.12
JHAL MAGSI DISTRICT,Urban,Kitchen,Separate,360,15,12,387,31.11
JHAL MAGSI DISTRICT,Urban,Kitchen,Shared,577,32,7,616,49.52
JHAL MAGSI DISTRICT,Urban,Kitchen,None,230,7,4,241,19.37
JHAL MAGSI DISTRICT,Urban,Bathroom,Separate,326,16,13,355,28.54
JHAL MAGSI DISTRICT,Urban,Bathroom,Shared,668,37,6,711,57.15
JHAL MAGSI DISTRICT,Urban,Bathroom,None,173,1,4,178,14.31
JHAL MAGSI DISTRICT,Urban,Latrine,Connected With Sewerage,212,7,4,223,17.93
JHAL MAGSI DISTRICT,Urban,Latrine,Connected With Septic Tank,23,,,23,1.85
JHAL MAGSI DISTRICT,Urban,Latrine,Connected With Open Drain,44,4,8,56,4.5
JHAL MAGSI DISTRICT,Urban,Latrine,Pit With Slab,785,39,8,832,66.88
JHAL MAGSI DISTRICT,Urban,Latrine,Other,4,4,2,10,.8
JHAL MAGSI DISTRICT,Urban,Latrine,None,99,,1,100,8.039999999999999
KACHHI DISTRICT,All,Kitchen,Separate,11499,265,4262,16026,39.19
KACHHI DISTRICT,All,Kitchen,Shared,12959,515,3180,16654,40.72
KACHHI DISTRICT,All,Kitchen,None,5677,103,2436,8216,20.09
KACHHI DISTRICT,All,Bathroom,Separate,12083,311,3922,16316,39.9
KACHHI DISTRICT,All,Bathroom,Shared,12910,501,3508,16919,41.37
KACHHI DISTRICT,All,Bathroom,None,5142,71,2448,7661,18.73
KACHHI DISTRICT,All,Latrine,Connected With Sewerage,2106,350,221,2677,6.55
KACHHI DISTRICT,All,Latrine,Connected With Septic Tank,1614,88,771,2473,6.05
KACHHI DISTRICT,All,Latrine,Connected With Open Drain,3612,79,1005,4696,11.48
KACHHI DISTRICT,All,Latrine,Pit With Slab,13663,251,3889,17803,43.53
KACHHI DISTRICT,All,Latrine,Other,4211,78,2016,6305,15.42
KACHHI DISTRICT,All,Latrine,None,4929,37,1976,6942,16.97
KACHHI DISTRICT,Rural,Kitchen,Separate,9120,116,4226,13462,39.31
KACHHI DISTRICT,Rural,Kitchen,Shared,9908,58,3071,13037,38.07
KACHHI DISTRICT,Rural,Kitchen,None,5305,44,2397,7746,22.62
KACHHI DISTRICT,Rural,Bathroom,Separate,9624,119,3885,13628,39.8
KACHHI DISTRICT,Rural,Bathroom,Shared,9786,56,3394,13236,38.65
KACHHI DISTRICT,Rural,Bathroom,None,4923,43,2415,7381,21.55
KACHHI DISTRICT,Rural,Latrine,Connected With Sewerage,702,26,191,919,2.68
KACHHI DISTRICT,Rural,Latrine,Connected With Septic Tank,634,12,745,1391,4.06
KACHHI DISTRICT,Rural,Latrine,Connected With Open Drain,2675,21,989,3685,10.76
KACHHI DISTRICT,Rural,Latrine,Pit With Slab,11432,70,3806,15308,44.7
KACHHI DISTRICT,Rural,Latrine,Other,4008,54,2000,6062,17.7
KACHHI DISTRICT,Rural,Latrine,None,4882,35,1963,6880,20.09
KACHHI DISTRICT,Urban,Kitchen,Separate,2379,149,36,2564,38.55
KACHHI DISTRICT,Urban,Kitchen,Shared,3051,457,109,3617,54.38
KACHHI DISTRICT,Urban,Kitchen,None,372,59,39,470,7.07
KACHHI DISTRICT,Urban,Bathroom,Separate,2459,192,37,2688,40.41
KACHHI DISTRICT,Urban,Bathroom,Shared,3124,445,114,3683,55.38
KACHHI DISTRICT,Urban,Bathroom,None,219,28,33,280,4.21
KACHHI DISTRICT,Urban,Latrine,Connected With Sewerage,1404,324,30,1758,26.43
KACHHI DISTRICT,Urban,Latrine,Connected With Septic Tank,980,76,26,1082,16.27
KACHHI DISTRICT,Urban,Latrine,Connected With Open Drain,937,58,16,1011,15.2
KACHHI DISTRICT,Urban,Latrine,Pit With Slab,2231,181,83,2495,37.51
KACHHI DISTRICT,Urban,Latrine,Other,203,24,16,243,3.65
KACHHI DISTRICT,Urban,Latrine,None,47,2,13,62,.93
NASIRABAD DISTRICT,All,Kitchen,Separate,14897,992,2044,17933,27.89
NASIRABAD DISTRICT,All,Kitchen,Shared,11479,538,2775,14792,23
NASIRABAD DISTRICT,All,Kitchen,None,18684,710,12183,31577,49.11
NASIRABAD DISTRICT,All,Bathroom,Separate,16909,1127,1821,19857,30.88
NASIRABAD DISTRICT,All,Bathroom,Shared,12569,657,2925,16151,25.12
NASIRABAD DISTRICT,All,Bathroom,None,15582,456,12256,28294,44
NASIRABAD DISTRICT,All,Latrine,Connected With Sewerage,1646,213,118,1977,3.07
NASIRABAD DISTRICT,All,Latrine,Connected With Septic Tank,1971,75,159,2205,3.43
NASIRABAD DISTRICT,All,Latrine,Connected With Open Drain,4093,183,1498,5774,8.98
NASIRABAD DISTRICT,All,Latrine,Pit With Slab,16567,1250,2376,20193,31.4
NASIRABAD DISTRICT,All,Latrine,Other,6574,123,3747,10444,16.24
NASIRABAD DISTRICT,All,Latrine,None,14209,396,9104,23709,36.87
NASIRABAD DISTRICT,Rural,Kitchen,Separate,10845,105,1931,12881,24.92
NASIRABAD DISTRICT,Rural,Kitchen,Shared,7935,107,2654,10696,20.69
NASIRABAD DISTRICT,Rural,Kitchen,None,15865,231,12015,28111,54.39
NASIRABAD DISTRICT,Rural,Bathroom,Separate,12288,120,1697,14105,27.29
NASIRABAD DISTRICT,Rural,Bathroom,Shared,8144,91,2774,11009,21.3
NASIRABAD DISTRICT,Rural,Bathroom,None,14213,232,12129,26574,51.41
NASIRABAD DISTRICT,Rural,Latrine,Connected With Sewerage,1114,30,98,1242,2.4
NASIRABAD DISTRICT,Rural,Latrine,Connected With Septic Tank,1501,17,144,1662,3.22
NASIRABAD DISTRICT,Rural,Latrine,Connected With Open Drain,3355,36,1465,4856,9.390000000000001
NASIRABAD DISTRICT,Rural,Latrine,Pit With Slab,9209,57,2157,11423,22.1
NASIRABAD DISTRICT,Rural,Latrine,Other,6266,93,3715,10074,19.49
NASIRABAD DISTRICT,Rural,Latrine,None,13200,210,9021,22431,43.4
NASIRABAD DISTRICT,Urban,Kitchen,Separate,4052,887,113,5052,40.05
NASIRABAD DISTRICT,Urban,Kitchen,Shared,3544,431,121,4096,32.47
NASIRABAD DISTRICT,Urban,Kitchen,None,2819,479,168,3466,27.48
NASIRABAD DISTRICT,Urban,Bathroom,Separate,4621,1007,124,5752,45.6
NASIRABAD DISTRICT,Urban,Bathroom,Shared,4425,566,151,5142,40.76
NASIRABAD DISTRICT,Urban,Bathroom,None,1369,224,127,1720,13.64
NASIRABAD DISTRICT,Urban,Latrine,Connected With Sewerage,532,183,20,735,5.83
NASIRABAD DISTRICT,Urban,Latrine,Connected With Septic Tank,470,58,15,543,4.3
NASIRABAD DISTRICT,Urban,Latrine,Connected With Open Drain,738,147,33,918,7.28
NASIRABAD DISTRICT,Urban,Latrine,Pit With Slab,7358,1193,219,8770,69.53
NASIRABAD DISTRICT,Urban,Latrine,Other,308,30,32,370,2.93
NASIRABAD DISTRICT,Urban,Latrine,None,1009,186,83,1278,10.13
SOHBATPUR DISTRICT,All,Kitchen,Separate,3353,57,737,4147,13.77
SOHBATPUR DISTRICT,All,Kitchen,Shared,3695,115,1430,5240,17.4
SOHBATPUR DISTRICT,All,Kitchen,None,9886,154,10687,20727,68.83
SOHBATPUR DISTRICT,All,Bathroom,Separate,3111,76,451,3638,12.08
SOHBATPUR DISTRICT,All,Bathroom,Shared,4363,128,1809,6300,20.92
SOHBATPUR DISTRICT,All,Bathroom,None,9460,122,10594,20176,67
SOHBATPUR DISTRICT,All,Latrine,Connected With Sewerage,1289,92,268,1649,5.48
SOHBATPUR DISTRICT,All,Latrine,Connected With Septic Tank,1251,35,347,1633,5.42
SOHBATPUR DISTRICT,All,Latrine,Connected With Open Drain,2625,30,1485,4140,13.75
SOHBATPUR DISTRICT,All,Latrine,Pit With Slab,3058,27,1241,4326,14.37
SOHBATPUR DISTRICT,All,Latrine,Other,1509,35,1951,3495,11.61
SOHBATPUR DISTRICT,All,Latrine,None,7202,107,7562,14871,49.38
SOHBATPUR DISTRICT,Rural,Kitchen,Separate,2863,10,672,3545,12.67
SOHBATPUR DISTRICT,Rural,Kitchen,Shared,3169,77,1411,4657,16.64
SOHBATPUR DISTRICT,Rural,Kitchen,None,9403,124,10261,19788,70.7
SOHBATPUR DISTRICT,Rural,Bathroom,Separate,2563,13,400,2976,10.63
SOHBATPUR DISTRICT,Rural,Bathroom,Shared,3633,88,1683,5404,19.31
SOHBATPUR DISTRICT,Rural,Bathroom,None,9239,110,10261,19610,70.06
SOHBATPUR DISTRICT,Rural,Latrine,Connected With Sewerage,560,9,89,658,2.35
SOHBATPUR DISTRICT,Rural,Latrine,Connected With Septic Tank,1206,35,347,1588,5.67
SOHBATPUR DISTRICT,Rural,Latrine,Connected With Open Drain,2332,16,1364,3712,13.26
SOHBATPUR DISTRICT,Rural,Latrine,Pit With Slab,2824,20,1101,3945,14.09
SOHBATPUR DISTRICT,Rural,Latrine,Other,1469,32,1903,3404,12.16
SOHBATPUR DISTRICT,Rural,Latrine,None,7044,99,7540,14683,52.46
SOHBATPUR DISTRICT,Urban,Kitchen,Separate,490,47,65,602,28.34
SOHBATPUR DISTRICT,Urban,Kitchen,Shared,526,38,19,583,27.45
SOHBATPUR DISTRICT,Urban,Kitchen,None,483,30,426,939,44.21
SOHBATPUR DISTRICT,Urban,Bathroom,Separate,548,63,51,662,31.17
SOHBATPUR DISTRICT,Urban,Bathroom,Shared,730,40,126,896,42.18
SOHBATPUR DISTRICT,Urban,Bathroom,None,221,12,333,566,26.65
SOHBATPUR DISTRICT,Urban,Latrine,Connected With Sewerage,729,83,179,991,46.66
SOHBATPUR DISTRICT,Urban,Latrine,Connected With Septic Tank,45,,,45,2.12
SOHBATPUR DISTRICT,Urban,Latrine,Connected With Open Drain,293,14,121,428,20.15
SOHBATPUR DISTRICT,Urban,Latrine,Pit With Slab,234,7,140,381,17.94
SOHBATPUR DISTRICT,Urban,Latrine,Other,40,3,48,91,4.28
SOHBATPUR DISTRICT,Urban,Latrine,None,158,8,22,188,8.85
CHAGHI DISTRICT,All,Kitchen,Separate,21933,662,306,22901,70.45
CHAGHI DISTRICT,All,Kitchen,Shared,6155,240,91,6486,19.95
CHAGHI DISTRICT,All,Kitchen,None,2962,74,86,3122,9.6
CHAGHI DISTRICT,All,Bathroom,Separate,22314,669,345,23328,71.76000000000001
CHAGHI DISTRICT,All,Bathroom,Shared,6747,191,98,7036,21.64
CHAGHI DISTRICT,All,Bathroom,None,1989,116,40,2145,6.6
CHAGHI DISTRICT,All,Latrine,Connected With Sewerage,930,68,11,1009,3.1
CHAGHI DISTRICT,All,Latrine,Connected With Septic Tank,1755,112,32,1899,5.84
CHAGHI DISTRICT,All,Latrine,Connected With Open Drain,320,16,3,339,1.04
CHAGHI DISTRICT,All,Latrine,Pit With Slab,17130,709,349,18188,55.95
CHAGHI DISTRICT,All,Latrine,Other,1885,18,4,1907,5.87
CHAGHI DISTRICT,All,Latrine,None,9030,53,84,9167,28.2
CHAGHI DISTRICT,Rural,Kitchen,Separate,20651,524,284,21459,70.27
CHAGHI DISTRICT,Rural,Kitchen,Shared,5747,154,80,5981,19.59
CHAGHI DISTRICT,Rural,Kitchen,None,2943,72,83,3098,10.14
CHAGHI DISTRICT,Rural,Bathroom,Separate,21052,525,322,21899,71.70999999999999
CHAGHI DISTRICT,Rural,Bathroom,Shared,6320,113,86,6519,21.35
CHAGHI DISTRICT,Rural,Bathroom,None,1969,112,39,2120,6.94
CHAGHI DISTRICT,Rural,Latrine,Connected With Sewerage,781,20,10,811,2.66
CHAGHI DISTRICT,Rural,Latrine,Connected With Septic Tank,880,50,18,948,3.1
CHAGHI DISTRICT,Rural,Latrine,Connected With Open Drain,269,13,3,285,.93
CHAGHI DISTRICT,Rural,Latrine,Pit With Slab,16525,597,328,17450,57.14
CHAGHI DISTRICT,Rural,Latrine,Other,1863,18,4,1885,6.17
CHAGHI DISTRICT,Rural,Latrine,None,9023,52,84,9159,29.99
CHAGHI DISTRICT,Urban,Kitchen,Separate,1282,138,22,1442,73.16
CHAGHI DISTRICT,Urban,Kitchen,Shared,408,86,11,505,25.62
CHAGHI DISTRICT,Urban,Kitchen,None,19,2,3,24,1.22
CHAGHI DISTRICT,Urban,Bathroom,Separate,1262,144,23,1429,72.5
CHAGHI DISTRICT,Urban,Bathroom,Shared,427,78,12,517,26.23
CHAGHI DISTRICT,Urban,Bathroom,None,20,4,1,25,1.27
CHAGHI DISTRICT,Urban,Latrine,Connected With Sewerage,149,48,1,198,10.05
CHAGHI DISTRICT,Urban,Latrine,Connected With Septic Tank,875,62,14,951,48.25
CHAGHI DISTRICT,Urban,Latrine,Connected With Open Drain,51,3,,54,2.74
CHAGHI DISTRICT,Urban,Latrine,Pit With Slab,605,112,21,738,37.44
CHAGHI DISTRICT,Urban,Latrine,Other,22,,,22,1.12
CHAGHI DISTRICT,Urban,Latrine,None,7,1,,8,.41
KILLA ABDULLAH DISTRICT,All,Kitchen,Separate,61593,2146,1938,65677,67.94
KILLA ABDULLAH DISTRICT,All,Kitchen,Shared,27052,781,941,28774,29.77
KILLA ABDULLAH DISTRICT,All,Kitchen,None,2047,105,61,2213,2.29
KILLA ABDULLAH DISTRICT,All,Bathroom,Separate,78572,2565,2308,83445,86.31999999999999
KILLA ABDULLAH DISTRICT,All,Bathroom,Shared,9947,253,539,10739,11.11
KILLA ABDULLAH DISTRICT,All,Bathroom,None,2173,214,93,2480,2.57
KILLA ABDULLAH DISTRICT,All,Latrine,Connected With Sewerage,3648,269,165,4082,4.22
KILLA ABDULLAH DISTRICT,All,Latrine,Connected With Septic Tank,10652,304,246,11202,11.59
KILLA ABDULLAH DISTRICT,All,Latrine,Connected With Open Drain,8844,307,443,9594,9.93
KILLA ABDULLAH DISTRICT,All,Latrine,Pit With Slab,47870,1704,1361,50935,52.69
KILLA ABDULLAH DISTRICT,All,Latrine,Other,12237,338,569,13144,13.6
KILLA ABDULLAH DISTRICT,All,Latrine,None,7441,110,156,7707,7.97
KILLA ABDULLAH DISTRICT,Rural,Kitchen,Separate,49867,712,1369,51948,66.91
KILLA ABDULLAH DISTRICT,Rural,Kitchen,Shared,22516,376,796,23688,30.51
KILLA ABDULLAH DISTRICT,Rural,Kitchen,None,1919,42,43,2004,2.58
KILLA ABDULLAH DISTRICT,Rural,Bathroom,Separate,63182,933,1656,65771,84.70999999999999
KILLA ABDULLAH DISTRICT,Rural,Bathroom,Shared,9119,126,484,9729,12.53
KILLA ABDULLAH DISTRICT,Rural,Bathroom,None,2001,71,68,2140,2.76
KILLA ABDULLAH DISTRICT,Rural,Latrine,Connected With Sewerage,2470,71,49,2590,3.34
KILLA ABDULLAH DISTRICT,Rural,Latrine,Connected With Septic Tank,9151,103,198,9452,12.17
KILLA ABDULLAH DISTRICT,Rural,Latrine,Connected With Open Drain,7650,97,414,8161,10.51
KILLA ABDULLAH DISTRICT,Rural,Latrine,Pit With Slab,38230,557,1097,39884,51.37
KILLA ABDULLAH DISTRICT,Rural,Latrine,Other,9520,218,339,10077,12.98
KILLA ABDULLAH DISTRICT,Rural,Latrine,None,7281,84,111,7476,9.630000000000001
KILLA ABDULLAH DISTRICT,Urban,Kitchen,Separate,11726,1434,569,13729,72.17
KILLA ABDULLAH DISTRICT,Urban,Kitchen,Shared,4536,405,145,5086,26.73
KILLA ABDULLAH DISTRICT,Urban,Kitchen,None,128,63,18,209,1.1
KILLA ABDULLAH DISTRICT,Urban,Bathroom,Separate,15390,1632,652,17674,92.90000000000001
KILLA ABDULLAH DISTRICT,Urban,Bathroom,Shared,828,127,55,1010,5.31
KILLA ABDULLAH DISTRICT,Urban,Bathroom,None,172,143,25,340,1.79
KILLA ABDULLAH DISTRICT,Urban,Latrine,Connected With Sewerage,1178,198,116,1492,7.84
KILLA ABDULLAH DISTRICT,Urban,Latrine,Connected With Septic Tank,1501,201,48,1750,9.199999999999999
KILLA ABDULLAH DISTRICT,Urban,Latrine,Connected With Open Drain,1194,210,29,1433,7.53
KILLA ABDULLAH DISTRICT,Urban,Latrine,Pit With Slab,9640,1147,264,11051,58.09
KILLA ABDULLAH DISTRICT,Urban,Latrine,Other,2717,120,230,3067,16.12
