district,age,sex,rural,urban,total
MOHMAND AGENCY,72,Transgender,0,0,0
MOHMAND AGENCY,73,Male,358,0,358
MOHMAND AGENCY,73,Female,319,0,319
MOHMAND AGENCY,73,Transgender,0,0,0
MOHMAND AGENCY,74,Male,333,0,333
MOHMAND AGENCY,74,Female,291,0,291
MOHMAND AGENCY,74,Transgender,0,0,0
MOHMAND AGENCY,>=75,Male,2605,0,2605
MOHMAND AGENCY,>=75,Female,2666,0,2666
MOHMAND AGENCY,>=75,Transgender,3,0,3
MULTAN DISTRICT,<1,Male,32598,21717,54315
MULTAN DISTRICT,<1,Female,30846,20751,51597
MULTAN DISTRICT,<1,Transgender,0,0,0
MULTAN DISTRICT,1,Male,37607,25023,62630
MULTAN DISTRICT,1,Female,35428,23691,59119
MULTAN DISTRICT,1,Transgender,0,0,0
MULTAN DISTRICT,2,Male,39075,25100,64175
MULTAN DISTRICT,2,Female,37144,24128,61272
MULTAN DISTRICT,2,Transgender,0,0,0
MULTAN DISTRICT,3,Male,42810,27016,69826
MULTAN DISTRICT,3,Female,41178,26523,67701
MULTAN DISTRICT,3,Transgender,0,0,0
MULTAN DISTRICT,4,Male,44229,25625,69854
MULTAN DISTRICT,4,Female,41252,24394,65646
MULTAN DISTRICT,4,Transgender,0,0,0
MULTAN DISTRICT,5,Male,42891,26579,69470
MULTAN DISTRICT,5,Female,40385,25098,65483
MULTAN DISTRICT,5,Transgender,0,0,0
MULTAN DISTRICT,6,Male,41393,25515,66908
MULTAN DISTRICT,6,Female,38408,23890,62298
MULTAN DISTRICT,6,Transgender,0,0,0
MULTAN DISTRICT,7,Male,44358,27751,72109
MULTAN DISTRICT,7,Female,41467,25570,67037
MULTAN DISTRICT,7,Transgender,0,0,0
MULTAN DISTRICT,8,Male,43603,24746,68349
MULTAN DISTRICT,8,Female,39842,22996,62838
MULTAN DISTRICT,8,Transgender,0,0,0
MULTAN DISTRICT,9,Male,42067,27365,69432
MULTAN DISTRICT,9,Female,38374,25081,63455
MULTAN DISTRICT,9,Transgender,0,0,0
MULTAN DISTRICT,10,Male,39528,23137,62665
MULTAN DISTRICT,10,Female,35529,21883,57412
MULTAN DISTRICT,10,Transgender,0,0,0
MULTAN DISTRICT,11,Male,35862,26198,62060
MULTAN DISTRICT,11,Female,32020,24141,56161
MULTAN DISTRICT,11,Transgender,0,0,0
MULTAN DISTRICT,12,Male,35269,22900,58169
MULTAN DISTRICT,12,Female,30696,20865,51561
MULTAN DISTRICT,12,Transgender,0,0,0
MULTAN DISTRICT,13,Male,31492,23435,54927
MULTAN DISTRICT,13,Female,27714,21932,49646
MULTAN DISTRICT,13,Transgender,0,0,0
MULTAN DISTRICT,14,Male,30422,21861,52283
MULTAN DISTRICT,14,Female,27335,20177,47512
MULTAN DISTRICT,14,Transgender,0,0,0
MULTAN DISTRICT,15,Male,29244,22069,51313
MULTAN DISTRICT,15,Female,25850,20536,46386
MULTAN DISTRICT,15,Transgender,9,6,15
MULTAN DISTRICT,16,Male,28192,22027,50219
MULTAN DISTRICT,16,Female,25775,20547,46322
MULTAN DISTRICT,16,Transgender,10,7,17
MULTAN DISTRICT,17,Male,27179,23174,50353
MULTAN DISTRICT,17,Female,23484,21121,44605
MULTAN DISTRICT,17,Transgender,8,5,13
MULTAN DISTRICT,18,Male,28274,21776,50050
MULTAN DISTRICT,18,Female,26771,19873,46644
MULTAN DISTRICT,18,Transgender,10,14,24
MULTAN DISTRICT,19,Male,26933,22518,49451
MULTAN DISTRICT,19,Female,25177,21814,46991
MULTAN DISTRICT,19,Transgender,6,5,11
MULTAN DISTRICT,20,Male,27082,20929,48011
MULTAN DISTRICT,20,Female,27081,19332,46413
MULTAN DISTRICT,20,Transgender,7,12,19
MULTAN DISTRICT,21,Male,23810,21641,45451
MULTAN DISTRICT,21,Female,23382,21253,44635
MULTAN DISTRICT,21,Transgender,3,9,12
MULTAN DISTRICT,22,Male,24315,20811,45126
MULTAN DISTRICT,22,Female,23451,20703,44154
MULTAN DISTRICT,22,Transgender,8,12,20
MULTAN DISTRICT,23,Male,21700,19827,41527
MULTAN DISTRICT,23,Female,20449,19734,40183
MULTAN DISTRICT,23,Transgender,6,5,11
MULTAN DISTRICT,24,Male,19914,19324,39238
MULTAN DISTRICT,24,Female,19137,18784,37921
MULTAN DISTRICT,24,Transgender,6,10,16
MULTAN DISTRICT,25,Male,22138,18495,40633
MULTAN DISTRICT,25,Female,23532,18151,41683
MULTAN DISTRICT,25,Transgender,7,15,22
MULTAN DISTRICT,26,Male,19165,18069,37234
MULTAN DISTRICT,26,Female,20301,18597,38898
MULTAN DISTRICT,26,Transgender,4,12,16
MULTAN DISTRICT,27,Male,19526,18007,37533
MULTAN DISTRICT,27,Female,21038,18545,39583
MULTAN DISTRICT,27,Transgender,8,11,19
MULTAN DISTRICT,28,Male,19518,18122,37640
MULTAN DISTRICT,28,Female,20873,18591,39464
MULTAN DISTRICT,28,Transgender,7,11,18
MULTAN DISTRICT,29,Male,20080,17091,37171
MULTAN DISTRICT,29,Female,22088,17705,39793
MULTAN DISTRICT,29,Transgender,7,6,13
MULTAN DISTRICT,30,Male,19786,17580,37366
MULTAN DISTRICT,30,Female,20189,17443,37632
MULTAN DISTRICT,30,Transgender,15,16,31
MULTAN DISTRICT,31,Male,18125,16265,34390
MULTAN DISTRICT,31,Female,19889,16372,36261
MULTAN DISTRICT,31,Transgender,1,4,5
MULTAN DISTRICT,32,Male,16856,16821,33677
MULTAN DISTRICT,32,Female,18722,16480,35202
MULTAN DISTRICT,32,Transgender,9,5,14
MULTAN DISTRICT,33,Male,15525,15438,30963
MULTAN DISTRICT,33,Female,16863,15143,32006
MULTAN DISTRICT,33,Transgender,4,6,10
MULTAN DISTRICT,34,Male,16100,14317,30417
MULTAN DISTRICT,34,Female,16507,13786,30293
MULTAN DISTRICT,34,Transgender,4,5,9
MULTAN DISTRICT,35,Male,17923,14947,32870
MULTAN DISTRICT,35,Female,16701,14380,31081
MULTAN DISTRICT,35,Transgender,11,10,21
MULTAN DISTRICT,36,Male,17208,13560,30768
MULTAN DISTRICT,36,Female,16720,12729,29449
MULTAN DISTRICT,36,Transgender,4,4,8
MULTAN DISTRICT,37,Male,17472,13305,30777
MULTAN DISTRICT,37,Female,17157,11899,29056
MULTAN DISTRICT,37,Transgender,8,2,10
MULTAN DISTRICT,38,Male,15027,14675,29702
MULTAN DISTRICT,38,Female,14591,13922,28513
MULTAN DISTRICT,38,Transgender,6,3,9
MULTAN DISTRICT,39,Male,15638,13255,28893
MULTAN DISTRICT,39,Female,15417,12380,27797
MULTAN DISTRICT,39,Transgender,4,3,7
MULTAN DISTRICT,40,Male,13797,14354,28151
MULTAN DISTRICT,40,Female,12947,12757,25704
MULTAN DISTRICT,40,Transgender,9,10,19
MULTAN DISTRICT,41,Male,13586,11644,25230
MULTAN DISTRICT,41,Female,13921,10733,24654
MULTAN DISTRICT,41,Transgender,0,2,2
MULTAN DISTRICT,42,Male,13059,11750,24809
MULTAN DISTRICT,42,Female,12926,10415,23341
MULTAN DISTRICT,42,Transgender,7,1,8
MULTAN DISTRICT,43,Male,10741,10850,21591
MULTAN DISTRICT,43,Female,10493,10238,20731
MULTAN DISTRICT,43,Transgender,5,2,7
MULTAN DISTRICT,44,Male,10519,9596,20115
MULTAN DISTRICT,44,Female,10037,9034,19071
MULTAN DISTRICT,44,Transgender,1,1,2
MULTAN DISTRICT,45,Male,10564,10726,21290
MULTAN DISTRICT,45,Female,10006,9603,19609
MULTAN DISTRICT,45,Transgender,9,4,13
MULTAN DISTRICT,46,Male,10064,8412,18476
MULTAN DISTRICT,46,Female,9796,7450,17246
MULTAN DISTRICT,46,Transgender,2,0,2
MULTAN DISTRICT,47,Male,10716,8501,19217
MULTAN DISTRICT,47,Female,10755,7165,17920
MULTAN DISTRICT,47,Transgender,4,2,6
MULTAN DISTRICT,48,Male,9651,8911,18562
MULTAN DISTRICT,48,Female,9459,8615,18074
MULTAN DISTRICT,48,Transgender,6,3,9
MULTAN DISTRICT,49,Male,10190,8747,18937
MULTAN DISTRICT,49,Female,9820,8092,17912
MULTAN DISTRICT,49,Transgender,3,0,3
MULTAN DISTRICT,50,Male,9796,9867,19663
MULTAN DISTRICT,50,Female,9069,8857,17926
MULTAN DISTRICT,50,Transgender,15,7,22
MULTAN DISTRICT,51,Male,9791,8019,17810
MULTAN DISTRICT,51,Female,9194,7231,16425
MULTAN DISTRICT,51,Transgender,2,0,2
MULTAN DISTRICT,52,Male,9919,8297,18216
MULTAN DISTRICT,52,Female,8758,7016,15774
MULTAN DISTRICT,52,Transgender,2,0,2
MULTAN DISTRICT,53,Male,8259,7739,15998
MULTAN DISTRICT,53,Female,7165,7086,14251
MULTAN DISTRICT,53,Transgender,3,3,6
MULTAN DISTRICT,54,Male,7417,7044,14461
MULTAN DISTRICT,54,Female,6540,6183,12723
MULTAN DISTRICT,54,Transgender,1,0,1
MULTAN DISTRICT,55,Male,7445,7436,14881
MULTAN DISTRICT,55,Female,6422,6444,12866
MULTAN DISTRICT,55,Transgender,8,5,13
MULTAN DISTRICT,56,Male,6648,5711,12359
MULTAN DISTRICT,56,Female,5747,4554,10301
MULTAN DISTRICT,56,Transgender,2,0,2
MULTAN DISTRICT,57,Male,6742,5337,12079
MULTAN DISTRICT,57,Female,6166,3921,10087
MULTAN DISTRICT,57,Transgender,3,0,3
MULTAN DISTRICT,58,Male,5312,5371,10683
MULTAN DISTRICT,58,Female,5144,4688,9832
MULTAN DISTRICT,58,Transgender,0,3,3
MULTAN DISTRICT,59,Male,5829,4935,10764
MULTAN DISTRICT,59,Female,5622,4617,10239
MULTAN DISTRICT,59,Transgender,1,0,1
MULTAN DISTRICT,60,Male,5840,5332,11172
MULTAN DISTRICT,60,Female,5655,4810,10465
MULTAN DISTRICT,60,Transgender,3,1,4
MULTAN DISTRICT,61,Male,5494,4809,10303
MULTAN DISTRICT,61,Female,5719,4252,9971
MULTAN DISTRICT,61,Transgender,0,0,0
MULTAN DISTRICT,62,Male,5419,4724,10143
MULTAN DISTRICT,62,Female,5565,3893,9458
MULTAN DISTRICT,62,Transgender,0,2,2
MULTAN DISTRICT,63,Male,4860,4647,9507
MULTAN DISTRICT,63,Female,5078,4322,9400
MULTAN DISTRICT,63,Transgender,0,0,0
MULTAN DISTRICT,64,Male,4822,3757,8579
MULTAN DISTRICT,64,Female,4525,3560,8085
MULTAN DISTRICT,64,Transgender,1,2,3
MULTAN DISTRICT,65,Male,4611,4118,8729
MULTAN DISTRICT,65,Female,4367,3429,7796
MULTAN DISTRICT,65,Transgender,5,3,8
MULTAN DISTRICT,66,Male,4112,2827,6939
MULTAN DISTRICT,66,Female,3836,2285,6121
MULTAN DISTRICT,66,Transgender,6,2,8
MULTAN DISTRICT,67,Male,4135,2740,6875
MULTAN DISTRICT,67,Female,3871,2090,5961
MULTAN DISTRICT,67,Transgender,4,0,4
MULTAN DISTRICT,68,Male,3352,2533,5885
MULTAN DISTRICT,68,Female,3194,2365,5559
MULTAN DISTRICT,68,Transgender,1,1,2
MULTAN DISTRICT,69,Male,3350,2229,5579
MULTAN DISTRICT,69,Female,3265,2228,5493
MULTAN DISTRICT,69,Transgender,1,1,2
MULTAN DISTRICT,70,Male,3356,2459,5815
MULTAN DISTRICT,70,Female,3055,2227,5282
MULTAN DISTRICT,70,Transgender,6,6,12
MULTAN DISTRICT,71,Male,2986,2069,5055
MULTAN DISTRICT,71,Female,2748,1805,4553
MULTAN DISTRICT,71,Transgender,0,0,0
MULTAN DISTRICT,72,Male,2760,1999,4759
MULTAN DISTRICT,72,Female,2554,1711,4265
MULTAN DISTRICT,72,Transgender,2,0,2
MULTAN DISTRICT,73,Male,2296,1856,4152
MULTAN DISTRICT,73,Female,2127,1750,3877
MULTAN DISTRICT,73,Transgender,0,1,1
MULTAN DISTRICT,74,Male,2154,1548,3702
MULTAN DISTRICT,74,Female,1923,1343,3266
MULTAN DISTRICT,74,Transgender,1,0,1
MULTAN DISTRICT,>=75,Male,15869,10895,26764
MULTAN DISTRICT,>=75,Female,15321,11146,26467
MULTAN DISTRICT,>=75,Transgender,13,5,18
MUSAKHEL,<1,Male,3588,286,3874
MUSAKHEL,<1,Female,3037,244,3281
MUSAKHEL,<1,Transgender,0,0,0
MUSAKHEL,1,Male,3212,329,3541
MUSAKHEL,1,Female,2679,343,3022
MUSAKHEL,1,Transgender,0,0,0
MUSAKHEL,2,Male,3651,354,4005
MUSAKHEL,2,Female,3137,368,3505
MUSAKHEL,2,Transgender,0,0,0
MUSAKHEL,3,Male,3576,369,3945
MUSAKHEL,3,Female,3099,295,3394
MUSAKHEL,3,Transgender,0,0,0
MUSAKHEL,4,Male,3674,358,4032
MUSAKHEL,4,Female,3120,341,3461
MUSAKHEL,4,Transgender,0,0,0
MUSAKHEL,5,Male,3493,338,3831
MUSAKHEL,5,Female,2912,247,3159
MUSAKHEL,5,Transgender,0,0,0
MUSAKHEL,6,Male,3679,366,4045
MUSAKHEL,6,Female,2805,295,3100
MUSAKHEL,6,Transgender,0,0,0
MUSAKHEL,7,Male,3457,289,3746
MUSAKHEL,7,Female,2673,244,2917
MUSAKHEL,7,Transgender,0,0,0
MUSAKHEL,8,Male,3352,343,3695
MUSAKHEL,8,Female,2534,265,2799
MUSAKHEL,8,Transgender,0,0,0
MUSAKHEL,9,Male,3303,288,3591
MUSAKHEL,9,Female,2518,217,2735
MUSAKHEL,9,Transgender,0,0,0
MUSAKHEL,10,Male,2812,241,3053
MUSAKHEL,10,Female,2067,203,2270
MUSAKHEL,10,Transgender,0,0,0
MUSAKHEL,11,Male,2627,197,2824
MUSAKHEL,11,Female,1862,152,2014
MUSAKHEL,11,Transgender,0,0,0
MUSAKHEL,12,Male,2172,182,2354
MUSAKHEL,12,Female,1446,152,1598
MUSAKHEL,12,Transgender,0,0,0
MUSAKHEL,13,Male,2227,192,2419
MUSAKHEL,13,Female,1341,99,1440
MUSAKHEL,13,Transgender,0,0,0
MUSAKHEL,14,Male,1909,169,2078
MUSAKHEL,14,Female,1129,102,1231
MUSAKHEL,14,Transgender,0,0,0
MUSAKHEL,15,Male,1970,169,2139
MUSAKHEL,15,Female,1020,90,1110
MUSAKHEL,15,Transgender,0,0,0
MUSAKHEL,16,Male,1645,108,1753
MUSAKHEL,16,Female,905,112,1017
MUSAKHEL,16,Transgender,0,0,0
MUSAKHEL,17,Male,1706,131,1837
MUSAKHEL,17,Female,881,128,1009
MUSAKHEL,17,Transgender,2,0,2
MUSAKHEL,18,Male,1374,111,1485
MUSAKHEL,18,Female,1123,110,1233
MUSAKHEL,18,Transgender,0,0,0
MUSAKHEL,19,Male,1245,107,1352
MUSAKHEL,19,Female,1129,120,1249
MUSAKHEL,19,Transgender,0,0,0
MUSAKHEL,20,Male,1003,83,1086
MUSAKHEL,20,Female,1079,101,1180
MUSAKHEL,20,Transgender,0,0,0
MUSAKHEL,21,Male,1036,107,1143
MUSAKHEL,21,Female,1125,94,1219
MUSAKHEL,21,Transgender,0,0,0
MUSAKHEL,22,Male,970,76,1046
MUSAKHEL,22,Female,913,77,990
MUSAKHEL,22,Transgender,0,0,0
MUSAKHEL,23,Male,922,98,1020
MUSAKHEL,23,Female,950,80,1030
MUSAKHEL,23,Transgender,0,0,0
MUSAKHEL,24,Male,881,93,974
MUSAKHEL,24,Female,797,71,868
MUSAKHEL,24,Transgender,0,0,0
MUSAKHEL,25,Male,809,52,861
MUSAKHEL,25,Female,1005,85,1090
MUSAKHEL,25,Transgender,0,0,0
MUSAKHEL,26,Male,892,75,967
MUSAKHEL,26,Female,1143,119,1262
MUSAKHEL,26,Transgender,0,0,0
MUSAKHEL,27,Male,885,62,947
MUSAKHEL,27,Female,1174,105,1279
MUSAKHEL,27,Transgender,0,0,0
MUSAKHEL,28,Male,930,103,1033
MUSAKHEL,28,Female,1002,97,1099
MUSAKHEL,28,Transgender,0,0,0
MUSAKHEL,29,Male,1011,80,1091
MUSAKHEL,29,Female,987,102,1089
MUSAKHEL,29,Transgender,0,0,0
MUSAKHEL,30,Male,781,70,851
MUSAKHEL,30,Female,846,56,902
MUSAKHEL,30,Transgender,1,0,1
MUSAKHEL,31,Male,936,79,1015
MUSAKHEL,31,Female,991,90,1081
MUSAKHEL,31,Transgender,0,0,0
MUSAKHEL,32,Male,750,83,833
MUSAKHEL,32,Female,763,76,839
MUSAKHEL,32,Transgender,0,0,0
MUSAKHEL,33,Male,696,61,757
MUSAKHEL,33,Female,691,60,751
MUSAKHEL,33,Transgender,1,0,1
MUSAKHEL,34,Male,633,66,699
MUSAKHEL,34,Female,625,52,677
MUSAKHEL,34,Transgender,0,0,0
MUSAKHEL,35,Male,591,46,637
MUSAKHEL,35,Female,578,53,631
MUSAKHEL,35,Transgender,0,0,0
MUSAKHEL,36,Male,800,58,858
MUSAKHEL,36,Female,815,61,876
MUSAKHEL,36,Transgender,0,0,0
MUSAKHEL,37,Male,786,59,845
MUSAKHEL,37,Female,720,83,803
MUSAKHEL,37,Transgender,0,0,0
MUSAKHEL,38,Male,722,68,790
MUSAKHEL,38,Female,642,56,698
MUSAKHEL,38,Transgender,0,0,0
MUSAKHEL,39,Male,738,56,794
MUSAKHEL,39,Female,640,55,695
MUSAKHEL,39,Transgender,0,1,1
MUSAKHEL,40,Male,478,28,506
MUSAKHEL,40,Female,621,50,671
MUSAKHEL,40,Transgender,0,0,0
MUSAKHEL,41,Male,654,58,712
MUSAKHEL,41,Female,700,80,780
MUSAKHEL,41,Transgender,0,0,0
MUSAKHEL,42,Male,552,63,615
MUSAKHEL,42,Female,535,53,588
MUSAKHEL,42,Transgender,1,0,1
MUSAKHEL,43,Male,450,42,492
MUSAKHEL,43,Female,444,40,484
MUSAKHEL,43,Transgender,0,0,0
MUSAKHEL,44,Male,508,57,565
MUSAKHEL,44,Female,440,45,485
MUSAKHEL,44,Transgender,0,0,0
MUSAKHEL,45,Male,426,37,463
MUSAKHEL,45,Female,419,28,447
MUSAKHEL,45,Transgender,1,0,1
MUSAKHEL,46,Male,646,50,696
MUSAKHEL,46,Female,557,54,611
MUSAKHEL,46,Transgender,0,0,0
MUSAKHEL,47,Male,667,50,717
MUSAKHEL,47,Female,517,41,558
MUSAKHEL,47,Transgender,0,0,0
MUSAKHEL,48,Male,480,61,541
MUSAKHEL,48,Female,339,36,375
MUSAKHEL,48,Transgender,0,0,0
MUSAKHEL,49,Male,457,43,500
MUSAKHEL,49,Female,348,38,386
MUSAKHEL,49,Transgender,1,0,1
MUSAKHEL,50,Male,322,19,341
MUSAKHEL,50,Female,348,29,377
MUSAKHEL,50,Transgender,0,0,0
MUSAKHEL,51,Male,448,44,492
MUSAKHEL,51,Female,407,28,435
MUSAKHEL,51,Transgender,0,0,0
MUSAKHEL,52,Male,338,27,365
MUSAKHEL,52,Female,293,25,318
MUSAKHEL,52,Transgender,0,0,0
MUSAKHEL,53,Male,319,37,356
MUSAKHEL,53,Female,231,25,256
MUSAKHEL,53,Transgender,0,0,0
MUSAKHEL,54,Male,244,38,282
MUSAKHEL,54,Female,236,24,260
MUSAKHEL,54,Transgender,0,0,0
MUSAKHEL,55,Male,218,14,232
MUSAKHEL,55,Female,234,17,251
MUSAKHEL,55,Transgender,1,0,1
MUSAKHEL,56,Male,278,17,295
MUSAKHEL,56,Female,327,28,355
MUSAKHEL,56,Transgender,0,0,0
MUSAKHEL,57,Male,312,29,341
MUSAKHEL,57,Female,282,36,318
MUSAKHEL,57,Transgender,0,0,0
MUSAKHEL,58,Male,248,26,274
MUSAKHEL,58,Female,230,18,248
MUSAKHEL,58,Transgender,0,0,0
MUSAKHEL,59,Male,286,29,315
MUSAKHEL,59,Female,232,23,255
MUSAKHEL,59,Transgender,0,0,0
MUSAKHEL,60,Male,231,20,251
MUSAKHEL,60,Female,206,18,224
MUSAKHEL,60,Transgender,0,0,0
MUSAKHEL,61,Male,255,18,273
MUSAKHEL,61,Female,246,26,272
MUSAKHEL,61,Transgender,0,0,0
MUSAKHEL,62,Male,228,16,244
MUSAKHEL,62,Female,243,10,253
MUSAKHEL,62,Transgender,0,0,0
MUSAKHEL,63,Male,232,18,250
MUSAKHEL,63,Female,170,14,184
MUSAKHEL,63,Transgender,0,0,0
MUSAKHEL,64,Male,266,16,282
MUSAKHEL,64,Female,192,16,208
MUSAKHEL,64,Transgender,0,0,0
MUSAKHEL,65,Male,164,20,184
MUSAKHEL,65,Female,155,11,166
MUSAKHEL,65,Transgender,0,0,0
MUSAKHEL,66,Male,181,26,207
MUSAKHEL,66,Female,251,25,276
MUSAKHEL,66,Transgender,0,0,0
MUSAKHEL,67,Male,175,12,187
MUSAKHEL,67,Female,210,23,233
MUSAKHEL,67,Transgender,0,0,0
MUSAKHEL,68,Male,177,15,192
MUSAKHEL,68,Female,156,14,170
MUSAKHEL,68,Transgender,0,0,0
MUSAKHEL,69,Male,213,13,226
MUSAKHEL,69,Female,155,11,166
MUSAKHEL,69,Transgender,0,0,0
MUSAKHEL,70,Male,137,13,150
MUSAKHEL,70,Female,105,5,110
MUSAKHEL,70,Transgender,0,0,0
MUSAKHEL,71,Male,134,10,144
MUSAKHEL,71,Female,113,6,119
MUSAKHEL,71,Transgender,0,0,0
MUSAKHEL,72,Male,110,8,118
MUSAKHEL,72,Female,88,10,98
MUSAKHEL,72,Transgender,0,0,0
MUSAKHEL,73,Male,116,10,126
MUSAKHEL,73,Female,83,7,90
MUSAKHEL,73,Transgender,0,0,0
MUSAKHEL,74,Male,129,6,135
MUSAKHEL,74,Female,80,3,83
MUSAKHEL,74,Transgender,0,0,0
MUSAKHEL,>=75,Male,769,49,818
MUSAKHEL,>=75,Female,709,76,785
MUSAKHEL,>=75,Transgender,3,0,3
MUZAFFARGARH DISTRICT,<1,Male,50557,8781,59338
MUZAFFARGARH DISTRICT,<1,Female,47974,8187,56161
MUZAFFARGARH DISTRICT,<1,Transgender,0,0,0
MUZAFFARGARH DISTRICT,1,Male,53145,9520,62665
MUZAFFARGARH DISTRICT,1,Female,50934,9074,60008
MUZAFFARGARH DISTRICT,1,Transgender,0,0,0
MUZAFFARGARH DISTRICT,2,Male,59639,9808,69447
MUZAFFARGARH DISTRICT,2,Female,57258,9383,66641
MUZAFFARGARH DISTRICT,2,Transgender,0,0,0
MUZAFFARGARH DISTRICT,3,Male,64306,10370,74676
MUZAFFARGARH DISTRICT,3,Female,62316,10063,72379
MUZAFFARGARH DISTRICT,3,Transgender,0,0,0
MUZAFFARGARH DISTRICT,4,Male,67871,10419,78290
MUZAFFARGARH DISTRICT,4,Female,64391,9904,74295
MUZAFFARGARH DISTRICT,4,Transgender,0,0,0
MUZAFFARGARH DISTRICT,5,Male,64574,10481,75055
MUZAFFARGARH DISTRICT,5,Female,59895,9927,69822
MUZAFFARGARH DISTRICT,5,Transgender,0,0,0
MUZAFFARGARH DISTRICT,6,Male,63489,9986,73475
MUZAFFARGARH DISTRICT,6,Female,58891,9133,68024
MUZAFFARGARH DISTRICT,6,Transgender,0,0,0
MUZAFFARGARH DISTRICT,7,Male,67952,10893,78845
MUZAFFARGARH DISTRICT,7,Female,62344,10049,72393
MUZAFFARGARH DISTRICT,7,Transgender,0,0,0
MUZAFFARGARH DISTRICT,8,Male,69006,10188,79194
MUZAFFARGARH DISTRICT,8,Female,62011,9301,71312
MUZAFFARGARH DISTRICT,8,Transgender,0,0,0
MUZAFFARGARH DISTRICT,9,Male,61523,10349,71872
MUZAFFARGARH DISTRICT,9,Female,55137,9461,64598
MUZAFFARGARH DISTRICT,9,Transgender,0,0,0
MUZAFFARGARH DISTRICT,10,Male,61460,9569,71029
MUZAFFARGARH DISTRICT,10,Female,54555,8373,62928
MUZAFFARGARH DISTRICT,10,Transgender,0,0,0
MUZAFFARGARH DISTRICT,11,Male,49981,9528,59509
MUZAFFARGARH DISTRICT,11,Female,43812,8683,52495
MUZAFFARGARH DISTRICT,11,Transgender,0,0,0
MUZAFFARGARH DISTRICT,12,Male,52857,8869,61726
MUZAFFARGARH DISTRICT,12,Female,46075,7985,54060
MUZAFFARGARH DISTRICT,12,Transgender,0,0,0
MUZAFFARGARH DISTRICT,13,Male,44367,8826,53193
MUZAFFARGARH DISTRICT,13,Female,37792,7879,45671
MUZAFFARGARH DISTRICT,13,Transgender,0,0,0
MUZAFFARGARH DISTRICT,14,Male,44439,8126,52565
MUZAFFARGARH DISTRICT,14,Female,39584,7307,46891
MUZAFFARGARH DISTRICT,14,Transgender,0,0,0
MUZAFFARGARH DISTRICT,15,Male,40878,8035,48913
MUZAFFARGARH DISTRICT,15,Female,34604,7323,41927
MUZAFFARGARH DISTRICT,15,Transgender,5,0,5
MUZAFFARGARH DISTRICT,16,Male,39294,7765,47059
MUZAFFARGARH DISTRICT,16,Female,35843,7194,43037
MUZAFFARGARH DISTRICT,16,Transgender,8,4,12
MUZAFFARGARH DISTRICT,17,Male,36229,7816,44045
MUZAFFARGARH DISTRICT,17,Female,31831,7368,39199
MUZAFFARGARH DISTRICT,17,Transgender,2,10,12
MUZAFFARGARH DISTRICT,18,Male,40962,7520,48482
MUZAFFARGARH DISTRICT,18,Female,38731,7120,45851
MUZAFFARGARH DISTRICT,18,Transgender,8,5,13
MUZAFFARGARH DISTRICT,19,Male,34298,7408,41706
MUZAFFARGARH DISTRICT,19,Female,32070,7302,39372
MUZAFFARGARH DISTRICT,19,Transgender,2,5,7
MUZAFFARGARH DISTRICT,20,Male,35980,7035,43015
MUZAFFARGARH DISTRICT,20,Female,36527,6880,43407
MUZAFFARGARH DISTRICT,20,Transgender,11,0,11
MUZAFFARGARH DISTRICT,21,Male,27918,6670,34588
MUZAFFARGARH DISTRICT,21,Female,27612,6726,34338
MUZAFFARGARH DISTRICT,21,Transgender,3,1,4
MUZAFFARGARH DISTRICT,22,Male,29425,6231,35656
MUZAFFARGARH DISTRICT,22,Female,28353,6448,34801
MUZAFFARGARH DISTRICT,22,Transgender,6,1,7
MUZAFFARGARH DISTRICT,23,Male,25803,6091,31894
MUZAFFARGARH DISTRICT,23,Female,24897,6185,31082
MUZAFFARGARH DISTRICT,23,Transgender,3,0,3
MUZAFFARGARH DISTRICT,24,Male,25155,5729,30884
MUZAFFARGARH DISTRICT,24,Female,24052,5762,29814
MUZAFFARGARH DISTRICT,24,Transgender,6,2,8
MUZAFFARGARH DISTRICT,25,Male,29008,5975,34983
MUZAFFARGARH DISTRICT,25,Female,29310,5721,35031
MUZAFFARGARH DISTRICT,25,Transgender,14,1,15
MUZAFFARGARH DISTRICT,26,Male,24256,5532,29788
MUZAFFARGARH DISTRICT,26,Female,23727,5700,29427
MUZAFFARGARH DISTRICT,26,Transgender,6,2,8
MUZAFFARGARH DISTRICT,27,Male,24393,5491,29884
MUZAFFARGARH DISTRICT,27,Female,24663,5763,30426
MUZAFFARGARH DISTRICT,27,Transgender,3,1,4
MUZAFFARGARH DISTRICT,28,Male,24593,5445,30038
MUZAFFARGARH DISTRICT,28,Female,25490,5629,31119
MUZAFFARGARH DISTRICT,28,Transgender,1,3,4
MUZAFFARGARH DISTRICT,29,Male,24495,5523,30018
MUZAFFARGARH DISTRICT,29,Female,26027,5538,31565
MUZAFFARGARH DISTRICT,29,Transgender,1,1,2
MUZAFFARGARH DISTRICT,30,Male,24785,5126,29911
MUZAFFARGARH DISTRICT,30,Female,25590,5142,30732
MUZAFFARGARH DISTRICT,30,Transgender,14,4,18
MUZAFFARGARH DISTRICT,31,Male,22774,4893,27667
MUZAFFARGARH DISTRICT,31,Female,24946,5309,30255
MUZAFFARGARH DISTRICT,31,Transgender,2,1,3
MUZAFFARGARH DISTRICT,32,Male,21503,4846,26349
MUZAFFARGARH DISTRICT,32,Female,23502,5008,28510
MUZAFFARGARH DISTRICT,32,Transgender,5,0,5
