district,group,relationship,sex,total_pop,never_married,married,widowed,divorced
MIRPUR KHAS DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,1,1,,,
MIRPUR KHAS DISTRICT,RURAL,Father/Mother,Overall,13521,,3138,10348,35
MIRPUR KHAS DISTRICT,RURAL,Father/Mother,Male,2273,,1293,974,6
MIRPUR KHAS DISTRICT,RURAL,Father/Mother,Female,11248,,1845,9374,29
MIRPUR KHAS DISTRICT,RURAL,Brother / Sister,Overall,12461,8515,3184,605,157
MIRPUR KHAS DISTRICT,RURAL,Brother / Sister,Male,8189,5405,2571,174,39
MIRPUR KHAS DISTRICT,RURAL,Brother / Sister,Female,4261,3099,613,431,118
MIRPUR KHAS DISTRICT,RURAL,Brother / Sister,Transgender,11,11,,,
MIRPUR KHAS DISTRICT,RURAL,Other Relative,Overall,10286,2652,5777,1812,45
MIRPUR KHAS DISTRICT,RURAL,Other Relative,Male,3614,1574,1748,275,17
MIRPUR KHAS DISTRICT,RURAL,Other Relative,Female,6544,950,4029,1537,28
MIRPUR KHAS DISTRICT,RURAL,Other Relative,Transgender,128,128,,,
MIRPUR KHAS DISTRICT,RURAL,Non-Relative,Overall,3807,1112,2469,220,6
MIRPUR KHAS DISTRICT,RURAL,Non-Relative,Male,2113,757,1301,54,1
MIRPUR KHAS DISTRICT,RURAL,Non-Relative,Female,1689,350,1168,166,5
MIRPUR KHAS DISTRICT,RURAL,Non-Relative,Transgender,5,5,,,
MIRPUR KHAS DISTRICT,URBAN,Head,Overall,77930,2022,69245,6374,289
MIRPUR KHAS DISTRICT,URBAN,Head,Male,70734,1854,66654,2086,140
MIRPUR KHAS DISTRICT,URBAN,Head,Female,7184,156,2591,4288,149
MIRPUR KHAS DISTRICT,URBAN,Head,Transgender,12,12,,,
MIRPUR KHAS DISTRICT,URBAN,Spouse,Overall,68190,,68190,,
MIRPUR KHAS DISTRICT,URBAN,Spouse,Male,1615,,1615,,
MIRPUR KHAS DISTRICT,URBAN,Spouse,Female,66575,,66575,,
MIRPUR KHAS DISTRICT,URBAN,Son/Daughter,Overall,87755,75712,11167,443,433
MIRPUR KHAS DISTRICT,URBAN,Son/Daughter,Male,54263,43935,10040,181,107
MIRPUR KHAS DISTRICT,URBAN,Son/Daughter,Female,33486,31771,1127,262,326
MIRPUR KHAS DISTRICT,URBAN,Son/Daughter,Transgender,6,6,,,
MIRPUR KHAS DISTRICT,URBAN,Daughter / Son In Law,Overall,10721,,10616,98,7
MIRPUR KHAS DISTRICT,URBAN,Daughter / Son In Law,Male,403,,401,1,1
MIRPUR KHAS DISTRICT,URBAN,Daughter / Son In Law,Female,10318,,10215,97,6
MIRPUR KHAS DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,1826,1656,161,8,1
MIRPUR KHAS DISTRICT,URBAN,Grand Son / Grand Daughter,Male,989,890,92,6,1
MIRPUR KHAS DISTRICT,URBAN,Grand Son / Grand Daughter,Female,835,764,69,2,
MIRPUR KHAS DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,2,2,,,
MIRPUR KHAS DISTRICT,URBAN,Father/Mother,Overall,7528,,2030,5470,28
MIRPUR KHAS DISTRICT,URBAN,Father/Mother,Male,1366,,835,528,3
MIRPUR KHAS DISTRICT,URBAN,Father/Mother,Female,6162,,1195,4942,25
MIRPUR KHAS DISTRICT,URBAN,Brother / Sister,Overall,11811,8011,3131,438,231
MIRPUR KHAS DISTRICT,URBAN,Brother / Sister,Male,7574,4740,2661,119,54
MIRPUR KHAS DISTRICT,URBAN,Brother / Sister,Female,4228,3262,470,319,177
MIRPUR KHAS DISTRICT,URBAN,Brother / Sister,Transgender,9,9,,,
MIRPUR KHAS DISTRICT,URBAN,Other Relative,Overall,8325,2942,4356,964,63
MIRPUR KHAS DISTRICT,URBAN,Other Relative,Male,3071,1820,1089,139,23
MIRPUR KHAS DISTRICT,URBAN,Other Relative,Female,5237,1105,3267,825,40
MIRPUR KHAS DISTRICT,URBAN,Other Relative,Transgender,17,17,,,
MIRPUR KHAS DISTRICT,URBAN,Non-Relative,Overall,3400,1453,1748,185,14
MIRPUR KHAS DISTRICT,URBAN,Non-Relative,Male,1935,917,961,51,6
MIRPUR KHAS DISTRICT,URBAN,Non-Relative,Female,1451,522,787,134,8
MIRPUR KHAS DISTRICT,URBAN,Non-Relative,Transgender,14,14,,,
THARPARKAR DISTRICT,OVERALL,Head,Overall,299925,3305,273775,22609,236
THARPARKAR DISTRICT,OVERALL,Head,Male,273487,3025,263953,6416,93
THARPARKAR DISTRICT,OVERALL,Head,Female,26429,271,9822,16193,143
THARPARKAR DISTRICT,OVERALL,Head,Transgender,9,9,,,
THARPARKAR DISTRICT,OVERALL,Spouse,Overall,272484,,272484,,
THARPARKAR DISTRICT,OVERALL,Spouse,Male,6778,,6778,,
THARPARKAR DISTRICT,OVERALL,Spouse,Female,265706,,265706,,
THARPARKAR DISTRICT,OVERALL,Son/Daughter,Overall,175427,162843,11981,449,154
THARPARKAR DISTRICT,OVERALL,Son/Daughter,Male,108820,98073,10460,249,38
THARPARKAR DISTRICT,OVERALL,Son/Daughter,Female,66596,64759,1521,200,116
THARPARKAR DISTRICT,OVERALL,Son/Daughter,Transgender,11,11,,,
THARPARKAR DISTRICT,OVERALL,Daughter / Son In Law,Overall,10874,,10692,178,4
THARPARKAR DISTRICT,OVERALL,Daughter / Son In Law,Male,309,,299,10,
THARPARKAR DISTRICT,OVERALL,Daughter / Son In Law,Female,10565,,10393,168,4
THARPARKAR DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,4655,3947,669,33,6
THARPARKAR DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,3150,2636,500,14,
THARPARKAR DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,1504,1310,169,19,6
THARPARKAR DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,1,1,,,
THARPARKAR DISTRICT,OVERALL,Father/Mother,Overall,9046,,1564,7464,18
THARPARKAR DISTRICT,OVERALL,Father/Mother,Male,1203,,639,563,1
THARPARKAR DISTRICT,OVERALL,Father/Mother,Female,7843,,925,6901,17
THARPARKAR DISTRICT,OVERALL,Brother / Sister,Overall,7797,5313,2137,321,26
THARPARKAR DISTRICT,OVERALL,Brother / Sister,Male,5257,3557,1598,99,3
THARPARKAR DISTRICT,OVERALL,Brother / Sister,Female,2532,1748,539,222,23
THARPARKAR DISTRICT,OVERALL,Brother / Sister,Transgender,8,8,,,
THARPARKAR DISTRICT,OVERALL,Other Relative,Overall,7456,2238,3763,1442,13
THARPARKAR DISTRICT,OVERALL,Other Relative,Male,3019,1480,1351,181,7
THARPARKAR DISTRICT,OVERALL,Other Relative,Female,4321,642,2412,1261,6
THARPARKAR DISTRICT,OVERALL,Other Relative,Transgender,116,116,,,
THARPARKAR DISTRICT,OVERALL,Non-Relative,Overall,7764,2053,5389,312,10
THARPARKAR DISTRICT,OVERALL,Non-Relative,Male,4516,1448,2992,75,1
THARPARKAR DISTRICT,OVERALL,Non-Relative,Female,3237,594,2397,237,9
THARPARKAR DISTRICT,OVERALL,Non-Relative,Transgender,11,11,,,
THARPARKAR DISTRICT,RURAL,Head,Overall,272988,2880,249017,20885,206
THARPARKAR DISTRICT,RURAL,Head,Male,248260,2625,239660,5904,71
THARPARKAR DISTRICT,RURAL,Head,Female,24720,247,9357,14981,135
THARPARKAR DISTRICT,RURAL,Head,Transgender,8,8,,,
THARPARKAR DISTRICT,RURAL,Spouse,Overall,248217,,248217,,
THARPARKAR DISTRICT,RURAL,Spouse,Male,6491,,6491,,
THARPARKAR DISTRICT,RURAL,Spouse,Female,241726,,241726,,
THARPARKAR DISTRICT,RURAL,Son/Daughter,Overall,156986,145950,10502,413,121
THARPARKAR DISTRICT,RURAL,Son/Daughter,Male,97292,87856,9177,231,28
THARPARKAR DISTRICT,RURAL,Son/Daughter,Female,59684,58084,1325,182,93
THARPARKAR DISTRICT,RURAL,Son/Daughter,Transgender,10,10,,,
THARPARKAR DISTRICT,RURAL,Daughter / Son In Law,Overall,9509,,9348,159,2
THARPARKAR DISTRICT,RURAL,Daughter / Son In Law,Male,277,,267,10,
THARPARKAR DISTRICT,RURAL,Daughter / Son In Law,Female,9232,,9081,149,2
THARPARKAR DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,4360,3692,630,32,6
THARPARKAR DISTRICT,RURAL,Grand Son / Grand Daughter,Male,2960,2477,470,13,
THARPARKAR DISTRICT,RURAL,Grand Son / Grand Daughter,Female,1399,1214,160,19,6
THARPARKAR DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,1,1,,,
THARPARKAR DISTRICT,RURAL,Father/Mother,Overall,7535,,1261,6261,13
THARPARKAR DISTRICT,RURAL,Father/Mother,Male,1004,,511,492,1
THARPARKAR DISTRICT,RURAL,Father/Mother,Female,6531,,750,5769,12
THARPARKAR DISTRICT,RURAL,Brother / Sister,Overall,6780,4593,1883,285,19
THARPARKAR DISTRICT,RURAL,Brother / Sister,Male,4567,3076,1398,92,1
THARPARKAR DISTRICT,RURAL,Brother / Sister,Female,2205,1509,485,193,18
THARPARKAR DISTRICT,RURAL,Brother / Sister,Transgender,8,8,,,
THARPARKAR DISTRICT,RURAL,Other Relative,Overall,6553,1943,3315,1284,11
THARPARKAR DISTRICT,RURAL,Other Relative,Male,2610,1275,1170,160,5
THARPARKAR DISTRICT,RURAL,Other Relative,Female,3835,560,2145,1124,6
THARPARKAR DISTRICT,RURAL,Other Relative,Transgender,108,108,,,
THARPARKAR DISTRICT,RURAL,Non-Relative,Overall,6814,1653,4864,289,8
THARPARKAR DISTRICT,RURAL,Non-Relative,Male,3745,1112,2564,68,1
THARPARKAR DISTRICT,RURAL,Non-Relative,Female,3062,534,2300,221,7
THARPARKAR DISTRICT,RURAL,Non-Relative,Transgender,7,7,,,
THARPARKAR DISTRICT,URBAN,Head,Overall,26937,425,24758,1724,30
THARPARKAR DISTRICT,URBAN,Head,Male,25227,400,24293,512,22
THARPARKAR DISTRICT,URBAN,Head,Female,1709,24,465,1212,8
THARPARKAR DISTRICT,URBAN,Head,Transgender,1,1,,,
THARPARKAR DISTRICT,URBAN,Spouse,Overall,24267,,24267,,
THARPARKAR DISTRICT,URBAN,Spouse,Male,287,,287,,
THARPARKAR DISTRICT,URBAN,Spouse,Female,23980,,23980,,
THARPARKAR DISTRICT,URBAN,Son/Daughter,Overall,18441,16893,1479,36,33
THARPARKAR DISTRICT,URBAN,Son/Daughter,Male,11528,10217,1283,18,10
THARPARKAR DISTRICT,URBAN,Son/Daughter,Female,6912,6675,196,18,23
THARPARKAR DISTRICT,URBAN,Son/Daughter,Transgender,1,1,,,
THARPARKAR DISTRICT,URBAN,Daughter / Son In Law,Overall,1365,,1344,19,2
THARPARKAR DISTRICT,URBAN,Daughter / Son In Law,Male,32,,32,,
THARPARKAR DISTRICT,URBAN,Daughter / Son In Law,Female,1333,,1312,19,2
THARPARKAR DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,295,255,39,1,
THARPARKAR DISTRICT,URBAN,Grand Son / Grand Daughter,Male,190,159,30,1,
THARPARKAR DISTRICT,URBAN,Grand Son / Grand Daughter,Female,105,96,9,,
THARPARKAR DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
THARPARKAR DISTRICT,URBAN,Father/Mother,Overall,1511,,303,1203,5
THARPARKAR DISTRICT,URBAN,Father/Mother,Male,199,,128,71,
THARPARKAR DISTRICT,URBAN,Father/Mother,Female,1312,,175,1132,5
THARPARKAR DISTRICT,URBAN,Brother / Sister,Overall,1017,720,254,36,7
THARPARKAR DISTRICT,URBAN,Brother / Sister,Male,690,481,200,7,2
THARPARKAR DISTRICT,URBAN,Brother / Sister,Female,327,239,54,29,5
THARPARKAR DISTRICT,URBAN,Brother / Sister,Transgender,,,,,
THARPARKAR DISTRICT,URBAN,Other Relative,Overall,903,295,448,158,2
THARPARKAR DISTRICT,URBAN,Other Relative,Male,409,205,181,21,2
THARPARKAR DISTRICT,URBAN,Other Relative,Female,486,82,267,137,
THARPARKAR DISTRICT,URBAN,Other Relative,Transgender,8,8,,,
THARPARKAR DISTRICT,URBAN,Non-Relative,Overall,950,400,525,23,2
THARPARKAR DISTRICT,URBAN,Non-Relative,Male,771,336,428,7,
THARPARKAR DISTRICT,URBAN,Non-Relative,Female,175,60,97,16,2
THARPARKAR DISTRICT,URBAN,Non-Relative,Transgender,4,4,,,
UMER KOT DISTRICT,OVERALL,Head,Overall,209964,2746,194262,12735,221
UMER KOT DISTRICT,OVERALL,Head,Male,193481,2562,187266,3547,106
UMER KOT DISTRICT,OVERALL,Head,Female,16475,176,6996,9188,115
UMER KOT DISTRICT,OVERALL,Head,Transgender,8,8,,,
UMER KOT DISTRICT,OVERALL,Spouse,Overall,194707,,194707,,
UMER KOT DISTRICT,OVERALL,Spouse,Male,5407,,5407,,
UMER KOT DISTRICT,OVERALL,Spouse,Female,189300,,189300,,
UMER KOT DISTRICT,OVERALL,Son/Daughter,Overall,120108,105292,13987,488,341
UMER KOT DISTRICT,OVERALL,Son/Daughter,Male,78266,65463,12531,196,76
UMER KOT DISTRICT,OVERALL,Son/Daughter,Female,41832,39819,1456,292,265
UMER KOT DISTRICT,OVERALL,Son/Daughter,Transgender,10,10,,,
UMER KOT DISTRICT,OVERALL,Daughter / Son In Law,Overall,13636,,13434,198,4
UMER KOT DISTRICT,OVERALL,Daughter / Son In Law,Male,391,,387,4,
UMER KOT DISTRICT,OVERALL,Daughter / Son In Law,Female,13245,,13047,194,4
UMER KOT DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,1500,1123,363,11,3
UMER KOT DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,976,712,259,5,
UMER KOT DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,522,409,104,6,3
UMER KOT DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,2,2,,,
UMER KOT DISTRICT,OVERALL,Father/Mother,Overall,11754,,2540,9191,23
UMER KOT DISTRICT,OVERALL,Father/Mother,Male,1796,,1062,733,1
UMER KOT DISTRICT,OVERALL,Father/Mother,Female,9958,,1478,8458,22
UMER KOT DISTRICT,OVERALL,Brother / Sister,Overall,9776,6391,2780,489,116
UMER KOT DISTRICT,OVERALL,Brother / Sister,Male,6585,4197,2236,132,20
UMER KOT DISTRICT,OVERALL,Brother / Sister,Female,3181,2184,544,357,96
UMER KOT DISTRICT,OVERALL,Brother / Sister,Transgender,10,10,,,
UMER KOT DISTRICT,OVERALL,Other Relative,Overall,9406,2340,5382,1642,42
UMER KOT DISTRICT,OVERALL,Other Relative,Male,3649,1491,1955,189,14
UMER KOT DISTRICT,OVERALL,Other Relative,Female,5643,735,3427,1453,28
UMER KOT DISTRICT,OVERALL,Other Relative,Transgender,114,114,,,
UMER KOT DISTRICT,OVERALL,Non-Relative,Overall,12029,2977,8534,500,18
UMER KOT DISTRICT,OVERALL,Non-Relative,Male,7761,2130,5533,92,6
UMER KOT DISTRICT,OVERALL,Non-Relative,Female,4254,833,3001,408,12
UMER KOT DISTRICT,OVERALL,Non-Relative,Transgender,14,14,,,
UMER KOT DISTRICT,RURAL,Head,Overall,162224,2018,150538,9522,146
UMER KOT DISTRICT,RURAL,Head,Male,149379,1883,144733,2691,72
UMER KOT DISTRICT,RURAL,Head,Female,12841,131,5805,6831,74
UMER KOT DISTRICT,RURAL,Head,Transgender,4,4,,,
UMER KOT DISTRICT,RURAL,Spouse,Overall,151283,,151283,,
UMER KOT DISTRICT,RURAL,Spouse,Male,4610,,4610,,
UMER KOT DISTRICT,RURAL,Spouse,Female,146673,,146673,,
UMER KOT DISTRICT,RURAL,Son/Daughter,Overall,86337,74890,10851,352,244
UMER KOT DISTRICT,RURAL,Son/Daughter,Male,57054,47068,9788,141,57
UMER KOT DISTRICT,RURAL,Son/Daughter,Female,29273,27812,1063,211,187
UMER KOT DISTRICT,RURAL,Son/Daughter,Transgender,10,10,,,
UMER KOT DISTRICT,RURAL,Daughter / Son In Law,Overall,10688,,10541,144,3
UMER KOT DISTRICT,RURAL,Daughter / Son In Law,Male,297,,294,3,
UMER KOT DISTRICT,RURAL,Daughter / Son In Law,Female,10391,,10247,141,3
UMER KOT DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,1020,724,286,8,2
UMER KOT DISTRICT,RURAL,Grand Son / Grand Daughter,Male,678,473,202,3,
UMER KOT DISTRICT,RURAL,Grand Son / Grand Daughter,Female,341,250,84,5,2
UMER KOT DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,1,1,,,
UMER KOT DISTRICT,RURAL,Father/Mother,Overall,8721,,1900,6806,15
UMER KOT DISTRICT,RURAL,Father/Mother,Male,1357,,791,566,
UMER KOT DISTRICT,RURAL,Father/Mother,Female,7364,,1109,6240,15
UMER KOT DISTRICT,RURAL,Brother / Sister,Overall,6955,4534,1995,350,76
UMER KOT DISTRICT,RURAL,Brother / Sister,Male,4690,2984,1598,97,11
UMER KOT DISTRICT,RURAL,Brother / Sister,Female,2261,1546,397,253,65
UMER KOT DISTRICT,RURAL,Brother / Sister,Transgender,4,4,,,
UMER KOT DISTRICT,RURAL,Other Relative,Overall,7134,1623,4220,1266,25
UMER KOT DISTRICT,RURAL,Other Relative,Male,2784,1047,1575,154,8
UMER KOT DISTRICT,RURAL,Other Relative,Female,4282,508,2645,1112,17
UMER KOT DISTRICT,RURAL,Other Relative,Transgender,68,68,,,
UMER KOT DISTRICT,RURAL,Non-Relative,Overall,5879,1427,4130,317,5
UMER KOT DISTRICT,RURAL,Non-Relative,Male,3170,943,2159,65,3
UMER KOT DISTRICT,RURAL,Non-Relative,Female,2705,480,1971,252,2
UMER KOT DISTRICT,RURAL,Non-Relative,Transgender,4,4,,,
UMER KOT DISTRICT,URBAN,Head,Overall,47740,728,43724,3213,75
UMER KOT DISTRICT,URBAN,Head,Male,44102,679,42533,856,34
UMER KOT DISTRICT,URBAN,Head,Female,3634,45,1191,2357,41
UMER KOT DISTRICT,URBAN,Head,Transgender,4,4,,,
UMER KOT DISTRICT,URBAN,Spouse,Overall,43424,,43424,,
UMER KOT DISTRICT,URBAN,Spouse,Male,797,,797,,
UMER KOT DISTRICT,URBAN,Spouse,Female,42627,,42627,,
UMER KOT DISTRICT,URBAN,Son/Daughter,Overall,33771,30402,3136,136,97
UMER KOT DISTRICT,URBAN,Son/Daughter,Male,21212,18395,2743,55,19
UMER KOT DISTRICT,URBAN,Son/Daughter,Female,12559,12007,393,81,78
UMER KOT DISTRICT,URBAN,Son/Daughter,Transgender,,,,,
UMER KOT DISTRICT,URBAN,Daughter / Son In Law,Overall,2948,,2893,54,1
UMER KOT DISTRICT,URBAN,Daughter / Son In Law,Male,94,,93,1,
UMER KOT DISTRICT,URBAN,Daughter / Son In Law,Female,2854,,2800,53,1
UMER KOT DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,480,399,77,3,1
UMER KOT DISTRICT,URBAN,Grand Son / Grand Daughter,Male,298,239,57,2,
UMER KOT DISTRICT,URBAN,Grand Son / Grand Daughter,Female,181,159,20,1,1
UMER KOT DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,1,1,,,
UMER KOT DISTRICT,URBAN,Father/Mother,Overall,3033,,640,2385,8
UMER KOT DISTRICT,URBAN,Father/Mother,Male,439,,271,167,1
UMER KOT DISTRICT,URBAN,Father/Mother,Female,2594,,369,2218,7
UMER KOT DISTRICT,URBAN,Brother / Sister,Overall,2821,1857,785,139,40
UMER KOT DISTRICT,URBAN,Brother / Sister,Male,1895,1213,638,35,9
UMER KOT DISTRICT,URBAN,Brother / Sister,Female,920,638,147,104,31
UMER KOT DISTRICT,URBAN,Brother / Sister,Transgender,6,6,,,
UMER KOT DISTRICT,URBAN,Other Relative,Overall,2272,717,1162,376,17
UMER KOT DISTRICT,URBAN,Other Relative,Male,865,444,380,35,6
UMER KOT DISTRICT,URBAN,Other Relative,Female,1361,227,782,341,11
UMER KOT DISTRICT,URBAN,Other Relative,Transgender,46,46,,,
UMER KOT DISTRICT,URBAN,Non-Relative,Overall,6150,1550,4404,183,13
UMER KOT DISTRICT,URBAN,Non-Relative,Male,4591,1187,3374,27,3
UMER KOT DISTRICT,URBAN,Non-Relative,Female,1549,353,1030,156,10
UMER KOT DISTRICT,URBAN,Non-Relative,Transgender,10,10,,,
SANGHAR DISTRICT,OVERALL,Head,Overall,371115,8559,334859,27152,545
SANGHAR DISTRICT,OVERALL,Head,Male,339572,7930,322804,8542,296
SANGHAR DISTRICT,OVERALL,Head,Female,31516,602,12055,18610,249
SANGHAR DISTRICT,OVERALL,Head,Transgender,27,27,,,
SANGHAR DISTRICT,OVERALL,Spouse,Overall,335477,,335477,,
SANGHAR DISTRICT,OVERALL,Spouse,Male,7986,,7986,,
SANGHAR DISTRICT,OVERALL,Spouse,Female,327491,,327491,,
SANGHAR DISTRICT,OVERALL,Son/Daughter,Overall,298007,261676,34293,1261,777
SANGHAR DISTRICT,OVERALL,Son/Daughter,Male,190275,158729,30889,475,182
SANGHAR DISTRICT,OVERALL,Son/Daughter,Female,107713,102928,3404,786,595
SANGHAR DISTRICT,OVERALL,Son/Daughter,Transgender,19,19,,,
SANGHAR DISTRICT,OVERALL,Daughter / Son In Law,Overall,32934,,32480,441,13
SANGHAR DISTRICT,OVERALL,Daughter / Son In Law,Male,923,,912,11,
SANGHAR DISTRICT,OVERALL,Daughter / Son In Law,Female,32011,,31568,430,13
SANGHAR DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,4795,3959,818,13,5
SANGHAR DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,2793,2239,550,2,2
SANGHAR DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,2001,1719,268,11,3
SANGHAR DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,1,1,,,
SANGHAR DISTRICT,OVERALL,Father/Mother,Overall,27419,,6364,20962,93
SANGHAR DISTRICT,OVERALL,Father/Mother,Male,4382,,2653,1721,8
SANGHAR DISTRICT,OVERALL,Father/Mother,Female,23037,,3711,19241,85
SANGHAR DISTRICT,OVERALL,Brother / Sister,Overall,39012,27224,9773,1590,425
SANGHAR DISTRICT,OVERALL,Brother / Sister,Male,25876,17059,8278,430,109
SANGHAR DISTRICT,OVERALL,Brother / Sister,Female,13107,10136,1495,1160,316
SANGHAR DISTRICT,OVERALL,Brother / Sister,Transgender,29,29,,,
SANGHAR DISTRICT,OVERALL,Other Relative,Overall,30716,9188,17389,4040,99
SANGHAR DISTRICT,OVERALL,Other Relative,Male,10930,5480,4820,600,30
SANGHAR DISTRICT,OVERALL,Other Relative,Female,19646,3568,12569,3440,69
SANGHAR DISTRICT,OVERALL,Other Relative,Transgender,140,140,,,
SANGHAR DISTRICT,OVERALL,Non-Relative,Overall,13979,4690,8503,746,40
SANGHAR DISTRICT,OVERALL,Non-Relative,Male,7671,3036,4461,158,16
SANGHAR DISTRICT,OVERALL,Non-Relative,Female,6280,1626,4042,588,24
SANGHAR DISTRICT,OVERALL,Non-Relative,Transgender,28,28,,,
SANGHAR DISTRICT,RURAL,Head,Overall,271481,5886,246603,18743,249
SANGHAR DISTRICT,RURAL,Head,Male,249422,5483,237893,5902,144
SANGHAR DISTRICT,RURAL,Head,Female,22051,395,8710,12841,105
SANGHAR DISTRICT,RURAL,Head,Transgender,8,8,,,
SANGHAR DISTRICT,RURAL,Spouse,Overall,247982,,247982,,
SANGHAR DISTRICT,RURAL,Spouse,Male,5808,,5808,,
SANGHAR DISTRICT,RURAL,Spouse,Female,242174,,242174,,
SANGHAR DISTRICT,RURAL,Son/Daughter,Overall,191802,169165,21452,797,388
SANGHAR DISTRICT,RURAL,Son/Daughter,Male,124179,104445,19357,300,77
SANGHAR DISTRICT,RURAL,Son/Daughter,Female,67609,64706,2095,497,311
SANGHAR DISTRICT,RURAL,Son/Daughter,Transgender,14,14,,,
SANGHAR DISTRICT,RURAL,Daughter / Son In Law,Overall,20786,,20476,304,6
SANGHAR DISTRICT,RURAL,Daughter / Son In Law,Male,579,,570,9,
SANGHAR DISTRICT,RURAL,Daughter / Son In Law,Female,20207,,19906,295,6
SANGHAR DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,2642,2090,543,7,2
SANGHAR DISTRICT,RURAL,Grand Son / Grand Daughter,Male,1590,1225,364,,1
SANGHAR DISTRICT,RURAL,Grand Son / Grand Daughter,Female,1051,864,179,7,1
SANGHAR DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,1,1,,,
SANGHAR DISTRICT,RURAL,Father/Mother,Overall,18311,,4155,14110,46
SANGHAR DISTRICT,RURAL,Father/Mother,Male,2875,,1732,1140,3
SANGHAR DISTRICT,RURAL,Father/Mother,Female,15436,,2423,12970,43
SANGHAR DISTRICT,RURAL,Brother / Sister,Overall,23448,16490,5734,1035,189
SANGHAR DISTRICT,RURAL,Brother / Sister,Male,15558,10449,4811,266,32
SANGHAR DISTRICT,RURAL,Brother / Sister,Female,7874,6025,923,769,157
SANGHAR DISTRICT,RURAL,Brother / Sister,Transgender,16,16,,,
SANGHAR DISTRICT,RURAL,Other Relative,Overall,19302,5382,11116,2749,55
SANGHAR DISTRICT,RURAL,Other Relative,Male,6969,3247,3307,399,16
SANGHAR DISTRICT,RURAL,Other Relative,Female,12230,2032,7809,2350,39
SANGHAR DISTRICT,RURAL,Other Relative,Transgender,103,103,,,
SANGHAR DISTRICT,RURAL,Non-Relative,Overall,8368,2472,5418,462,16
SANGHAR DISTRICT,RURAL,Non-Relative,Male,4617,1632,2877,103,5
SANGHAR DISTRICT,RURAL,Non-Relative,Female,3743,832,2541,359,11
SANGHAR DISTRICT,RURAL,Non-Relative,Transgender,8,8,,,
SANGHAR DISTRICT,URBAN,Head,Overall,99634,2673,88256,8409,296
SANGHAR DISTRICT,URBAN,Head,Male,90150,2447,84911,2640,152
SANGHAR DISTRICT,URBAN,Head,Female,9465,207,3345,5769,144
SANGHAR DISTRICT,URBAN,Head,Transgender,19,19,,,
SANGHAR DISTRICT,URBAN,Spouse,Overall,87495,,87495,,
SANGHAR DISTRICT,URBAN,Spouse,Male,2178,,2178,,
SANGHAR DISTRICT,URBAN,Spouse,Female,85317,,85317,,
SANGHAR DISTRICT,URBAN,Son/Daughter,Overall,106205,92511,12841,464,389
SANGHAR DISTRICT,URBAN,Son/Daughter,Male,66096,54284,11532,175,105
SANGHAR DISTRICT,URBAN,Son/Daughter,Female,40104,38222,1309,289,284
SANGHAR DISTRICT,URBAN,Son/Daughter,Transgender,5,5,,,
SANGHAR DISTRICT,URBAN,Daughter / Son In Law,Overall,12148,,12004,137,7
SANGHAR DISTRICT,URBAN,Daughter / Son In Law,Male,344,,342,2,
SANGHAR DISTRICT,URBAN,Daughter / Son In Law,Female,11804,,11662,135,7
SANGHAR DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,2153,1869,275,6,3
SANGHAR DISTRICT,URBAN,Grand Son / Grand Daughter,Male,1203,1014,186,2,1
SANGHAR DISTRICT,URBAN,Grand Son / Grand Daughter,Female,950,855,89,4,2
SANGHAR DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
SANGHAR DISTRICT,URBAN,Father/Mother,Overall,9108,,2209,6852,47
SANGHAR DISTRICT,URBAN,Father/Mother,Male,1507,,921,581,5
SANGHAR DISTRICT,URBAN,Father/Mother,Female,7601,,1288,6271,42
SANGHAR DISTRICT,URBAN,Brother / Sister,Overall,15564,10734,4039,555,236
SANGHAR DISTRICT,URBAN,Brother / Sister,Male,10318,6610,3467,164,77
SANGHAR DISTRICT,URBAN,Brother / Sister,Female,5233,4111,572,391,159
SANGHAR DISTRICT,URBAN,Brother / Sister,Transgender,13,13,,,
