district,group,relationship,total_pop,never_married,married,widowed,divorced
KACHHI DISTRICT,OVERALL,Father/Mother,5535,,2357,3176,2
KACHHI DISTRICT,OVERALL,Brother / Sister,11612,7233,3699,636,44
KACHHI DISTRICT,OVERALL,Other Relative,14338,5150,7806,1338,44
KACHHI DISTRICT,OVERALL,Non-Relative,2984,1021,1845,107,11
KACHHI DISTRICT,RURAL,Head,34286,1008,32175,1092,11
KACHHI DISTRICT,RURAL,Spouse,34290,,34290,,
KACHHI DISTRICT,RURAL,Son/Daughter,29021,24474,4289,226,32
KACHHI DISTRICT,RURAL,Daughter / Son In Law,4187,,4101,84,2
KACHHI DISTRICT,RURAL,Grand Son / Grand Daughter,648,563,80,4,1
KACHHI DISTRICT,RURAL,Father/Mother,4207,,1787,2418,2
KACHHI DISTRICT,RURAL,Brother / Sister,8986,5568,2853,536,29
KACHHI DISTRICT,RURAL,Other Relative,11657,4245,6230,1141,41
KACHHI DISTRICT,RURAL,Non-Relative,1499,497,918,74,10
KACHHI DISTRICT,URBAN,Head,6676,364,6014,284,14
KACHHI DISTRICT,URBAN,Spouse,6022,,6022,,
KACHHI DISTRICT,URBAN,Son/Daughter,7330,6074,1201,48,7
KACHHI DISTRICT,URBAN,Daughter / Son In Law,1175,,1161,14,
KACHHI DISTRICT,URBAN,Grand Son / Grand Daughter,235,210,24,1,
KACHHI DISTRICT,URBAN,Father/Mother,1328,,570,758,
KACHHI DISTRICT,URBAN,Brother / Sister,2626,1665,846,100,15
KACHHI DISTRICT,URBAN,Other Relative,2681,905,1576,197,3
KACHHI DISTRICT,URBAN,Non-Relative,1485,524,927,33,1
NASIRABAD DISTRICT,OVERALL,Head,64457,1264,61272,1913,8
NASIRABAD DISTRICT,OVERALL,Spouse,67292,,67292,,
NASIRABAD DISTRICT,OVERALL,Son/Daughter,45094,35118,9635,297,44
NASIRABAD DISTRICT,OVERALL,Daughter / Son In Law,9929,,9767,158,4
NASIRABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,1174,960,210,4,
NASIRABAD DISTRICT,OVERALL,Father/Mother,8938,,4103,4832,3
NASIRABAD DISTRICT,OVERALL,Brother / Sister,12447,6250,5661,508,28
NASIRABAD DISTRICT,OVERALL,Other Relative,17839,4084,11811,1887,57
NASIRABAD DISTRICT,OVERALL,Non-Relative,8126,1939,5851,329,7
NASIRABAD DISTRICT,RURAL,Head,51798,955,49385,1453,5
NASIRABAD DISTRICT,RURAL,Spouse,54636,,54636,,
NASIRABAD DISTRICT,RURAL,Son/Daughter,34342,26484,7620,212,26
NASIRABAD DISTRICT,RURAL,Daughter / Son In Law,7758,,7632,122,4
NASIRABAD DISTRICT,RURAL,Grand Son / Grand Daughter,828,663,161,4,
NASIRABAD DISTRICT,RURAL,Father/Mother,6885,,3322,3560,3
NASIRABAD DISTRICT,RURAL,Brother / Sister,9292,4486,4407,380,19
NASIRABAD DISTRICT,RURAL,Other Relative,13942,2983,9456,1453,50
NASIRABAD DISTRICT,RURAL,Non-Relative,6902,1552,5088,256,6
NASIRABAD DISTRICT,URBAN,Head,12659,309,11887,460,3
NASIRABAD DISTRICT,URBAN,Spouse,12656,,12656,,
NASIRABAD DISTRICT,URBAN,Son/Daughter,10752,8634,2015,85,18
NASIRABAD DISTRICT,URBAN,Daughter / Son In Law,2171,,2135,36,
NASIRABAD DISTRICT,URBAN,Grand Son / Grand Daughter,346,297,49,,
NASIRABAD DISTRICT,URBAN,Father/Mother,2053,,781,1272,
NASIRABAD DISTRICT,URBAN,Brother / Sister,3155,1764,1254,128,9
NASIRABAD DISTRICT,URBAN,Other Relative,3897,1101,2355,434,7
NASIRABAD DISTRICT,URBAN,Non-Relative,1224,387,763,73,1
SOHBATPUR DISTRICT,OVERALL,Head,30123,452,28288,1368,15
SOHBATPUR DISTRICT,OVERALL,Spouse,29715,,29715,,
SOHBATPUR DISTRICT,OVERALL,Son/Daughter,19242,14988,4105,126,23
SOHBATPUR DISTRICT,OVERALL,Daughter / Son In Law,4307,,4258,47,2
SOHBATPUR DISTRICT,OVERALL,Grand Son / Grand Daughter,295,223,66,6,
SOHBATPUR DISTRICT,OVERALL,Father/Mother,3293,,1176,2110,7
SOHBATPUR DISTRICT,OVERALL,Brother / Sister,3946,2024,1645,221,56
SOHBATPUR DISTRICT,OVERALL,Other Relative,5251,954,3514,701,82
SOHBATPUR DISTRICT,OVERALL,Non-Relative,1741,411,1167,114,49
SOHBATPUR DISTRICT,RURAL,Head,27998,427,26345,1217,9
SOHBATPUR DISTRICT,RURAL,Spouse,27750,,27750,,
SOHBATPUR DISTRICT,RURAL,Son/Daughter,17511,13438,3938,117,18
SOHBATPUR DISTRICT,RURAL,Daughter / Son In Law,4139,,4093,44,2
SOHBATPUR DISTRICT,RURAL,Grand Son / Grand Daughter,281,212,63,6,
SOHBATPUR DISTRICT,RURAL,Father/Mother,3103,,1146,1951,6
SOHBATPUR DISTRICT,RURAL,Brother / Sister,3691,1853,1582,203,53
SOHBATPUR DISTRICT,RURAL,Other Relative,5034,897,3393,662,82
SOHBATPUR DISTRICT,RURAL,Non-Relative,1582,337,1085,111,49
SOHBATPUR DISTRICT,URBAN,Head,2125,25,1943,151,6
SOHBATPUR DISTRICT,URBAN,Spouse,1965,,1965,,
SOHBATPUR DISTRICT,URBAN,Son/Daughter,1731,1550,167,9,5
SOHBATPUR DISTRICT,URBAN,Daughter / Son In Law,168,,165,3,
SOHBATPUR DISTRICT,URBAN,Grand Son / Grand Daughter,14,11,3,,
SOHBATPUR DISTRICT,URBAN,Father/Mother,190,,30,159,1
SOHBATPUR DISTRICT,URBAN,Brother / Sister,255,171,63,18,3
SOHBATPUR DISTRICT,URBAN,Other Relative,217,57,121,39,
SOHBATPUR DISTRICT,URBAN,Non-Relative,159,74,82,3,
CHAGHI DISTRICT,OVERALL,Head,32546,838,30084,1609,15
CHAGHI DISTRICT,OVERALL,Spouse,30752,,30752,,
CHAGHI DISTRICT,OVERALL,Son/Daughter,33590,29992,3390,160,48
CHAGHI DISTRICT,OVERALL,Daughter / Son In Law,3645,,3594,47,4
CHAGHI DISTRICT,OVERALL,Grand Son / Grand Daughter,444,408,36,,
CHAGHI DISTRICT,OVERALL,Father/Mother,2341,,921,1416,4
CHAGHI DISTRICT,OVERALL,Brother / Sister,5148,3480,1469,164,35
CHAGHI DISTRICT,OVERALL,Other Relative,4249,1787,2173,285,4
CHAGHI DISTRICT,OVERALL,Non-Relative,2588,989,1584,13,2
CHAGHI DISTRICT,RURAL,Head,30573,779,28254,1525,15
CHAGHI DISTRICT,RURAL,Spouse,28823,,28823,,
CHAGHI DISTRICT,RURAL,Son/Daughter,30426,27337,2903,144,42
CHAGHI DISTRICT,RURAL,Daughter / Son In Law,3117,,3074,39,4
CHAGHI DISTRICT,RURAL,Grand Son / Grand Daughter,364,333,31,,
CHAGHI DISTRICT,RURAL,Father/Mother,2044,,824,1217,3
CHAGHI DISTRICT,RURAL,Brother / Sister,4318,2922,1225,142,29
CHAGHI DISTRICT,RURAL,Other Relative,3878,1620,1992,262,4
CHAGHI DISTRICT,RURAL,Non-Relative,2545,971,1560,12,2
CHAGHI DISTRICT,URBAN,Head,1973,59,1830,84,
CHAGHI DISTRICT,URBAN,Spouse,1929,,1929,,
CHAGHI DISTRICT,URBAN,Son/Daughter,3164,2655,487,16,6
CHAGHI DISTRICT,URBAN,Daughter / Son In Law,528,,520,8,
CHAGHI DISTRICT,URBAN,Grand Son / Grand Daughter,80,75,5,,
CHAGHI DISTRICT,URBAN,Father/Mother,297,,97,199,1
CHAGHI DISTRICT,URBAN,Brother / Sister,830,558,244,22,6
CHAGHI DISTRICT,URBAN,Other Relative,371,167,181,23,
CHAGHI DISTRICT,URBAN,Non-Relative,43,18,24,1,
KILLA ABDULLAH DISTRICT,OVERALL,Head,97038,1578,92817,2629,14
KILLA ABDULLAH DISTRICT,OVERALL,Spouse,95962,,95962,,
KILLA ABDULLAH DISTRICT,OVERALL,Son/Daughter,111868,99154,12581,87,46
KILLA ABDULLAH DISTRICT,OVERALL,Daughter / Son In Law,11501,,11388,109,4
KILLA ABDULLAH DISTRICT,OVERALL,Grand Son / Grand Daughter,2332,2052,273,6,1
KILLA ABDULLAH DISTRICT,OVERALL,Father/Mother,5832,,2364,3463,5
KILLA ABDULLAH DISTRICT,OVERALL,Brother / Sister,14457,8740,5582,121,14
KILLA ABDULLAH DISTRICT,OVERALL,Other Relative,12063,4230,7380,450,3
KILLA ABDULLAH DISTRICT,OVERALL,Non-Relative,11873,4540,7114,216,3
KILLA ABDULLAH DISTRICT,RURAL,Head,77969,1285,74484,2190,10
KILLA ABDULLAH DISTRICT,RURAL,Spouse,77094,,77094,,
KILLA ABDULLAH DISTRICT,RURAL,Son/Daughter,88543,78489,9941,74,39
KILLA ABDULLAH DISTRICT,RURAL,Daughter / Son In Law,9101,,9018,79,4
KILLA ABDULLAH DISTRICT,RURAL,Grand Son / Grand Daughter,1828,1616,207,4,1
KILLA ABDULLAH DISTRICT,RURAL,Father/Mother,4563,,1893,2666,4
KILLA ABDULLAH DISTRICT,RURAL,Brother / Sister,11598,6854,4646,86,12
KILLA ABDULLAH DISTRICT,RURAL,Other Relative,9951,3393,6215,340,3
KILLA ABDULLAH DISTRICT,RURAL,Non-Relative,8950,3378,5387,182,3
KILLA ABDULLAH DISTRICT,URBAN,Head,19069,293,18333,439,4
KILLA ABDULLAH DISTRICT,URBAN,Spouse,18868,,18868,,
KILLA ABDULLAH DISTRICT,URBAN,Son/Daughter,23325,20665,2640,13,7
KILLA ABDULLAH DISTRICT,URBAN,Daughter / Son In Law,2400,,2370,30,
KILLA ABDULLAH DISTRICT,URBAN,Grand Son / Grand Daughter,504,436,66,2,
KILLA ABDULLAH DISTRICT,URBAN,Father/Mother,1269,,471,797,1
KILLA ABDULLAH DISTRICT,URBAN,Brother / Sister,2859,1886,936,35,2
KILLA ABDULLAH DISTRICT,URBAN,Other Relative,2112,837,1165,110,
KILLA ABDULLAH DISTRICT,URBAN,Non-Relative,2923,1162,1727,34,
NUSHKI DISTRICT,OVERALL,Head,22364,908,20562,888,6
NUSHKI DISTRICT,OVERALL,Spouse,21153,,21153,,
NUSHKI DISTRICT,OVERALL,Son/Daughter,32460,28378,3984,79,19
NUSHKI DISTRICT,OVERALL,Daughter / Son In Law,4953,,4895,56,2
NUSHKI DISTRICT,OVERALL,Grand Son / Grand Daughter,585,537,47,1,
NUSHKI DISTRICT,OVERALL,Father/Mother,2903,,1144,1757,2
NUSHKI DISTRICT,OVERALL,Brother / Sister,7367,5182,2027,136,22
NUSHKI DISTRICT,OVERALL,Other Relative,3513,1344,1983,180,6
NUSHKI DISTRICT,OVERALL,Non-Relative,1727,690,1029,8,
NUSHKI DISTRICT,RURAL,Head,16867,636,15534,692,5
NUSHKI DISTRICT,RURAL,Spouse,16031,,16031,,
NUSHKI DISTRICT,RURAL,Son/Daughter,23903,21092,2744,54,13
NUSHKI DISTRICT,RURAL,Daughter / Son In Law,3506,,3459,45,2
NUSHKI DISTRICT,RURAL,Grand Son / Grand Daughter,390,353,37,,
NUSHKI DISTRICT,RURAL,Father/Mother,2070,,771,1297,2
NUSHKI DISTRICT,RURAL,Brother / Sister,5193,3628,1456,92,17
NUSHKI DISTRICT,RURAL,Other Relative,2350,928,1294,124,4
NUSHKI DISTRICT,RURAL,Non-Relative,715,387,324,4,
NUSHKI DISTRICT,URBAN,Head,5497,272,5028,196,1
NUSHKI DISTRICT,URBAN,Spouse,5122,,5122,,
NUSHKI DISTRICT,URBAN,Son/Daughter,8557,7286,1240,25,6
NUSHKI DISTRICT,URBAN,Daughter / Son In Law,1447,,1436,11,
NUSHKI DISTRICT,URBAN,Grand Son / Grand Daughter,195,184,10,1,
NUSHKI DISTRICT,URBAN,Father/Mother,833,,373,460,
NUSHKI DISTRICT,URBAN,Brother / Sister,2174,1554,571,44,5
NUSHKI DISTRICT,URBAN,Other Relative,1163,416,689,56,2
NUSHKI DISTRICT,URBAN,Non-Relative,1012,303,705,4,
PISHIN DISTRICT,OVERALL,Head,125174,2335,118433,4334,72
PISHIN DISTRICT,OVERALL,Spouse,121223,,121223,,
PISHIN DISTRICT,OVERALL,Son/Daughter,104350,99486,4701,101,62
PISHIN DISTRICT,OVERALL,Daughter / Son In Law,3479,,3425,53,1
PISHIN DISTRICT,OVERALL,Grand Son / Grand Daughter,638,569,68,1,
PISHIN DISTRICT,OVERALL,Father/Mother,4321,,1178,3135,8
PISHIN DISTRICT,OVERALL,Brother / Sister,7805,6066,1625,96,18
PISHIN DISTRICT,OVERALL,Other Relative,5809,1590,3937,270,12
PISHIN DISTRICT,OVERALL,Non-Relative,4776,2205,2501,69,1
PISHIN DISTRICT,RURAL,Head,100163,1782,94959,3397,25
PISHIN DISTRICT,RURAL,Spouse,97382,,97382,,
PISHIN DISTRICT,RURAL,Son/Daughter,82562,78485,3950,74,53
PISHIN DISTRICT,RURAL,Daughter / Son In Law,3044,,3004,39,1
PISHIN DISTRICT,RURAL,Grand Son / Grand Daughter,529,476,52,1,
PISHIN DISTRICT,RURAL,Father/Mother,3456,,959,2495,2
PISHIN DISTRICT,RURAL,Brother / Sister,6340,4882,1375,69,14
PISHIN DISTRICT,RURAL,Other Relative,4623,1280,3122,211,10
PISHIN DISTRICT,RURAL,Non-Relative,4034,1840,2136,57,1
PISHIN DISTRICT,URBAN,Head,25011,553,23474,937,47
PISHIN DISTRICT,URBAN,Spouse,23841,,23841,,
PISHIN DISTRICT,URBAN,Son/Daughter,21788,21001,751,27,9
PISHIN DISTRICT,URBAN,Daughter / Son In Law,435,,421,14,
PISHIN DISTRICT,URBAN,Grand Son / Grand Daughter,109,93,16,,
PISHIN DISTRICT,URBAN,Father/Mother,865,,219,640,6
PISHIN DISTRICT,URBAN,Brother / Sister,1465,1184,250,27,4
PISHIN DISTRICT,URBAN,Other Relative,1186,310,815,59,2
PISHIN DISTRICT,URBAN,Non-Relative,742,365,365,12,
QUETTA DISTRICT,OVERALL,Head,272383,11322,248355,12498,208
QUETTA DISTRICT,OVERALL,Spouse,246168,,246168,,
QUETTA DISTRICT,OVERALL,Son/Daughter,397287,322845,73047,949,446
QUETTA DISTRICT,OVERALL,Daughter / Son In Law,71544,,71031,495,18
QUETTA DISTRICT,OVERALL,Grand Son / Grand Daughter,13790,12384,1393,5,8
QUETTA DISTRICT,OVERALL,Father/Mother,32830,,14426,18370,34
QUETTA DISTRICT,OVERALL,Brother / Sister,83916,49776,32487,1395,258
QUETTA DISTRICT,OVERALL,Other Relative,75987,26316,46189,3400,82
QUETTA DISTRICT,OVERALL,Non-Relative,70472,26428,42664,1325,55
QUETTA DISTRICT,RURAL,Head,146510,4996,135602,5846,66
QUETTA DISTRICT,RURAL,Spouse,136402,,136402,,
QUETTA DISTRICT,RURAL,Son/Daughter,209283,169117,39571,443,152
QUETTA DISTRICT,RURAL,Daughter / Son In Law,38927,,38630,283,14
QUETTA DISTRICT,RURAL,Grand Son / Grand Daughter,6624,5820,796,3,5
QUETTA DISTRICT,RURAL,Father/Mother,16922,,7681,9228,13
QUETTA DISTRICT,RURAL,Brother / Sister,42364,24464,17254,571,75
QUETTA DISTRICT,RURAL,Other Relative,39594,12357,25590,1623,24
QUETTA DISTRICT,RURAL,Non-Relative,30839,11572,18539,708,20
QUETTA DISTRICT,URBAN,Head,125873,6326,112753,6652,142
QUETTA DISTRICT,URBAN,Spouse,109766,,109766,,
QUETTA DISTRICT,URBAN,Son/Daughter,188004,153728,33476,506,294
QUETTA DISTRICT,URBAN,Daughter / Son In Law,32617,,32401,212,4
QUETTA DISTRICT,URBAN,Grand Son / Grand Daughter,7166,6564,597,2,3
QUETTA DISTRICT,URBAN,Father/Mother,15908,,6745,9142,21
QUETTA DISTRICT,URBAN,Brother / Sister,41552,25312,15233,824,183
QUETTA DISTRICT,URBAN,Other Relative,36393,13959,20599,1777,58
QUETTA DISTRICT,URBAN,Non-Relative,39633,14856,24125,617,35
DERA BUGTI DISTRICT,OVERALL,Head,45643,329,44712,599,3
DERA BUGTI DISTRICT,OVERALL,Spouse,51409,,51409,,
DERA BUGTI DISTRICT,OVERALL,Son/Daughter,17278,14384,2820,57,17
DERA BUGTI DISTRICT,OVERALL,Daughter / Son In Law,3252,,3204,48,
DERA BUGTI DISTRICT,OVERALL,Grand Son / Grand Daughter,296,214,80,2,
DERA BUGTI DISTRICT,OVERALL,Father/Mother,2446,,1058,1386,2
DERA BUGTI DISTRICT,OVERALL,Brother / Sister,2961,1344,1528,84,5
DERA BUGTI DISTRICT,OVERALL,Other Relative,4222,804,3186,220,12
DERA BUGTI DISTRICT,OVERALL,Non-Relative,7213,1461,5698,48,6
DERA BUGTI DISTRICT,RURAL,Head,31454,142,30934,377,1
DERA BUGTI DISTRICT,RURAL,Spouse,35826,,35826,,
DERA BUGTI DISTRICT,RURAL,Son/Daughter,9880,8507,1331,33,9
DERA BUGTI DISTRICT,RURAL,Daughter / Son In Law,1462,,1436,26,
DERA BUGTI DISTRICT,RURAL,Grand Son / Grand Daughter,94,68,25,1,
DERA BUGTI DISTRICT,RURAL,Father/Mother,1306,,591,713,2
DERA BUGTI DISTRICT,RURAL,Brother / Sister,1374,675,662,34,3
DERA BUGTI DISTRICT,RURAL,Other Relative,2201,394,1705,95,7
DERA BUGTI DISTRICT,RURAL,Non-Relative,5749,1187,4521,36,5
DERA BUGTI DISTRICT,URBAN,Head,14189,187,13778,222,2
DERA BUGTI DISTRICT,URBAN,Spouse,15583,,15583,,
DERA BUGTI DISTRICT,URBAN,Son/Daughter,7398,5877,1489,24,8
DERA BUGTI DISTRICT,URBAN,Daughter / Son In Law,1790,,1768,22,
DERA BUGTI DISTRICT,URBAN,Grand Son / Grand Daughter,202,146,55,1,
DERA BUGTI DISTRICT,URBAN,Father/Mother,1140,,467,673,
DERA BUGTI DISTRICT,URBAN,Brother / Sister,1587,669,866,50,2
DERA BUGTI DISTRICT,URBAN,Other Relative,2021,410,1481,125,5
DERA BUGTI DISTRICT,URBAN,Non-Relative,1464,274,1177,12,1
HARNAI DISTRICT,OVERALL,Head,17005,398,15988,602,17
HARNAI DISTRICT,OVERALL,Spouse,16125,,16125,,
HARNAI DISTRICT,OVERALL,Son/Daughter,11140,10175,922,24,19
HARNAI DISTRICT,OVERALL,Daughter / Son In Law,772,,751,21,
HARNAI DISTRICT,OVERALL,Grand Son / Grand Daughter,89,68,20,1,
HARNAI DISTRICT,OVERALL,Father/Mother,1440,,445,995,
HARNAI DISTRICT,OVERALL,Brother / Sister,2094,1503,529,52,10
HARNAI DISTRICT,OVERALL,Other Relative,2415,690,1589,132,4
HARNAI DISTRICT,OVERALL,Non-Relative,2252,424,1807,20,1
HARNAI DISTRICT,RURAL,Head,12764,305,11993,454,12
HARNAI DISTRICT,RURAL,Spouse,12399,,12399,,
HARNAI DISTRICT,RURAL,Son/Daughter,8119,7435,650,20,14
HARNAI DISTRICT,RURAL,Daughter / Son In Law,551,,533,18,
HARNAI DISTRICT,RURAL,Grand Son / Grand Daughter,64,52,12,,
HARNAI DISTRICT,RURAL,Father/Mother,1054,,343,711,
HARNAI DISTRICT,RURAL,Brother / Sister,1389,991,361,32,5
HARNAI DISTRICT,RURAL,Other Relative,1308,448,765,92,3
HARNAI DISTRICT,RURAL,Non-Relative,1056,234,807,15,
HARNAI DISTRICT,URBAN,Head,4241,93,3995,148,5
HARNAI DISTRICT,URBAN,Spouse,3726,,3726,,
HARNAI DISTRICT,URBAN,Son/Daughter,3021,2740,272,4,5
HARNAI DISTRICT,URBAN,Daughter / Son In Law,221,,218,3,
HARNAI DISTRICT,URBAN,Grand Son / Grand Daughter,25,16,8,1,
HARNAI DISTRICT,URBAN,Father/Mother,386,,102,284,
HARNAI DISTRICT,URBAN,Brother / Sister,705,512,168,20,5
HARNAI DISTRICT,URBAN,Other Relative,1107,242,824,40,1
HARNAI DISTRICT,URBAN,Non-Relative,1196,190,1000,5,1
KOHLU DISTRICT,OVERALL,Head,25974,381,24977,612,4
KOHLU DISTRICT,OVERALL,Spouse,29495,,29495,,
KOHLU DISTRICT,OVERALL,Son/Daughter,31336,25489,5281,450,116
KOHLU DISTRICT,OVERALL,Daughter / Son In Law,3839,,3641,152,46
KOHLU DISTRICT,OVERALL,Grand Son / Grand Daughter,662,510,115,28,9
KOHLU DISTRICT,OVERALL,Father/Mother,2293,,959,1324,10
KOHLU DISTRICT,OVERALL,Brother / Sister,5122,2751,1849,407,115
KOHLU DISTRICT,OVERALL,Other Relative,3162,1014,1771,339,38
KOHLU DISTRICT,OVERALL,Non-Relative,3932,1175,2592,141,24
KOHLU DISTRICT,RURAL,Head,23849,310,22966,569,4
KOHLU DISTRICT,RURAL,Spouse,27341,,27341,,
KOHLU DISTRICT,RURAL,Son/Daughter,29510,24039,4909,449,113
KOHLU DISTRICT,RURAL,Daughter / Son In Law,3407,,3212,149,46
KOHLU DISTRICT,RURAL,Grand Son / Grand Daughter,595,451,107,28,9
KOHLU DISTRICT,RURAL,Father/Mother,1966,,832,1124,10
KOHLU DISTRICT,RURAL,Brother / Sister,4565,2451,1610,392,112
KOHLU DISTRICT,RURAL,Other Relative,2659,875,1430,317,37
KOHLU DISTRICT,RURAL,Non-Relative,3573,1056,2359,134,24
KOHLU DISTRICT,URBAN,Head,2125,71,2011,43,
KOHLU DISTRICT,URBAN,Spouse,2154,,2154,,
KOHLU DISTRICT,URBAN,Son/Daughter,1826,1450,372,1,3
KOHLU DISTRICT,URBAN,Daughter / Son In Law,432,,429,3,
KOHLU DISTRICT,URBAN,Grand Son / Grand Daughter,67,59,8,,
KOHLU DISTRICT,URBAN,Father/Mother,327,,127,200,
KOHLU DISTRICT,URBAN,Brother / Sister,557,300,239,15,3
KOHLU DISTRICT,URBAN,Other Relative,503,139,341,22,1
KOHLU DISTRICT,URBAN,Non-Relative,359,119,233,7,
SIBI DISTRICT,OVERALL,Head,27222,951,25017,1234,20
SIBI DISTRICT,OVERALL,Spouse,26048,,26048,,
SIBI DISTRICT,OVERALL,Son/Daughter,25234,21625,3461,112,36
SIBI DISTRICT,OVERALL,Daughter / Son In Law,3395,,3353,42,
SIBI DISTRICT,OVERALL,Grand Son / Grand Daughter,549,486,62,1,
SIBI DISTRICT,OVERALL,Father/Mother,3844,,1398,2444,2
SIBI DISTRICT,OVERALL,Brother / Sister,6711,4274,2153,251,33
SIBI DISTRICT,OVERALL,Other Relative,6233,2016,3708,499,10
SIBI DISTRICT,OVERALL,Non-Relative,4096,1598,2437,59,2
SIBI DISTRICT,RURAL,Head,18438,489,17176,766,7
SIBI DISTRICT,RURAL,Spouse,18061,,18061,,
SIBI DISTRICT,RURAL,Son/Daughter,13866,12267,1520,61,18
SIBI DISTRICT,RURAL,Daughter / Son In Law,1477,,1458,19,
SIBI DISTRICT,RURAL,Grand Son / Grand Daughter,196,167,28,1,
SIBI DISTRICT,RURAL,Father/Mother,2114,,732,1382,
SIBI DISTRICT,RURAL,Brother / Sister,3228,2151,922,136,19
SIBI DISTRICT,RURAL,Other Relative,2964,917,1766,277,4
SIBI DISTRICT,RURAL,Non-Relative,3130,1226,1874,30,
SIBI DISTRICT,URBAN,Head,8784,462,7841,468,13
SIBI DISTRICT,URBAN,Spouse,7987,,7987,,
SIBI DISTRICT,URBAN,Son/Daughter,11368,9358,1941,51,18
SIBI DISTRICT,URBAN,Daughter / Son In Law,1918,,1895,23,
SIBI DISTRICT,URBAN,Grand Son / Grand Daughter,353,319,34,,
SIBI DISTRICT,URBAN,Father/Mother,1730,,666,1062,2
SIBI DISTRICT,URBAN,Brother / Sister,3483,2123,1231,115,14
SIBI DISTRICT,URBAN,Other Relative,3269,1099,1942,222,6
SIBI DISTRICT,URBAN,Non-Relative,966,372,563,29,2
ZIARAT DISTRICT,OVERALL,Head,28579,596,26511,1461,11
ZIARAT DISTRICT,OVERALL,Spouse,27362,,27362,,
ZIARAT DISTRICT,OVERALL,Son/Daughter,22319,21297,970,34,18
ZIARAT DISTRICT,OVERALL,Daughter / Son In Law,826,,803,23,
ZIARAT DISTRICT,OVERALL,Grand Son / Grand Daughter,161,133,28,,
ZIARAT DISTRICT,OVERALL,Father/Mother,1656,,398,1257,1
ZIARAT DISTRICT,OVERALL,Brother / Sister,2974,2441,479,45,9
ZIARAT DISTRICT,OVERALL,Other Relative,1466,552,753,160,1
ZIARAT DISTRICT,OVERALL,Non-Relative,1226,545,646,34,1
ZIARAT DISTRICT,RURAL,Head,27896,546,25907,1433,10
ZIARAT DISTRICT,RURAL,Spouse,26735,,26735,,
ZIARAT DISTRICT,RURAL,Son/Daughter,21832,20826,954,34,18
ZIARAT DISTRICT,RURAL,Daughter / Son In Law,811,,788,23,
ZIARAT DISTRICT,RURAL,Grand Son / Grand Daughter,160,133,27,,
ZIARAT DISTRICT,RURAL,Father/Mother,1619,,396,1222,1
ZIARAT DISTRICT,RURAL,Brother / Sister,2926,2398,475,44,9
ZIARAT DISTRICT,RURAL,Other Relative,1424,537,733,153,1
ZIARAT DISTRICT,RURAL,Non-Relative,1203,536,632,34,1
ZIARAT DISTRICT,URBAN,Head,683,50,604,28,1
ZIARAT DISTRICT,URBAN,Spouse,627,,627,,
ZIARAT DISTRICT,URBAN,Son/Daughter,487,471,16,,
ZIARAT DISTRICT,URBAN,Daughter / Son In Law,15,,15,,
ZIARAT DISTRICT,URBAN,Grand Son / Grand Daughter,1,,1,,
ZIARAT DISTRICT,URBAN,Father/Mother,37,,2,35,
ZIARAT DISTRICT,URBAN,Brother / Sister,48,43,4,1,
ZIARAT DISTRICT,URBAN,Other Relative,42,15,20,7,
ZIARAT DISTRICT,URBAN,Non-Relative,23,9,14,,
BARKHAN DISTRICT,OVERALL,Head,25521,856,23986,679,
BARKHAN DISTRICT,OVERALL,Spouse,25544,,25544,,
BARKHAN DISTRICT,OVERALL,Son/Daughter,17269,14735,2511,19,4
BARKHAN DISTRICT,OVERALL,Daughter / Son In Law,2418,,2383,35,
BARKHAN DISTRICT,OVERALL,Grand Son / Grand Daughter,383,295,86,2,
BARKHAN DISTRICT,OVERALL,Father/Mother,3204,,1431,1770,3
BARKHAN DISTRICT,OVERALL,Brother / Sister,4896,2899,1882,109,6
BARKHAN DISTRICT,OVERALL,Other Relative,4812,1418,3114,272,8
BARKHAN DISTRICT,OVERALL,Non-Relative,1857,508,1278,70,1
BARKHAN DISTRICT,RURAL,Head,23900,808,22468,624,
BARKHAN DISTRICT,RURAL,Spouse,23962,,23962,,
BARKHAN DISTRICT,RURAL,Son/Daughter,15515,13284,2213,14,4
BARKHAN DISTRICT,RURAL,Daughter / Son In Law,2122,,2092,30,
BARKHAN DISTRICT,RURAL,Grand Son / Grand Daughter,334,250,82,2,
BARKHAN DISTRICT,RURAL,Father/Mother,2921,,1351,1568,2
BARKHAN DISTRICT,RURAL,Brother / Sister,4435,2591,1744,94,6
BARKHAN DISTRICT,RURAL,Other Relative,4428,1288,2891,241,8
BARKHAN DISTRICT,RURAL,Non-Relative,1752,464,1219,68,1
BARKHAN DISTRICT,URBAN,Head,1621,48,1518,55,
BARKHAN DISTRICT,URBAN,Spouse,1582,,1582,,
BARKHAN DISTRICT,URBAN,Son/Daughter,1754,1451,298,5,
BARKHAN DISTRICT,URBAN,Daughter / Son In Law,296,,291,5,
BARKHAN DISTRICT,URBAN,Grand Son / Grand Daughter,49,45,4,,
BARKHAN DISTRICT,URBAN,Father/Mother,283,,80,202,1
BARKHAN DISTRICT,URBAN,Brother / Sister,461,308,138,15,
BARKHAN DISTRICT,URBAN,Other Relative,384,130,223,31,
BARKHAN DISTRICT,URBAN,Non-Relative,105,44,59,2,
KILLA SAIFULLAH DISTRICT,OVERALL,Head,52599,970,49578,2040,11
