district,localities,gender,age_group,working,seeking_work,students,housekeeping,other
KHUZDAR DISTRICT,Urban,Female,10-14,2,,8,4,7
KHUZDAR DISTRICT,Urban,Female,15-19,1,1,3,6,1
KHUZDAR DISTRICT,Urban,Female,20-24,3,1,1,5,
KHUZDAR DISTRICT,Urban,Female,25-29,,,2,5,2
KHUZDAR DISTRICT,Urban,Female,30-34,,,1,4,1
KHUZDAR DISTRICT,Urban,Female,35-39,,,,1,
KHUZDAR DISTRICT,Urban,Female,40-44,,1,,2,
KHUZDAR DISTRICT,Urban,Female,45-49,,,,1,
KHUZDAR DISTRICT,Urban,Female,50-54,,,,3,
KHUZDAR DISTRICT,Urban,Female,55-59,,,,,
KHUZDAR DISTRICT,Urban,Female,60-64,,,,,
KHUZDAR DISTRICT,Urban,Female,65-69,,,,,
KHUZDAR DISTRICT,Urban,Female,70-74,,1,,,
KHUZDAR DISTRICT,Urban,Female,75 AND ABOVE,,,,2,
KHUZDAR DISTRICT,Urban,Transgender,10-14,,,,,
KHUZDAR DISTRICT,Urban,Transgender,15-19,,1,1,1,
KHUZDAR DISTRICT,Urban,Transgender,20-24,,,,,
KHUZDAR DISTRICT,Urban,Transgender,25-29,,,,,
KHUZDAR DISTRICT,Urban,Transgender,30-34,,,,,
KHUZDAR DISTRICT,Urban,Transgender,35-39,,,,,
KHUZDAR DISTRICT,Urban,Transgender,40-44,,,,,
KHUZDAR DISTRICT,Urban,Transgender,45-49,,,,,
KHUZDAR DISTRICT,Urban,Transgender,50-54,1,,,,
KHUZDAR DISTRICT,Urban,Transgender,55-59,,,,,
KHUZDAR DISTRICT,Urban,Transgender,60-64,,,,,
KHUZDAR DISTRICT,Urban,Transgender,65-69,,,,,
KHUZDAR DISTRICT,Urban,Transgender,70-74,,,,,
KHUZDAR DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
LASBELA DISTRICT,All,Overall,10-14,19,14,49,59,75
LASBELA DISTRICT,All,Overall,15-19,23,27,21,68,91
LASBELA DISTRICT,All,Overall,20-24,36,22,8,50,85
LASBELA DISTRICT,All,Overall,25-29,29,26,10,56,73
LASBELA DISTRICT,All,Overall,30-34,27,15,,33,57
LASBELA DISTRICT,All,Overall,35-39,28,14,,28,38
LASBELA DISTRICT,All,Overall,40-44,18,15,,25,47
LASBELA DISTRICT,All,Overall,45-49,16,3,,18,39
LASBELA DISTRICT,All,Overall,50-54,23,2,,6,39
LASBELA DISTRICT,All,Overall,55-59,12,4,,9,21
LASBELA DISTRICT,All,Overall,60-64,18,3,,18,22
LASBELA DISTRICT,All,Overall,65-69,13,4,,20,28
LASBELA DISTRICT,All,Overall,70-74,9,5,,12,26
LASBELA DISTRICT,All,Overall,75 AND ABOVE,14,6,,22,60
LASBELA DISTRICT,All,Male,10-14,12,6,28,32,46
LASBELA DISTRICT,All,Male,15-19,15,22,16,23,58
LASBELA DISTRICT,All,Male,20-24,29,21,5,20,62
LASBELA DISTRICT,All,Male,25-29,27,25,6,27,49
LASBELA DISTRICT,All,Male,30-34,26,10,,8,44
LASBELA DISTRICT,All,Male,35-39,27,11,,7,28
LASBELA DISTRICT,All,Male,40-44,16,11,,4,31
LASBELA DISTRICT,All,Male,45-49,14,3,,5,28
LASBELA DISTRICT,All,Male,50-54,22,2,,,32
LASBELA DISTRICT,All,Male,55-59,9,1,,,13
LASBELA DISTRICT,All,Male,60-64,17,3,,7,16
LASBELA DISTRICT,All,Male,65-69,9,3,,8,14
LASBELA DISTRICT,All,Male,70-74,9,4,,3,11
LASBELA DISTRICT,All,Male,75 AND ABOVE,10,6,,7,22
LASBELA DISTRICT,All,Female,10-14,7,8,21,27,29
LASBELA DISTRICT,All,Female,15-19,8,5,4,45,33
LASBELA DISTRICT,All,Female,20-24,7,1,3,30,23
LASBELA DISTRICT,All,Female,25-29,2,1,4,29,24
LASBELA DISTRICT,All,Female,30-34,1,5,,25,13
LASBELA DISTRICT,All,Female,35-39,1,3,,21,10
LASBELA DISTRICT,All,Female,40-44,1,4,,21,16
LASBELA DISTRICT,All,Female,45-49,2,,,13,11
LASBELA DISTRICT,All,Female,50-54,1,,,6,7
LASBELA DISTRICT,All,Female,55-59,3,3,,9,8
LASBELA DISTRICT,All,Female,60-64,1,,,11,6
LASBELA DISTRICT,All,Female,65-69,4,1,,12,14
LASBELA DISTRICT,All,Female,70-74,,1,,9,15
LASBELA DISTRICT,All,Female,75 AND ABOVE,4,,,15,38
LASBELA DISTRICT,All,Transgender,10-14,,,,,
LASBELA DISTRICT,All,Transgender,15-19,,,1,,
LASBELA DISTRICT,All,Transgender,20-24,,,,,
LASBELA DISTRICT,All,Transgender,25-29,,,,,
LASBELA DISTRICT,All,Transgender,30-34,,,,,
LASBELA DISTRICT,All,Transgender,35-39,,,,,
LASBELA DISTRICT,All,Transgender,40-44,1,,,,
LASBELA DISTRICT,All,Transgender,45-49,,,,,
LASBELA DISTRICT,All,Transgender,50-54,,,,,
LASBELA DISTRICT,All,Transgender,55-59,,,,,
LASBELA DISTRICT,All,Transgender,60-64,,,,,
LASBELA DISTRICT,All,Transgender,65-69,,,,,
LASBELA DISTRICT,All,Transgender,70-74,,,,,
LASBELA DISTRICT,All,Transgender,75 AND ABOVE,,,,,
LASBELA DISTRICT,Rural,Overall,10-14,11,4,16,28,35
LASBELA DISTRICT,Rural,Overall,15-19,12,17,7,33,42
LASBELA DISTRICT,Rural,Overall,20-24,19,15,4,31,39
LASBELA DISTRICT,Rural,Overall,25-29,17,14,2,26,32
LASBELA DISTRICT,Rural,Overall,30-34,10,8,,15,30
LASBELA DISTRICT,Rural,Overall,35-39,10,9,,14,21
LASBELA DISTRICT,Rural,Overall,40-44,11,9,,14,25
LASBELA DISTRICT,Rural,Overall,45-49,8,2,,8,30
LASBELA DISTRICT,Rural,Overall,50-54,10,2,,3,22
LASBELA DISTRICT,Rural,Overall,55-59,8,4,,5,11
LASBELA DISTRICT,Rural,Overall,60-64,13,2,,10,14
LASBELA DISTRICT,Rural,Overall,65-69,13,4,,15,15
LASBELA DISTRICT,Rural,Overall,70-74,6,4,,9,19
LASBELA DISTRICT,Rural,Overall,75 AND ABOVE,11,4,,14,34
LASBELA DISTRICT,Rural,Male,10-14,7,2,10,14,22
LASBELA DISTRICT,Rural,Male,15-19,7,13,7,11,28
LASBELA DISTRICT,Rural,Male,20-24,15,15,3,10,27
LASBELA DISTRICT,Rural,Male,25-29,16,14,2,13,21
LASBELA DISTRICT,Rural,Male,30-34,10,5,,2,21
LASBELA DISTRICT,Rural,Male,35-39,9,7,,3,16
LASBELA DISTRICT,Rural,Male,40-44,10,6,,2,16
LASBELA DISTRICT,Rural,Male,45-49,8,2,,3,20
LASBELA DISTRICT,Rural,Male,50-54,9,2,,,18
LASBELA DISTRICT,Rural,Male,55-59,5,1,,,8
LASBELA DISTRICT,Rural,Male,60-64,12,2,,2,9
LASBELA DISTRICT,Rural,Male,65-69,9,3,,6,7
LASBELA DISTRICT,Rural,Male,70-74,6,4,,3,7
LASBELA DISTRICT,Rural,Male,75 AND ABOVE,9,4,,6,16
LASBELA DISTRICT,Rural,Female,10-14,4,2,6,14,13
LASBELA DISTRICT,Rural,Female,15-19,5,4,,22,14
LASBELA DISTRICT,Rural,Female,20-24,4,,1,21,12
LASBELA DISTRICT,Rural,Female,25-29,1,,,13,11
LASBELA DISTRICT,Rural,Female,30-34,,3,,13,9
LASBELA DISTRICT,Rural,Female,35-39,1,2,,11,5
LASBELA DISTRICT,Rural,Female,40-44,1,3,,12,9
LASBELA DISTRICT,Rural,Female,45-49,,,,5,10
LASBELA DISTRICT,Rural,Female,50-54,1,,,3,4
LASBELA DISTRICT,Rural,Female,55-59,3,3,,5,3
LASBELA DISTRICT,Rural,Female,60-64,1,,,8,5
LASBELA DISTRICT,Rural,Female,65-69,4,1,,9,8
LASBELA DISTRICT,Rural,Female,70-74,,,,6,12
LASBELA DISTRICT,Rural,Female,75 AND ABOVE,2,,,8,18
LASBELA DISTRICT,Rural,Transgender,10-14,,,,,
LASBELA DISTRICT,Rural,Transgender,15-19,,,,,
LASBELA DISTRICT,Rural,Transgender,20-24,,,,,
LASBELA DISTRICT,Rural,Transgender,25-29,,,,,
LASBELA DISTRICT,Rural,Transgender,30-34,,,,,
LASBELA DISTRICT,Rural,Transgender,35-39,,,,,
LASBELA DISTRICT,Rural,Transgender,40-44,,,,,
LASBELA DISTRICT,Rural,Transgender,45-49,,,,,
LASBELA DISTRICT,Rural,Transgender,50-54,,,,,
LASBELA DISTRICT,Rural,Transgender,55-59,,,,,
LASBELA DISTRICT,Rural,Transgender,60-64,,,,,
LASBELA DISTRICT,Rural,Transgender,65-69,,,,,
LASBELA DISTRICT,Rural,Transgender,70-74,,,,,
LASBELA DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,
LASBELA DISTRICT,Urban,Overall,10-14,8,10,33,31,40
LASBELA DISTRICT,Urban,Overall,15-19,11,10,14,35,49
LASBELA DISTRICT,Urban,Overall,20-24,17,7,4,19,46
LASBELA DISTRICT,Urban,Overall,25-29,12,12,8,30,41
LASBELA DISTRICT,Urban,Overall,30-34,17,7,,18,27
LASBELA DISTRICT,Urban,Overall,35-39,18,5,,14,17
LASBELA DISTRICT,Urban,Overall,40-44,7,6,,11,22
LASBELA DISTRICT,Urban,Overall,45-49,8,1,,10,9
LASBELA DISTRICT,Urban,Overall,50-54,13,,,3,17
LASBELA DISTRICT,Urban,Overall,55-59,4,,,4,10
LASBELA DISTRICT,Urban,Overall,60-64,5,1,,8,8
LASBELA DISTRICT,Urban,Overall,65-69,,,,5,13
LASBELA DISTRICT,Urban,Overall,70-74,3,1,,3,7
LASBELA DISTRICT,Urban,Overall,75 AND ABOVE,3,2,,8,26
LASBELA DISTRICT,Urban,Male,10-14,5,4,18,18,24
LASBELA DISTRICT,Urban,Male,15-19,8,9,9,12,30
LASBELA DISTRICT,Urban,Male,20-24,14,6,2,10,35
LASBELA DISTRICT,Urban,Male,25-29,11,11,4,14,28
LASBELA DISTRICT,Urban,Male,30-34,16,5,,6,23
LASBELA DISTRICT,Urban,Male,35-39,18,4,,4,12
LASBELA DISTRICT,Urban,Male,40-44,6,5,,2,15
LASBELA DISTRICT,Urban,Male,45-49,6,1,,2,8
LASBELA DISTRICT,Urban,Male,50-54,13,,,,14
LASBELA DISTRICT,Urban,Male,55-59,4,,,,5
LASBELA DISTRICT,Urban,Male,60-64,5,1,,5,7
LASBELA DISTRICT,Urban,Male,65-69,,,,2,7
LASBELA DISTRICT,Urban,Male,70-74,3,,,,4
LASBELA DISTRICT,Urban,Male,75 AND ABOVE,1,2,,1,6
LASBELA DISTRICT,Urban,Female,10-14,3,6,15,13,16
LASBELA DISTRICT,Urban,Female,15-19,3,1,4,23,19
LASBELA DISTRICT,Urban,Female,20-24,3,1,2,9,11
LASBELA DISTRICT,Urban,Female,25-29,1,1,4,16,13
LASBELA DISTRICT,Urban,Female,30-34,1,2,,12,4
LASBELA DISTRICT,Urban,Female,35-39,,1,,10,5
LASBELA DISTRICT,Urban,Female,40-44,,1,,9,7
LASBELA DISTRICT,Urban,Female,45-49,2,,,8,1
LASBELA DISTRICT,Urban,Female,50-54,,,,3,3
LASBELA DISTRICT,Urban,Female,55-59,,,,4,5
LASBELA DISTRICT,Urban,Female,60-64,,,,3,1
LASBELA DISTRICT,Urban,Female,65-69,,,,3,6
LASBELA DISTRICT,Urban,Female,70-74,,1,,3,3
LASBELA DISTRICT,Urban,Female,75 AND ABOVE,2,,,7,20
LASBELA DISTRICT,Urban,Transgender,10-14,,,,,
LASBELA DISTRICT,Urban,Transgender,15-19,,,1,,
LASBELA DISTRICT,Urban,Transgender,20-24,,,,,
LASBELA DISTRICT,Urban,Transgender,25-29,,,,,
LASBELA DISTRICT,Urban,Transgender,30-34,,,,,
LASBELA DISTRICT,Urban,Transgender,35-39,,,,,
LASBELA DISTRICT,Urban,Transgender,40-44,1,,,,
LASBELA DISTRICT,Urban,Transgender,45-49,,,,,
LASBELA DISTRICT,Urban,Transgender,50-54,,,,,
LASBELA DISTRICT,Urban,Transgender,55-59,,,,,
LASBELA DISTRICT,Urban,Transgender,60-64,,,,,
LASBELA DISTRICT,Urban,Transgender,65-69,,,,,
LASBELA DISTRICT,Urban,Transgender,70-74,,,,,
LASBELA DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
MASTUNG DISTRICT,All,Overall,10-14,5,3,15,10,9
MASTUNG DISTRICT,All,Overall,15-19,2,5,3,5,12
MASTUNG DISTRICT,All,Overall,20-24,4,8,1,10,8
MASTUNG DISTRICT,All,Overall,25-29,2,4,4,6,9
MASTUNG DISTRICT,All,Overall,30-34,1,1,,4,10
MASTUNG DISTRICT,All,Overall,35-39,9,1,,2,8
MASTUNG DISTRICT,All,Overall,40-44,1,1,,6,6
MASTUNG DISTRICT,All,Overall,45-49,,,,1,3
MASTUNG DISTRICT,All,Overall,50-54,2,2,,1,3
MASTUNG DISTRICT,All,Overall,55-59,5,1,,1,1
MASTUNG DISTRICT,All,Overall,60-64,3,,,4,2
MASTUNG DISTRICT,All,Overall,65-69,1,,,,2
MASTUNG DISTRICT,All,Overall,70-74,1,,,1,2
MASTUNG DISTRICT,All,Overall,75 AND ABOVE,1,,,2,
MASTUNG DISTRICT,All,Male,10-14,4,2,10,7,4
MASTUNG DISTRICT,All,Male,15-19,2,2,3,3,9
MASTUNG DISTRICT,All,Male,20-24,4,6,1,2,6
MASTUNG DISTRICT,All,Male,25-29,2,4,2,2,7
MASTUNG DISTRICT,All,Male,30-34,1,1,,1,9
MASTUNG DISTRICT,All,Male,35-39,8,1,,1,7
MASTUNG DISTRICT,All,Male,40-44,1,1,,,5
MASTUNG DISTRICT,All,Male,45-49,,,,,3
MASTUNG DISTRICT,All,Male,50-54,2,2,,,2
MASTUNG DISTRICT,All,Male,55-59,5,1,,1,1
MASTUNG DISTRICT,All,Male,60-64,3,,,,2
MASTUNG DISTRICT,All,Male,65-69,1,,,,2
MASTUNG DISTRICT,All,Male,70-74,1,,,1,2
MASTUNG DISTRICT,All,Male,75 AND ABOVE,1,,,2,
MASTUNG DISTRICT,All,Female,10-14,1,1,5,3,5
MASTUNG DISTRICT,All,Female,15-19,,3,,2,3
MASTUNG DISTRICT,All,Female,20-24,,2,,8,1
MASTUNG DISTRICT,All,Female,25-29,,,2,4,2
MASTUNG DISTRICT,All,Female,30-34,,,,3,1
MASTUNG DISTRICT,All,Female,35-39,1,,,1,1
MASTUNG DISTRICT,All,Female,40-44,,,,6,1
MASTUNG DISTRICT,All,Female,45-49,,,,1,
MASTUNG DISTRICT,All,Female,50-54,,,,,1
MASTUNG DISTRICT,All,Female,55-59,,,,,
MASTUNG DISTRICT,All,Female,60-64,,,,4,
MASTUNG DISTRICT,All,Female,65-69,,,,,
MASTUNG DISTRICT,All,Female,70-74,,,,,
MASTUNG DISTRICT,All,Female,75 AND ABOVE,,,,,
MASTUNG DISTRICT,All,Transgender,10-14,,,,,
MASTUNG DISTRICT,All,Transgender,15-19,,,,,
MASTUNG DISTRICT,All,Transgender,20-24,,,,,1
MASTUNG DISTRICT,All,Transgender,25-29,,,,,
MASTUNG DISTRICT,All,Transgender,30-34,,,,,
MASTUNG DISTRICT,All,Transgender,35-39,,,,,
MASTUNG DISTRICT,All,Transgender,40-44,,,,,
MASTUNG DISTRICT,All,Transgender,45-49,,,,,
MASTUNG DISTRICT,All,Transgender,50-54,,,,1,
MASTUNG DISTRICT,All,Transgender,55-59,,,,,
MASTUNG DISTRICT,All,Transgender,60-64,,,,,
MASTUNG DISTRICT,All,Transgender,65-69,,,,,
MASTUNG DISTRICT,All,Transgender,70-74,,,,,
MASTUNG DISTRICT,All,Transgender,75 AND ABOVE,,,,,
MASTUNG DISTRICT,Rural,Overall,10-14,4,2,12,6,8
MASTUNG DISTRICT,Rural,Overall,15-19,2,4,2,4,10
MASTUNG DISTRICT,Rural,Overall,20-24,4,6,1,8,7
MASTUNG DISTRICT,Rural,Overall,25-29,2,3,2,4,8
MASTUNG DISTRICT,Rural,Overall,30-34,1,1,,2,9
MASTUNG DISTRICT,Rural,Overall,35-39,9,,,1,7
MASTUNG DISTRICT,Rural,Overall,40-44,1,1,,5,4
MASTUNG DISTRICT,Rural,Overall,45-49,,,,,2
MASTUNG DISTRICT,Rural,Overall,50-54,1,1,,1,3
MASTUNG DISTRICT,Rural,Overall,55-59,4,,,,1
MASTUNG DISTRICT,Rural,Overall,60-64,3,,,3,2
MASTUNG DISTRICT,Rural,Overall,65-69,1,,,,1
MASTUNG DISTRICT,Rural,Overall,70-74,1,,,1,2
MASTUNG DISTRICT,Rural,Overall,75 AND ABOVE,1,,,1,
MASTUNG DISTRICT,Rural,Male,10-14,3,1,8,6,3
MASTUNG DISTRICT,Rural,Male,15-19,2,2,2,2,8
MASTUNG DISTRICT,Rural,Male,20-24,4,4,1,2,5
MASTUNG DISTRICT,Rural,Male,25-29,2,3,,2,6
MASTUNG DISTRICT,Rural,Male,30-34,1,1,,,9
MASTUNG DISTRICT,Rural,Male,35-39,8,,,,6
MASTUNG DISTRICT,Rural,Male,40-44,1,1,,,3
MASTUNG DISTRICT,Rural,Male,45-49,,,,,2
MASTUNG DISTRICT,Rural,Male,50-54,1,1,,,2
MASTUNG DISTRICT,Rural,Male,55-59,4,,,,1
MASTUNG DISTRICT,Rural,Male,60-64,3,,,,2
MASTUNG DISTRICT,Rural,Male,65-69,1,,,,1
MASTUNG DISTRICT,Rural,Male,70-74,1,,,1,2
MASTUNG DISTRICT,Rural,Male,75 AND ABOVE,1,,,1,
MASTUNG DISTRICT,Rural,Female,10-14,1,1,4,,5
MASTUNG DISTRICT,Rural,Female,15-19,,2,,2,2
MASTUNG DISTRICT,Rural,Female,20-24,,2,,6,1
MASTUNG DISTRICT,Rural,Female,25-29,,,2,2,2
MASTUNG DISTRICT,Rural,Female,30-34,,,,2,
MASTUNG DISTRICT,Rural,Female,35-39,1,,,1,1
MASTUNG DISTRICT,Rural,Female,40-44,,,,5,1
MASTUNG DISTRICT,Rural,Female,45-49,,,,,
MASTUNG DISTRICT,Rural,Female,50-54,,,,,1
MASTUNG DISTRICT,Rural,Female,55-59,,,,,
MASTUNG DISTRICT,Rural,Female,60-64,,,,3,
MASTUNG DISTRICT,Rural,Female,65-69,,,,,
MASTUNG DISTRICT,Rural,Female,70-74,,,,,
MASTUNG DISTRICT,Rural,Female,75 AND ABOVE,,,,,
MASTUNG DISTRICT,Rural,Transgender,10-14,,,,,
MASTUNG DISTRICT,Rural,Transgender,15-19,,,,,
MASTUNG DISTRICT,Rural,Transgender,20-24,,,,,1
MASTUNG DISTRICT,Rural,Transgender,25-29,,,,,
MASTUNG DISTRICT,Rural,Transgender,30-34,,,,,
MASTUNG DISTRICT,Rural,Transgender,35-39,,,,,
MASTUNG DISTRICT,Rural,Transgender,40-44,,,,,
MASTUNG DISTRICT,Rural,Transgender,45-49,,,,,
MASTUNG DISTRICT,Rural,Transgender,50-54,,,,1,
MASTUNG DISTRICT,Rural,Transgender,55-59,,,,,
MASTUNG DISTRICT,Rural,Transgender,60-64,,,,,
MASTUNG DISTRICT,Rural,Transgender,65-69,,,,,
MASTUNG DISTRICT,Rural,Transgender,70-74,,,,,
MASTUNG DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,
MASTUNG DISTRICT,Urban,Overall,10-14,1,1,3,4,1
MASTUNG DISTRICT,Urban,Overall,15-19,,1,1,1,2
MASTUNG DISTRICT,Urban,Overall,20-24,,2,,2,1
MASTUNG DISTRICT,Urban,Overall,25-29,,1,2,2,1
MASTUNG DISTRICT,Urban,Overall,30-34,,,,2,1
MASTUNG DISTRICT,Urban,Overall,35-39,,1,,1,1
MASTUNG DISTRICT,Urban,Overall,40-44,,,,1,2
MASTUNG DISTRICT,Urban,Overall,45-49,,,,1,1
MASTUNG DISTRICT,Urban,Overall,50-54,1,1,,,
MASTUNG DISTRICT,Urban,Overall,55-59,1,1,,1,
MASTUNG DISTRICT,Urban,Overall,60-64,,,,1,
MASTUNG DISTRICT,Urban,Overall,65-69,,,,,1
MASTUNG DISTRICT,Urban,Overall,70-74,,,,,
MASTUNG DISTRICT,Urban,Overall,75 AND ABOVE,,,,1,
MASTUNG DISTRICT,Urban,Male,10-14,1,1,2,1,1
MASTUNG DISTRICT,Urban,Male,15-19,,,1,1,1
MASTUNG DISTRICT,Urban,Male,20-24,,2,,,1
MASTUNG DISTRICT,Urban,Male,25-29,,1,2,,1
MASTUNG DISTRICT,Urban,Male,30-34,,,,1,
MASTUNG DISTRICT,Urban,Male,35-39,,1,,1,1
MASTUNG DISTRICT,Urban,Male,40-44,,,,,2
MASTUNG DISTRICT,Urban,Male,45-49,,,,,1
MASTUNG DISTRICT,Urban,Male,50-54,1,1,,,
MASTUNG DISTRICT,Urban,Male,55-59,1,1,,1,
MASTUNG DISTRICT,Urban,Male,60-64,,,,,
MASTUNG DISTRICT,Urban,Male,65-69,,,,,1
MASTUNG DISTRICT,Urban,Male,70-74,,,,,
MASTUNG DISTRICT,Urban,Male,75 AND ABOVE,,,,1,
MASTUNG DISTRICT,Urban,Female,10-14,,,1,3,
MASTUNG DISTRICT,Urban,Female,15-19,,1,,,1
MASTUNG DISTRICT,Urban,Female,20-24,,,,2,
MASTUNG DISTRICT,Urban,Female,25-29,,,,2,
MASTUNG DISTRICT,Urban,Female,30-34,,,,1,1
MASTUNG DISTRICT,Urban,Female,35-39,,,,,
MASTUNG DISTRICT,Urban,Female,40-44,,,,1,
MASTUNG DISTRICT,Urban,Female,45-49,,,,1,
MASTUNG DISTRICT,Urban,Female,50-54,,,,,
MASTUNG DISTRICT,Urban,Female,55-59,,,,,
MASTUNG DISTRICT,Urban,Female,60-64,,,,1,
MASTUNG DISTRICT,Urban,Female,65-69,,,,,
MASTUNG DISTRICT,Urban,Female,70-74,,,,,
MASTUNG DISTRICT,Urban,Female,75 AND ABOVE,,,,,
MASTUNG DISTRICT,Urban,Transgender,10-14,,,,,
MASTUNG DISTRICT,Urban,Transgender,15-19,,,,,
MASTUNG DISTRICT,Urban,Transgender,20-24,,,,,
MASTUNG DISTRICT,Urban,Transgender,25-29,,,,,
MASTUNG DISTRICT,Urban,Transgender,30-34,,,,,
MASTUNG DISTRICT,Urban,Transgender,35-39,,,,,
MASTUNG DISTRICT,Urban,Transgender,40-44,,,,,
MASTUNG DISTRICT,Urban,Transgender,45-49,,,,,
MASTUNG DISTRICT,Urban,Transgender,50-54,,,,,
MASTUNG DISTRICT,Urban,Transgender,55-59,,,,,
MASTUNG DISTRICT,Urban,Transgender,60-64,,,,,
MASTUNG DISTRICT,Urban,Transgender,65-69,,,,,
MASTUNG DISTRICT,Urban,Transgender,70-74,,,,,
MASTUNG DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
WASHUK DISTRICT,All,Overall,10-14,,1,6,4,2
WASHUK DISTRICT,All,Overall,15-19,,3,,5,4
WASHUK DISTRICT,All,Overall,20-24,2,3,1,2,3
WASHUK DISTRICT,All,Overall,25-29,2,4,,6,4
WASHUK DISTRICT,All,Overall,30-34,1,2,,2,1
WASHUK DISTRICT,All,Overall,35-39,2,,,3,
WASHUK DISTRICT,All,Overall,40-44,1,,,1,1
WASHUK DISTRICT,All,Overall,45-49,2,3,,2,
WASHUK DISTRICT,All,Overall,50-54,,4,,1,1
WASHUK DISTRICT,All,Overall,55-59,,1,,1,1
WASHUK DISTRICT,All,Overall,60-64,1,1,,2,1
WASHUK DISTRICT,All,Overall,65-69,,,,1,3
WASHUK DISTRICT,All,Overall,70-74,1,1,,,1
WASHUK DISTRICT,All,Overall,75 AND ABOVE,2,,,2,3
WASHUK DISTRICT,All,Male,10-14,,,6,,1
WASHUK DISTRICT,All,Male,15-19,,3,,2,4
WASHUK DISTRICT,All,Male,20-24,1,3,,1,3
WASHUK DISTRICT,All,Male,25-29,1,4,,2,3
WASHUK DISTRICT,All,Male,30-34,1,2,,1,
WASHUK DISTRICT,All,Male,35-39,2,,,,
WASHUK DISTRICT,All,Male,40-44,1,,,,1
WASHUK DISTRICT,All,Male,45-49,2,3,,1,
WASHUK DISTRICT,All,Male,50-54,,4,,,1
WASHUK DISTRICT,All,Male,55-59,,1,,,1
WASHUK DISTRICT,All,Male,60-64,1,1,,1,1
WASHUK DISTRICT,All,Male,65-69,,,,,3
WASHUK DISTRICT,All,Male,70-74,1,1,,,1
WASHUK DISTRICT,All,Male,75 AND ABOVE,2,,,,3
WASHUK DISTRICT,All,Female,10-14,,1,,4,1
WASHUK DISTRICT,All,Female,15-19,,,,3,
WASHUK DISTRICT,All,Female,20-24,1,,1,1,
WASHUK DISTRICT,All,Female,25-29,1,,,4,1
WASHUK DISTRICT,All,Female,30-34,,,,1,1
WASHUK DISTRICT,All,Female,35-39,,,,3,
WASHUK DISTRICT,All,Female,40-44,,,,1,
WASHUK DISTRICT,All,Female,45-49,,,,1,
WASHUK DISTRICT,All,Female,50-54,,,,1,
WASHUK DISTRICT,All,Female,55-59,,,,1,
WASHUK DISTRICT,All,Female,60-64,,,,1,
WASHUK DISTRICT,All,Female,65-69,,,,1,
WASHUK DISTRICT,All,Female,70-74,,,,,
WASHUK DISTRICT,All,Female,75 AND ABOVE,,,,2,
WASHUK DISTRICT,All,Transgender,10-14,,,,,
WASHUK DISTRICT,All,Transgender,15-19,,,,,
WASHUK DISTRICT,All,Transgender,20-24,,,,,
WASHUK DISTRICT,All,Transgender,25-29,,,,,
WASHUK DISTRICT,All,Transgender,30-34,,,,,
WASHUK DISTRICT,All,Transgender,35-39,,,,,
WASHUK DISTRICT,All,Transgender,40-44,,,,,
WASHUK DISTRICT,All,Transgender,45-49,,,,,
WASHUK DISTRICT,All,Transgender,50-54,,,,,
WASHUK DISTRICT,All,Transgender,55-59,,,,,
WASHUK DISTRICT,All,Transgender,60-64,,,,,
WASHUK DISTRICT,All,Transgender,65-69,,,,,
WASHUK DISTRICT,All,Transgender,70-74,,,,,
WASHUK DISTRICT,All,Transgender,75 AND ABOVE,,,,,
WASHUK DISTRICT,Rural,Overall,10-14,,1,3,3,2
WASHUK DISTRICT,Rural,Overall,15-19,,2,,2,2
WASHUK DISTRICT,Rural,Overall,20-24,2,,1,,1
WASHUK DISTRICT,Rural,Overall,25-29,2,1,,1,2
WASHUK DISTRICT,Rural,Overall,30-34,1,,,2,
WASHUK DISTRICT,Rural,Overall,35-39,,,,1,
WASHUK DISTRICT,Rural,Overall,40-44,1,,,1,
WASHUK DISTRICT,Rural,Overall,45-49,,1,,1,
WASHUK DISTRICT,Rural,Overall,50-54,,,,1,
WASHUK DISTRICT,Rural,Overall,55-59,,,,,
WASHUK DISTRICT,Rural,Overall,60-64,,,,2,
WASHUK DISTRICT,Rural,Overall,65-69,,,,,2
WASHUK DISTRICT,Rural,Overall,70-74,,,,,
WASHUK DISTRICT,Rural,Overall,75 AND ABOVE,2,,,,
WASHUK DISTRICT,Rural,Male,10-14,,,3,,1
WASHUK DISTRICT,Rural,Male,15-19,,2,,2,2
WASHUK DISTRICT,Rural,Male,20-24,1,,,,1
WASHUK DISTRICT,Rural,Male,25-29,1,1,,,1
WASHUK DISTRICT,Rural,Male,30-34,1,,,1,
WASHUK DISTRICT,Rural,Male,35-39,,,,,
WASHUK DISTRICT,Rural,Male,40-44,1,,,,
WASHUK DISTRICT,Rural,Male,45-49,,1,,1,
WASHUK DISTRICT,Rural,Male,50-54,,,,,
WASHUK DISTRICT,Rural,Male,55-59,,,,,
WASHUK DISTRICT,Rural,Male,60-64,,,,1,
WASHUK DISTRICT,Rural,Male,65-69,,,,,2
WASHUK DISTRICT,Rural,Male,70-74,,,,,
WASHUK DISTRICT,Rural,Male,75 AND ABOVE,2,,,,
