district,localities,hhsize,room_in_house_1,room_in_house_2,room_in_house_3,room_in_house_4,room_in_house_5,room_in_house_6,room_in_house_7,room_in_house_8,room_in_house_9
SOHBATPUR DISTRICT,URBAN,2 PERSONS,219,15,4,,,,,,1
SOHBATPUR DISTRICT,URBAN,3 PERSONS,208,28,2,2,,,,,1
SOHBATPUR DISTRICT,URBAN,4 PERSONS,228,34,4,5,1,,1,,2
SOHBATPUR DISTRICT,URBAN,5 PERSONS,214,58,14,1,1,,,,
SOHBATPUR DISTRICT,URBAN,6 PERSONS,197,49,16,2,2,1,,,2
SOHBATPUR DISTRICT,URBAN,7 PERSONS,134,56,7,2,,1,,,
SOHBATPUR DISTRICT,URBAN,8 PERSONS,122,48,12,5,2,,2,,
SOHBATPUR DISTRICT,URBAN,9 PERSONS,68,35,12,3,1,,,1,
SOHBATPUR DISTRICT,URBAN,10 PERSONS AND ABOVE,91,78,46,29,4,4,,,
SOUTH WAZIRISTAN AGENCY,RURAL,1 PERSON,370,374,202,90,55,22,13,9,28
SOUTH WAZIRISTAN AGENCY,RURAL,2 PERSONS,1491,1725,853,507,144,97,49,16,43
SOUTH WAZIRISTAN AGENCY,RURAL,3 PERSONS,1305,2066,1206,668,201,133,61,34,59
SOUTH WAZIRISTAN AGENCY,RURAL,4 PERSONS,1099,2628,1703,976,296,169,79,47,68
SOUTH WAZIRISTAN AGENCY,RURAL,5 PERSONS,865,2490,2284,1326,346,242,127,60,104
SOUTH WAZIRISTAN AGENCY,RURAL,6 PERSONS,718,2401,2570,1522,539,294,156,67,123
SOUTH WAZIRISTAN AGENCY,RURAL,7 PERSONS,577,2097,2413,1664,613,360,196,105,194
SOUTH WAZIRISTAN AGENCY,RURAL,8 PERSONS,438,1559,2052,1706,655,372,202,137,182
SOUTH WAZIRISTAN AGENCY,RURAL,9 PERSONS,273,1057,1692,1504,655,412,221,137,178
SOUTH WAZIRISTAN AGENCY,RURAL,10 PERSONS AND ABOVE,710,2378,4310,4493,3126,2519,1580,1237,2559
SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,,,,,,,,,
SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
SUJAWAL DISTRICT,RURAL,1 PERSON,4791,110,23,11,9,2,23,2,7
SUJAWAL DISTRICT,RURAL,2 PERSONS,19192,629,93,44,36,6,79,7,29
SUJAWAL DISTRICT,RURAL,3 PERSONS,17867,946,126,33,29,4,91,2,17
SUJAWAL DISTRICT,RURAL,4 PERSONS,18270,1256,154,49,40,6,73,4,25
SUJAWAL DISTRICT,RURAL,5 PERSONS,16390,1425,191,51,38,5,76,4,29
SUJAWAL DISTRICT,RURAL,6 PERSONS,14240,1389,216,57,33,6,60,5,31
SUJAWAL DISTRICT,RURAL,7 PERSONS,11134,1372,220,50,30,5,64,5,16
SUJAWAL DISTRICT,RURAL,8 PERSONS,7948,1173,206,64,27,7,49,5,17
SUJAWAL DISTRICT,RURAL,9 PERSONS,5134,1006,174,50,23,4,38,,13
SUJAWAL DISTRICT,RURAL,10 PERSONS AND ABOVE,5710,1737,479,172,53,16,52,3,18
SUJAWAL DISTRICT,URBAN,1 PERSON,371,59,20,6,3,1,2,,1
SUJAWAL DISTRICT,URBAN,2 PERSONS,1616,329,70,41,7,14,9,1,3
SUJAWAL DISTRICT,URBAN,3 PERSONS,1676,444,110,38,11,8,14,2,4
SUJAWAL DISTRICT,URBAN,4 PERSONS,1799,643,147,57,16,12,13,2,8
SUJAWAL DISTRICT,URBAN,5 PERSONS,1573,672,183,67,16,4,19,3,4
SUJAWAL DISTRICT,URBAN,6 PERSONS,1266,617,171,62,10,9,5,,
SUJAWAL DISTRICT,URBAN,7 PERSONS,867,456,130,52,14,9,12,,2
SUJAWAL DISTRICT,URBAN,8 PERSONS,547,366,123,42,10,3,5,,
SUJAWAL DISTRICT,URBAN,9 PERSONS,343,246,73,28,9,1,5,,1
SUJAWAL DISTRICT,URBAN,10 PERSONS AND ABOVE,380,318,158,71,27,13,12,4,3
SUKKUR DISTRICT,RURAL,1 PERSON,2726,234,50,17,11,1,14,1,3
SUKKUR DISTRICT,RURAL,2 PERSONS,15201,1631,276,127,55,23,92,8,24
SUKKUR DISTRICT,RURAL,3 PERSONS,13381,1820,276,126,29,9,78,2,21
SUKKUR DISTRICT,RURAL,4 PERSONS,13821,2267,430,176,49,14,99,6,22
SUKKUR DISTRICT,RURAL,5 PERSONS,13148,2788,586,188,64,17,79,11,18
SUKKUR DISTRICT,RURAL,6 PERSONS,11962,3046,651,219,71,25,83,3,19
SUKKUR DISTRICT,RURAL,7 PERSONS,9870,2933,662,257,77,18,110,5,17
SUKKUR DISTRICT,RURAL,8 PERSONS,7482,2601,645,258,85,24,71,4,17
SUKKUR DISTRICT,RURAL,9 PERSONS,5113,2011,479,203,67,15,56,6,14
SUKKUR DISTRICT,RURAL,10 PERSONS AND ABOVE,7306,3850,1328,701,206,101,114,33,42
SUKKUR DISTRICT,URBAN,1 PERSON,1958,586,225,75,24,23,19,4,7
SUKKUR DISTRICT,URBAN,2 PERSONS,9098,3085,931,310,113,66,50,20,27
SUKKUR DISTRICT,URBAN,3 PERSONS,9010,4096,1258,423,144,67,73,20,29
SUKKUR DISTRICT,URBAN,4 PERSONS,9506,5471,1835,602,212,108,107,37,44
SUKKUR DISTRICT,URBAN,5 PERSONS,8559,6102,2275,773,239,135,97,39,52
SUKKUR DISTRICT,URBAN,6 PERSONS,7128,5829,2271,855,256,135,115,31,40
SUKKUR DISTRICT,URBAN,7 PERSONS,5114,4633,1717,725,202,121,92,29,39
SUKKUR DISTRICT,URBAN,8 PERSONS,3584,3389,1393,546,141,74,52,23,35
SUKKUR DISTRICT,URBAN,9 PERSONS,2256,2285,962,429,141,66,38,17,23
SUKKUR DISTRICT,URBAN,10 PERSONS AND ABOVE,2995,3992,2168,1239,418,298,116,83,106
SWABI DISTRICT,RURAL,1 PERSON,1305,674,209,114,38,32,5,3,13
SWABI DISTRICT,RURAL,2 PERSONS,3842,2304,763,331,113,77,50,16,15
SWABI DISTRICT,RURAL,3 PERSONS,4325,3363,1236,529,168,82,43,25,20
SWABI DISTRICT,RURAL,4 PERSONS,5766,5802,2273,1012,290,167,70,40,39
SWABI DISTRICT,RURAL,5 PERSONS,6825,8632,3778,1647,517,238,117,55,50
SWABI DISTRICT,RURAL,6 PERSONS,6336,10302,4876,2191,621,305,158,57,66
SWABI DISTRICT,RURAL,7 PERSONS,4740,9267,4906,2357,714,284,152,64,59
SWABI DISTRICT,RURAL,8 PERSONS,2961,7102,4251,2257,650,322,133,66,52
SWABI DISTRICT,RURAL,9 PERSONS,1559,4568,3467,1957,608,317,104,62,52
SWABI DISTRICT,RURAL,10 PERSONS AND ABOVE,1724,7299,10485,9836,4882,3103,1160,752,724
SWABI DISTRICT,URBAN,1 PERSON,243,121,58,18,4,8,1,1,2
SWABI DISTRICT,URBAN,2 PERSONS,660,473,148,102,31,18,8,3,6
SWABI DISTRICT,URBAN,3 PERSONS,863,811,292,150,54,23,4,5,9
SWABI DISTRICT,URBAN,4 PERSONS,1129,1393,599,272,63,39,22,11,15
SWABI DISTRICT,URBAN,5 PERSONS,1304,1900,909,446,114,61,20,11,20
SWABI DISTRICT,URBAN,6 PERSONS,1169,2214,1059,602,153,84,26,24,17
SWABI DISTRICT,URBAN,7 PERSONS,798,1856,1090,605,194,65,32,20,25
SWABI DISTRICT,URBAN,8 PERSONS,513,1381,917,489,142,84,29,20,17
SWABI DISTRICT,URBAN,9 PERSONS,224,866,695,429,142,75,26,15,17
SWABI DISTRICT,URBAN,10 PERSONS AND ABOVE,256,1224,1938,2008,1067,733,248,190,185
SWAT DISTRICT,RURAL,1 PERSON,447,223,87,72,28,17,6,7,6
SWAT DISTRICT,RURAL,2 PERSONS,2203,1772,555,313,102,86,31,31,30
SWAT DISTRICT,RURAL,3 PERSONS,2941,3347,1199,675,209,144,63,41,42
SWAT DISTRICT,RURAL,4 PERSONS,3889,5500,2320,1237,383,238,103,65,70
SWAT DISTRICT,RURAL,5 PERSONS,4307,7706,3852,2107,665,439,141,103,128
SWAT DISTRICT,RURAL,6 PERSONS,4056,9241,5112,2911,993,600,199,171,167
SWAT DISTRICT,RURAL,7 PERSONS,3059,8872,5540,3187,1058,653,237,157,174
SWAT DISTRICT,RURAL,8 PERSONS,2050,7216,5148,3108,984,665,200,156,229
SWAT DISTRICT,RURAL,9 PERSONS,1174,5202,4243,2790,929,645,222,167,185
SWAT DISTRICT,RURAL,10 PERSONS AND ABOVE,1690,10196,13887,13427,6301,5395,2065,1698,2375
SWAT DISTRICT,URBAN,1 PERSON,249,149,66,56,29,25,8,,14
SWAT DISTRICT,URBAN,2 PERSONS,902,763,257,170,106,51,37,24,37
SWAT DISTRICT,URBAN,3 PERSONS,1270,1523,620,384,175,99,56,29,54
SWAT DISTRICT,URBAN,4 PERSONS,1737,2699,1195,668,301,170,105,71,96
SWAT DISTRICT,URBAN,5 PERSONS,2016,3828,1955,1194,483,290,131,101,136
SWAT DISTRICT,URBAN,6 PERSONS,1866,4581,2563,1502,614,423,183,121,137
SWAT DISTRICT,URBAN,7 PERSONS,1342,3945,2561,1456,643,382,179,111,166
SWAT DISTRICT,URBAN,8 PERSONS,708,2888,2270,1372,583,354,152,96,129
SWAT DISTRICT,URBAN,9 PERSONS,384,1886,1706,1167,475,293,124,98,109
SWAT DISTRICT,URBAN,10 PERSONS AND ABOVE,578,3209,4747,5251,2894,2457,1049,886,1341
TANDO ALLAHYAR DISTRICT,RURAL,1 PERSON,2771,217,34,10,10,3,10,,10
TANDO ALLAHYAR DISTRICT,RURAL,2 PERSONS,15183,1227,126,43,39,16,76,11,36
TANDO ALLAHYAR DISTRICT,RURAL,3 PERSONS,13943,1438,174,60,52,11,76,13,37
TANDO ALLAHYAR DISTRICT,RURAL,4 PERSONS,14005,1900,210,90,41,8,110,15,37
TANDO ALLAHYAR DISTRICT,RURAL,5 PERSONS,13062,2172,255,77,41,9,97,8,44
TANDO ALLAHYAR DISTRICT,RURAL,6 PERSONS,12053,2268,347,103,43,9,88,12,21
TANDO ALLAHYAR DISTRICT,RURAL,7 PERSONS,9129,1946,316,85,40,12,78,5,17
TANDO ALLAHYAR DISTRICT,RURAL,8 PERSONS,5822,1555,261,75,34,7,44,7,17
TANDO ALLAHYAR DISTRICT,RURAL,9 PERSONS,3286,1074,218,56,19,10,22,3,11
TANDO ALLAHYAR DISTRICT,RURAL,10 PERSONS AND ABOVE,3073,1449,405,220,54,31,37,6,15
TANDO ALLAHYAR DISTRICT,URBAN,1 PERSON,1049,187,57,19,10,4,7,2,2
TANDO ALLAHYAR DISTRICT,URBAN,2 PERSONS,5354,976,261,105,40,17,39,15,20
TANDO ALLAHYAR DISTRICT,URBAN,3 PERSONS,5418,1392,327,142,42,26,39,12,11
TANDO ALLAHYAR DISTRICT,URBAN,4 PERSONS,5570,1778,490,162,47,17,37,9,17
TANDO ALLAHYAR DISTRICT,URBAN,5 PERSONS,5010,2035,598,204,66,27,41,13,16
TANDO ALLAHYAR DISTRICT,URBAN,6 PERSONS,4193,1901,570,192,63,29,40,12,17
TANDO ALLAHYAR DISTRICT,URBAN,7 PERSONS,3088,1370,450,180,50,19,33,5,15
TANDO ALLAHYAR DISTRICT,URBAN,8 PERSONS,1859,970,328,111,49,13,32,9,10
TANDO ALLAHYAR DISTRICT,URBAN,9 PERSONS,1031,662,243,101,35,13,7,4,2
TANDO ALLAHYAR DISTRICT,URBAN,10 PERSONS AND ABOVE,973,806,417,214,73,33,31,7,13
TANDO MUHAMMAD KHAN DISTRICT,RURAL,1 PERSON,2632,124,32,13,5,1,12,2,3
TANDO MUHAMMAD KHAN DISTRICT,RURAL,2 PERSONS,13828,730,101,35,30,8,88,20,24
TANDO MUHAMMAD KHAN DISTRICT,RURAL,3 PERSONS,13217,926,130,47,25,5,81,11,30
TANDO MUHAMMAD KHAN DISTRICT,RURAL,4 PERSONS,13246,1200,149,79,36,19,97,12,30
TANDO MUHAMMAD KHAN DISTRICT,RURAL,5 PERSONS,12577,1422,195,61,31,15,74,17,23
TANDO MUHAMMAD KHAN DISTRICT,RURAL,6 PERSONS,11479,1552,218,70,32,15,84,7,32
TANDO MUHAMMAD KHAN DISTRICT,RURAL,7 PERSONS,8760,1477,215,63,17,14,78,12,14
TANDO MUHAMMAD KHAN DISTRICT,RURAL,8 PERSONS,5875,1156,175,52,18,9,45,17,12
TANDO MUHAMMAD KHAN DISTRICT,RURAL,9 PERSONS,3544,853,156,75,13,6,45,12,9
TANDO MUHAMMAD KHAN DISTRICT,RURAL,10 PERSONS AND ABOVE,3825,1451,390,206,37,13,54,11,16
TANDO MUHAMMAD KHAN DISTRICT,URBAN,1 PERSON,642,139,43,25,5,2,4,1,3
TANDO MUHAMMAD KHAN DISTRICT,URBAN,2 PERSONS,2770,508,144,73,24,8,17,5,9
TANDO MUHAMMAD KHAN DISTRICT,URBAN,3 PERSONS,2784,610,169,71,23,13,15,9,13
TANDO MUHAMMAD KHAN DISTRICT,URBAN,4 PERSONS,2927,869,233,90,24,17,16,8,19
TANDO MUHAMMAD KHAN DISTRICT,URBAN,5 PERSONS,2673,991,267,111,36,17,20,9,19
TANDO MUHAMMAD KHAN DISTRICT,URBAN,6 PERSONS,2279,929,302,129,20,15,16,7,14
TANDO MUHAMMAD KHAN DISTRICT,URBAN,7 PERSONS,1607,718,216,77,24,15,20,4,10
TANDO MUHAMMAD KHAN DISTRICT,URBAN,8 PERSONS,1006,499,134,51,27,22,9,1,7
TANDO MUHAMMAD KHAN DISTRICT,URBAN,9 PERSONS,522,334,110,43,21,19,3,2,6
TANDO MUHAMMAD KHAN DISTRICT,URBAN,10 PERSONS AND ABOVE,685,471,221,115,29,38,24,13,20
TANK DISTRICT,RURAL,1 PERSON,191,96,37,20,6,5,3,,1
TANK DISTRICT,RURAL,2 PERSONS,675,416,141,53,25,15,3,4,9
TANK DISTRICT,RURAL,3 PERSONS,633,630,212,91,31,13,13,8,15
TANK DISTRICT,RURAL,4 PERSONS,738,916,380,169,52,39,17,8,12
TANK DISTRICT,RURAL,5 PERSONS,820,1333,607,228,82,41,25,10,18
TANK DISTRICT,RURAL,6 PERSONS,698,1565,927,378,128,70,28,10,34
TANK DISTRICT,RURAL,7 PERSONS,559,1558,1099,498,186,81,35,22,34
TANK DISTRICT,RURAL,8 PERSONS,388,1333,1142,604,213,90,34,18,30
TANK DISTRICT,RURAL,9 PERSONS,246,1055,1008,644,237,106,38,24,33
TANK DISTRICT,RURAL,10 PERSONS AND ABOVE,329,1709,2956,3121,1918,1214,648,412,599
TANK DISTRICT,URBAN,1 PERSON,37,25,16,8,6,6,2,1,
TANK DISTRICT,URBAN,2 PERSONS,73,85,32,9,9,5,1,1,3
TANK DISTRICT,URBAN,3 PERSONS,103,108,39,22,14,5,5,1,1
TANK DISTRICT,URBAN,4 PERSONS,104,182,81,36,17,8,4,4,4
TANK DISTRICT,URBAN,5 PERSONS,120,286,148,44,32,13,5,5,1
TANK DISTRICT,URBAN,6 PERSONS,97,277,175,52,38,12,10,3,10
TANK DISTRICT,URBAN,7 PERSONS,76,257,214,86,47,18,10,7,6
TANK DISTRICT,URBAN,8 PERSONS,47,174,189,103,50,22,7,4,5
TANK DISTRICT,URBAN,9 PERSONS,27,115,137,104,51,19,6,4,5
TANK DISTRICT,URBAN,10 PERSONS AND ABOVE,31,161,333,360,273,161,84,58,79
THARPARKAR DISTRICT,RURAL,1 PERSON,5433,1664,359,140,37,14,37,6,16
THARPARKAR DISTRICT,RURAL,2 PERSONS,19746,12822,3016,774,168,91,166,35,52
THARPARKAR DISTRICT,RURAL,3 PERSONS,12976,12002,4019,1095,241,104,126,26,48
THARPARKAR DISTRICT,RURAL,4 PERSONS,11839,15348,6200,1825,357,137,130,26,59
THARPARKAR DISTRICT,RURAL,5 PERSONS,9444,14679,7495,2281,500,202,147,29,67
THARPARKAR DISTRICT,RURAL,6 PERSONS,7692,13379,8156,2781,565,180,142,28,70
THARPARKAR DISTRICT,RURAL,7 PERSONS,5604,10788,7616,3016,625,215,119,42,75
THARPARKAR DISTRICT,RURAL,8 PERSONS,3659,8217,7060,3036,693,252,106,32,56
THARPARKAR DISTRICT,RURAL,9 PERSONS,2007,5491,5302,2663,647,251,101,23,44
THARPARKAR DISTRICT,RURAL,10 PERSONS AND ABOVE,1969,7053,8977,5066,1884,818,278,148,123
THARPARKAR DISTRICT,URBAN,1 PERSON,773,264,86,30,16,6,6,,5
THARPARKAR DISTRICT,URBAN,2 PERSONS,2671,1232,230,81,17,9,6,3,7
THARPARKAR DISTRICT,URBAN,3 PERSONS,2003,1171,262,71,11,4,5,3,8
THARPARKAR DISTRICT,URBAN,4 PERSONS,1700,1583,448,156,28,13,7,3,5
THARPARKAR DISTRICT,URBAN,5 PERSONS,1493,1658,559,218,42,16,13,5,9
THARPARKAR DISTRICT,URBAN,6 PERSONS,1146,1565,554,261,61,21,18,6,4
THARPARKAR DISTRICT,URBAN,7 PERSONS,696,1081,475,184,52,14,9,3,2
THARPARKAR DISTRICT,URBAN,8 PERSONS,386,696,357,114,45,17,9,6,3
THARPARKAR DISTRICT,URBAN,9 PERSONS,199,439,212,111,14,18,7,,2
THARPARKAR DISTRICT,URBAN,10 PERSONS AND ABOVE,138,423,340,190,70,26,7,7,12
THATTA DISTRICT,RURAL,1 PERSON,4718,249,58,34,16,1,24,2,20
THATTA DISTRICT,RURAL,2 PERSONS,18913,855,163,103,53,14,113,14,51
THATTA DISTRICT,RURAL,3 PERSONS,18348,1111,231,103,70,11,98,13,53
THATTA DISTRICT,RURAL,4 PERSONS,18630,1491,305,115,64,13,115,18,39
THATTA DISTRICT,RURAL,5 PERSONS,17306,1706,340,125,74,19,111,22,45
THATTA DISTRICT,RURAL,6 PERSONS,15273,1868,456,160,60,17,108,17,30
THATTA DISTRICT,RURAL,7 PERSONS,12662,1688,449,137,58,14,83,20,31
THATTA DISTRICT,RURAL,8 PERSONS,9049,1391,405,138,54,17,51,12,18
THATTA DISTRICT,RURAL,9 PERSONS,5922,1075,339,121,42,17,37,8,11
THATTA DISTRICT,RURAL,10 PERSONS AND ABOVE,8119,2089,817,369,139,64,69,12,37
THATTA DISTRICT,URBAN,1 PERSON,852,155,58,22,3,5,6,2,2
THATTA DISTRICT,URBAN,2 PERSONS,2611,528,144,43,23,10,25,10,4
THATTA DISTRICT,URBAN,3 PERSONS,2822,808,225,44,24,11,18,13,9
THATTA DISTRICT,URBAN,4 PERSONS,2865,1042,323,97,32,11,33,12,5
THATTA DISTRICT,URBAN,5 PERSONS,2609,1147,438,146,30,18,34,14,13
THATTA DISTRICT,URBAN,6 PERSONS,2161,1160,431,143,54,20,31,11,7
THATTA DISTRICT,URBAN,7 PERSONS,1617,913,373,136,38,13,28,12,10
THATTA DISTRICT,URBAN,8 PERSONS,1130,705,256,98,26,11,19,5,2
THATTA DISTRICT,URBAN,9 PERSONS,705,439,209,90,23,7,12,6,4
THATTA DISTRICT,URBAN,10 PERSONS AND ABOVE,907,847,496,284,115,70,37,32,19
TOBA TEK SINGH DISTRICT,RURAL,1 PERSON,2335,1528,644,359,155,96,51,22,36
TOBA TEK SINGH DISTRICT,RURAL,2 PERSONS,5344,4891,2303,1093,464,216,115,61,83
TOBA TEK SINGH DISTRICT,RURAL,3 PERSONS,6382,7243,3995,1858,777,350,186,87,110
TOBA TEK SINGH DISTRICT,RURAL,4 PERSONS,7793,10863,6340,3442,1411,683,333,140,157
TOBA TEK SINGH DISTRICT,RURAL,5 PERSONS,8912,14562,9257,4924,2208,989,438,245,223
TOBA TEK SINGH DISTRICT,RURAL,6 PERSONS,7885,14626,9844,5444,2374,1211,494,234,305
TOBA TEK SINGH DISTRICT,RURAL,7 PERSONS,5245,11353,8178,4925,2142,1102,519,260,281
TOBA TEK SINGH DISTRICT,RURAL,8 PERSONS,3015,7392,5858,3723,1731,952,412,246,234
TOBA TEK SINGH DISTRICT,RURAL,9 PERSONS,1497,4586,4134,2868,1447,751,351,205,206
TOBA TEK SINGH DISTRICT,RURAL,10 PERSONS AND ABOVE,1612,6469,8833,8461,5146,3347,1648,1159,1433
TOBA TEK SINGH DISTRICT,URBAN,1 PERSON,641,411,249,144,89,33,29,17,12
TOBA TEK SINGH DISTRICT,URBAN,2 PERSONS,1271,1242,708,382,164,100,45,20,28
TOBA TEK SINGH DISTRICT,URBAN,3 PERSONS,1588,1872,1303,687,293,170,80,33,44
TOBA TEK SINGH DISTRICT,URBAN,4 PERSONS,2074,2831,2054,1091,553,267,151,51,64
TOBA TEK SINGH DISTRICT,URBAN,5 PERSONS,2414,3678,2887,1591,792,381,183,93,105
TOBA TEK SINGH DISTRICT,URBAN,6 PERSONS,2069,3543,2815,1687,769,427,177,86,106
TOBA TEK SINGH DISTRICT,URBAN,7 PERSONS,1309,2437,2079,1262,627,313,160,90,98
TOBA TEK SINGH DISTRICT,URBAN,8 PERSONS,667,1499,1422,927,451,242,121,72,59
TOBA TEK SINGH DISTRICT,URBAN,9 PERSONS,329,848,893,657,304,180,95,56,48
TOBA TEK SINGH DISTRICT,URBAN,10 PERSONS AND ABOVE,358,1245,2022,1930,1183,788,377,290,307
TORGHAR DISTRICT,RURAL,1 PERSON,202,91,15,12,5,1,,,1
TORGHAR DISTRICT,RURAL,2 PERSONS,1067,816,142,47,9,2,4,2,3
TORGHAR DISTRICT,RURAL,3 PERSONS,1033,1047,248,91,15,9,4,3,3
TORGHAR DISTRICT,RURAL,4 PERSONS,1010,1383,363,115,23,9,5,1,2
TORGHAR DISTRICT,RURAL,5 PERSONS,948,1627,458,170,27,8,4,1,1
TORGHAR DISTRICT,RURAL,6 PERSONS,829,1762,605,194,48,16,11,3,5
TORGHAR DISTRICT,RURAL,7 PERSONS,624,1633,711,238,49,18,11,2,9
TORGHAR DISTRICT,RURAL,8 PERSONS,434,1210,664,238,62,21,11,2,3
TORGHAR DISTRICT,RURAL,9 PERSONS,256,799,530,208,56,20,11,4,4
TORGHAR DISTRICT,RURAL,10 PERSONS AND ABOVE,257,1241,1223,703,273,154,43,28,31
TORGHAR DISTRICT,URBAN,1 PERSON,,,,,,,,,
TORGHAR DISTRICT,URBAN,2 PERSONS,,,,,,,,,
TORGHAR DISTRICT,URBAN,3 PERSONS,,,,,,,,,
TORGHAR DISTRICT,URBAN,4 PERSONS,,,,,,,,,
TORGHAR DISTRICT,URBAN,5 PERSONS,,,,,,,,,
TORGHAR DISTRICT,URBAN,6 PERSONS,,,,,,,,,
TORGHAR DISTRICT,URBAN,7 PERSONS,,,,,,,,,
TORGHAR DISTRICT,URBAN,8 PERSONS,,,,,,,,,
TORGHAR DISTRICT,URBAN,9 PERSONS,,,,,,,,,
TORGHAR DISTRICT,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
UMER KOT DISTRICT,RURAL,1 PERSON,3919,471,101,46,17,7,18,,7
UMER KOT DISTRICT,RURAL,2 PERSONS,18748,4456,714,222,59,10,92,13,49
UMER KOT DISTRICT,RURAL,3 PERSONS,16152,4348,780,244,57,7,86,18,41
UMER KOT DISTRICT,RURAL,4 PERSONS,15735,5633,1092,331,66,9,100,18,35
UMER KOT DISTRICT,RURAL,5 PERSONS,14699,6146,1323,372,74,21,77,18,37
UMER KOT DISTRICT,RURAL,6 PERSONS,13553,6221,1598,475,99,25,65,19,35
UMER KOT DISTRICT,RURAL,7 PERSONS,9986,5142,1446,545,104,25,72,17,34
UMER KOT DISTRICT,RURAL,8 PERSONS,6062,3735,1257,536,83,36,51,14,21
UMER KOT DISTRICT,RURAL,9 PERSONS,3043,2203,892,429,105,34,36,7,7
UMER KOT DISTRICT,RURAL,10 PERSONS AND ABOVE,2662,2543,1296,787,246,106,61,24,34
UMER KOT DISTRICT,URBAN,1 PERSON,1131,212,67,29,12,7,12,1,2
UMER KOT DISTRICT,URBAN,2 PERSONS,5336,1306,278,93,42,18,42,11,11
UMER KOT DISTRICT,URBAN,3 PERSONS,4501,1491,330,96,31,19,34,4,20
UMER KOT DISTRICT,URBAN,4 PERSONS,4411,2027,504,158,49,23,36,9,13
UMER KOT DISTRICT,URBAN,5 PERSONS,3965,2284,640,204,84,32,32,13,20
UMER KOT DISTRICT,URBAN,6 PERSONS,3423,2294,728,225,68,41,44,8,23
UMER KOT DISTRICT,URBAN,7 PERSONS,2209,1613,568,196,59,21,37,6,13
UMER KOT DISTRICT,URBAN,8 PERSONS,1252,1028,367,160,38,22,15,3,7
UMER KOT DISTRICT,URBAN,9 PERSONS,591,640,268,98,33,18,13,4,5
UMER KOT DISTRICT,URBAN,10 PERSONS AND ABOVE,518,647,387,216,64,52,27,18,16
UPPER DIR DISTRICT,RURAL,1 PERSON,408,169,67,37,14,9,3,1,4
UPPER DIR DISTRICT,RURAL,2 PERSONS,2724,1605,438,196,53,34,21,10,15
UPPER DIR DISTRICT,RURAL,3 PERSONS,3288,2494,776,302,80,69,32,17,32
UPPER DIR DISTRICT,RURAL,4 PERSONS,3701,3293,1299,560,179,110,46,23,32
UPPER DIR DISTRICT,RURAL,5 PERSONS,3653,4521,1999,913,250,199,58,59,59
UPPER DIR DISTRICT,RURAL,6 PERSONS,3211,4998,2555,1313,378,266,78,62,94
UPPER DIR DISTRICT,RURAL,7 PERSONS,2516,5083,3033,1637,516,358,136,78,100
UPPER DIR DISTRICT,RURAL,8 PERSONS,1829,4432,3046,1768,594,352,135,112,135
UPPER DIR DISTRICT,RURAL,9 PERSONS,1083,3308,2699,1670,613,414,122,103,129
UPPER DIR DISTRICT,RURAL,10 PERSONS AND ABOVE,1343,6017,7260,6651,3162,2596,984,1037,1373
UPPER DIR DISTRICT,URBAN,1 PERSON,22,16,5,5,1,1,1,1,3
UPPER DIR DISTRICT,URBAN,2 PERSONS,140,61,24,21,10,5,1,2,13
UPPER DIR DISTRICT,URBAN,3 PERSONS,196,99,52,20,8,7,5,2,9
UPPER DIR DISTRICT,URBAN,4 PERSONS,248,160,77,45,23,13,4,6,15
UPPER DIR DISTRICT,URBAN,5 PERSONS,237,228,108,66,31,14,5,3,13
UPPER DIR DISTRICT,URBAN,6 PERSONS,180,255,168,86,32,33,2,8,22
UPPER DIR DISTRICT,URBAN,7 PERSONS,153,239,179,96,44,26,11,10,22
UPPER DIR DISTRICT,URBAN,8 PERSONS,108,202,146,95,47,24,12,9,15
UPPER DIR DISTRICT,URBAN,9 PERSONS,44,113,127,64,27,37,9,10,10
UPPER DIR DISTRICT,URBAN,10 PERSONS AND ABOVE,54,189,253,248,146,111,53,42,83
VEHARI DISTRICT,RURAL,1 PERSON,4480,2138,908,392,143,77,54,17,29
VEHARI DISTRICT,RURAL,2 PERSONS,11554,7059,2499,1016,343,185,105,46,60
VEHARI DISTRICT,RURAL,3 PERSONS,13824,10506,4490,1745,630,298,140,63,83
VEHARI DISTRICT,RURAL,4 PERSONS,16914,16277,7128,3146,1170,542,221,126,129
VEHARI DISTRICT,RURAL,5 PERSONS,18492,21563,10377,4641,1859,797,363,197,224
