district,localities,material,location,owned,rented,rentfree
TANDO ALLAHYAR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,40948,244,2735
TANDO ALLAHYAR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,23942,285,19002
TANDO ALLAHYAR DISTRICT,Rural,Wood / Bamboo,Wall,10897,334,9774
TANDO ALLAHYAR DISTRICT,Rural,Others,Wall,1946,60,2023
TANDO ALLAHYAR DISTRICT,Rural,Rcc / Rbc,Roof,2568,81,287
TANDO ALLAHYAR DISTRICT,Rural,Cement / Iron Sheets,Roof,1687,30,324
TANDO ALLAHYAR DISTRICT,Rural,Garder / T.Iron,Roof,34585,189,2780
TANDO ALLAHYAR DISTRICT,Rural,Wood / Bamboo,Roof,36698,565,28065
TANDO ALLAHYAR DISTRICT,Rural,Others,Roof,2195,58,2078
TANDO ALLAHYAR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,31269,3969,1575
TANDO ALLAHYAR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,7050,219,2815
TANDO ALLAHYAR DISTRICT,Urban,Wood / Bamboo,Wall,2647,114,1702
TANDO ALLAHYAR DISTRICT,Urban,Others,Wall,366,19,238
TANDO ALLAHYAR DISTRICT,Urban,Rcc / Rbc,Roof,8684,1126,353
TANDO ALLAHYAR DISTRICT,Urban,Cement / Iron Sheets,Roof,1529,236,124
TANDO ALLAHYAR DISTRICT,Urban,Garder / T.Iron,Roof,21266,2533,1145
TANDO ALLAHYAR DISTRICT,Urban,Wood / Bamboo,Roof,9507,405,4515
TANDO ALLAHYAR DISTRICT,Urban,Others,Roof,346,21,193
TANDO MUHAMMAD KHAN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,30351,249,1366
TANDO MUHAMMAD KHAN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,26794,183,5211
TANDO MUHAMMAD KHAN DISTRICT,Rural,Wood / Bamboo,Wall,30704,173,4165
TANDO MUHAMMAD KHAN DISTRICT,Rural,Others,Wall,3509,24,928
TANDO MUHAMMAD KHAN DISTRICT,Rural,Rcc / Rbc,Roof,2188,103,116
TANDO MUHAMMAD KHAN DISTRICT,Rural,Cement / Iron Sheets,Roof,1284,11,177
TANDO MUHAMMAD KHAN DISTRICT,Rural,Garder / T.Iron,Roof,25124,137,857
TANDO MUHAMMAD KHAN DISTRICT,Rural,Wood / Bamboo,Roof,59627,359,9734
TANDO MUHAMMAD KHAN DISTRICT,Rural,Others,Roof,3135,19,786
TANDO MUHAMMAD KHAN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,16701,2173,647
TANDO MUHAMMAD KHAN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3050,81,208
TANDO MUHAMMAD KHAN DISTRICT,Urban,Wood / Bamboo,Wall,3257,96,692
TANDO MUHAMMAD KHAN DISTRICT,Urban,Others,Wall,278,22,104
TANDO MUHAMMAD KHAN DISTRICT,Urban,Rcc / Rbc,Roof,5371,910,196
TANDO MUHAMMAD KHAN DISTRICT,Urban,Cement / Iron Sheets,Roof,337,46,6
TANDO MUHAMMAD KHAN DISTRICT,Urban,Garder / T.Iron,Roof,10076,1194,399
TANDO MUHAMMAD KHAN DISTRICT,Urban,Wood / Bamboo,Roof,7309,197,938
TANDO MUHAMMAD KHAN DISTRICT,Urban,Others,Roof,193,25,112
TANK DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,6495,200,196
TANK DISTRICT,Rural,Unbaked Bricks / Mud,Wall,25739,459,602
TANK DISTRICT,Rural,Wood / Bamboo,Wall,1595,41,66
TANK DISTRICT,Rural,Others,Wall,1345,38,124
TANK DISTRICT,Rural,Rcc / Rbc,Roof,137,9,21
TANK DISTRICT,Rural,Cement / Iron Sheets,Roof,704,12,20
TANK DISTRICT,Rural,Garder / T.Iron,Roof,19777,341,434
TANK DISTRICT,Rural,Wood / Bamboo,Roof,13451,346,430
TANK DISTRICT,Rural,Others,Roof,1105,30,83
TANK DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,4349,833,145
TANK DISTRICT,Urban,Unbaked Bricks / Mud,Wall,194,46,7
TANK DISTRICT,Urban,Wood / Bamboo,Wall,36,10,6
TANK DISTRICT,Urban,Others,Wall,74,13,2
TANK DISTRICT,Urban,Rcc / Rbc,Roof,189,90,15
TANK DISTRICT,Urban,Cement / Iron Sheets,Roof,138,26,9
TANK DISTRICT,Urban,Garder / T.Iron,Roof,3823,627,121
TANK DISTRICT,Urban,Wood / Bamboo,Roof,428,143,13
TANK DISTRICT,Urban,Others,Roof,75,16,2
THARPARKAR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,39577,140,331
THARPARKAR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,184730,412,2167
THARPARKAR DISTRICT,Rural,Wood / Bamboo,Wall,38755,160,1073
THARPARKAR DISTRICT,Rural,Others,Wall,5516,35,131
THARPARKAR DISTRICT,Rural,Rcc / Rbc,Roof,693,10,12
THARPARKAR DISTRICT,Rural,Cement / Iron Sheets,Roof,3865,22,53
THARPARKAR DISTRICT,Rural,Garder / T.Iron,Roof,35105,137,316
THARPARKAR DISTRICT,Rural,Wood / Bamboo,Roof,223584,555,3239
THARPARKAR DISTRICT,Rural,Others,Roof,5331,23,82
THARPARKAR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,15841,899,151
THARPARKAR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,6135,25,49
THARPARKAR DISTRICT,Urban,Wood / Bamboo,Wall,3577,9,19
THARPARKAR DISTRICT,Urban,Others,Wall,213,8,10
THARPARKAR DISTRICT,Urban,Rcc / Rbc,Roof,396,134,24
THARPARKAR DISTRICT,Urban,Cement / Iron Sheets,Roof,181,9,1
THARPARKAR DISTRICT,Urban,Garder / T.Iron,Roof,14476,753,124
THARPARKAR DISTRICT,Urban,Wood / Bamboo,Roof,10504,38,76
THARPARKAR DISTRICT,Urban,Others,Roof,209,7,4
THATTA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,39007,1835,1139
THATTA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,17845,128,842
THATTA DISTRICT,Rural,Wood / Bamboo,Wall,77688,406,3455
THATTA DISTRICT,Rural,Others,Wall,6717,71,397
THATTA DISTRICT,Rural,Rcc / Rbc,Roof,8062,424,412
THATTA DISTRICT,Rural,Cement / Iron Sheets,Roof,19537,1263,481
THATTA DISTRICT,Rural,Garder / T.Iron,Roof,18941,243,289
THATTA DISTRICT,Rural,Wood / Bamboo,Roof,87456,466,4246
THATTA DISTRICT,Rural,Others,Roof,7261,44,405
THATTA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,17408,3407,817
THATTA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1060,129,60
THATTA DISTRICT,Urban,Wood / Bamboo,Wall,6479,140,996
THATTA DISTRICT,Urban,Others,Wall,458,41,63
THATTA DISTRICT,Urban,Rcc / Rbc,Roof,8006,1895,343
THATTA DISTRICT,Urban,Cement / Iron Sheets,Roof,6080,1085,372
THATTA DISTRICT,Urban,Garder / T.Iron,Roof,3646,491,69
THATTA DISTRICT,Urban,Wood / Bamboo,Roof,7237,200,1114
THATTA DISTRICT,Urban,Others,Roof,436,46,38
TOBA TEK SINGH DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,221749,6094,9361
TOBA TEK SINGH DISTRICT,Rural,Unbaked Bricks / Mud,Wall,21190,652,3511
TOBA TEK SINGH DISTRICT,Rural,Wood / Bamboo,Wall,1281,63,311
TOBA TEK SINGH DISTRICT,Rural,Others,Wall,2876,122,632
TOBA TEK SINGH DISTRICT,Rural,Rcc / Rbc,Roof,7069,832,339
TOBA TEK SINGH DISTRICT,Rural,Cement / Iron Sheets,Roof,2914,122,191
TOBA TEK SINGH DISTRICT,Rural,Garder / T.Iron,Roof,194708,4742,7252
TOBA TEK SINGH DISTRICT,Rural,Wood / Bamboo,Roof,37765,1083,5279
TOBA TEK SINGH DISTRICT,Rural,Others,Roof,4640,152,754
TOBA TEK SINGH DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,55608,10152,2015
TOBA TEK SINGH DISTRICT,Urban,Unbaked Bricks / Mud,Wall,904,263,102
TOBA TEK SINGH DISTRICT,Urban,Wood / Bamboo,Wall,220,53,23
TOBA TEK SINGH DISTRICT,Urban,Others,Wall,717,132,150
TOBA TEK SINGH DISTRICT,Urban,Rcc / Rbc,Roof,12672,2825,479
TOBA TEK SINGH DISTRICT,Urban,Cement / Iron Sheets,Roof,2168,417,59
TOBA TEK SINGH DISTRICT,Urban,Garder / T.Iron,Roof,34024,5939,1173
TOBA TEK SINGH DISTRICT,Urban,Wood / Bamboo,Roof,7382,1225,428
TOBA TEK SINGH DISTRICT,Urban,Others,Roof,1203,194,151
TORGHAR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,15832,2213,1241
TORGHAR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,4117,340,472
TORGHAR DISTRICT,Rural,Wood / Bamboo,Wall,1037,175,110
TORGHAR DISTRICT,Rural,Others,Wall,557,136,51
TORGHAR DISTRICT,Rural,Rcc / Rbc,Roof,892,31,68
TORGHAR DISTRICT,Rural,Cement / Iron Sheets,Roof,1012,60,31
TORGHAR DISTRICT,Rural,Garder / T.Iron,Roof,119,11,5
TORGHAR DISTRICT,Rural,Wood / Bamboo,Roof,18766,2636,1715
TORGHAR DISTRICT,Rural,Others,Roof,754,126,55
TORGHAR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,,,
TORGHAR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,,,
TORGHAR DISTRICT,Urban,Wood / Bamboo,Wall,,,
TORGHAR DISTRICT,Urban,Others,Wall,,,
TORGHAR DISTRICT,Urban,Rcc / Rbc,Roof,,,
TORGHAR DISTRICT,Urban,Cement / Iron Sheets,Roof,,,
TORGHAR DISTRICT,Urban,Garder / T.Iron,Roof,,,
TORGHAR DISTRICT,Urban,Wood / Bamboo,Roof,,,
TORGHAR DISTRICT,Urban,Others,Roof,,,
UMER KOT DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,25274,314,1886
UMER KOT DISTRICT,Rural,Unbaked Bricks / Mud,Wall,55069,626,28039
UMER KOT DISTRICT,Rural,Wood / Bamboo,Wall,25369,735,20481
UMER KOT DISTRICT,Rural,Others,Wall,2692,128,1626
UMER KOT DISTRICT,Rural,Rcc / Rbc,Roof,846,6,87
UMER KOT DISTRICT,Rural,Cement / Iron Sheets,Roof,2440,16,380
UMER KOT DISTRICT,Rural,Garder / T.Iron,Roof,25634,245,2244
UMER KOT DISTRICT,Rural,Wood / Bamboo,Roof,76514,1411,47802
UMER KOT DISTRICT,Rural,Others,Roof,2970,125,1519
UMER KOT DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,27548,2702,633
UMER KOT DISTRICT,Urban,Unbaked Bricks / Mud,Wall,10218,235,1065
UMER KOT DISTRICT,Urban,Wood / Bamboo,Wall,3727,54,846
UMER KOT DISTRICT,Urban,Others,Wall,468,27,200
UMER KOT DISTRICT,Urban,Rcc / Rbc,Roof,3148,679,168
UMER KOT DISTRICT,Urban,Cement / Iron Sheets,Roof,309,21,22
UMER KOT DISTRICT,Urban,Garder / T.Iron,Roof,24488,1983,415
UMER KOT DISTRICT,Urban,Wood / Bamboo,Roof,13542,310,1957
UMER KOT DISTRICT,Urban,Others,Roof,474,25,182
UPPER DIR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,82399,982,3206
UPPER DIR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,16848,371,955
UPPER DIR DISTRICT,Rural,Wood / Bamboo,Wall,6045,86,249
UPPER DIR DISTRICT,Rural,Others,Wall,1948,27,115
UPPER DIR DISTRICT,Rural,Rcc / Rbc,Roof,13015,314,209
UPPER DIR DISTRICT,Rural,Cement / Iron Sheets,Roof,12852,252,296
UPPER DIR DISTRICT,Rural,Garder / T.Iron,Roof,1347,51,59
UPPER DIR DISTRICT,Rural,Wood / Bamboo,Roof,77021,807,3782
UPPER DIR DISTRICT,Rural,Others,Roof,3005,42,179
UPPER DIR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,2259,331,45
UPPER DIR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2432,142,36
UPPER DIR DISTRICT,Urban,Wood / Bamboo,Wall,519,46,7
UPPER DIR DISTRICT,Urban,Others,Wall,47,4,2
UPPER DIR DISTRICT,Urban,Rcc / Rbc,Roof,1223,191,24
UPPER DIR DISTRICT,Urban,Cement / Iron Sheets,Roof,967,113,24
UPPER DIR DISTRICT,Urban,Garder / T.Iron,Roof,169,36,3
UPPER DIR DISTRICT,Urban,Wood / Bamboo,Roof,2388,163,35
UPPER DIR DISTRICT,Urban,Others,Roof,510,20,4
VEHARI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,289493,6166,15907
VEHARI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,47396,854,10061
VEHARI DISTRICT,Rural,Wood / Bamboo,Wall,1619,63,636
VEHARI DISTRICT,Rural,Others,Wall,4779,120,1045
VEHARI DISTRICT,Rural,Rcc / Rbc,Roof,10233,1131,556
VEHARI DISTRICT,Rural,Cement / Iron Sheets,Roof,3013,178,201
VEHARI DISTRICT,Rural,Garder / T.Iron,Roof,298448,5199,17035
VEHARI DISTRICT,Rural,Wood / Bamboo,Roof,27584,565,8820
VEHARI DISTRICT,Rural,Others,Roof,4009,130,1037
VEHARI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,62658,12069,2429
VEHARI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1919,299,191
VEHARI DISTRICT,Urban,Wood / Bamboo,Wall,414,25,148
VEHARI DISTRICT,Urban,Others,Wall,504,76,186
VEHARI DISTRICT,Urban,Rcc / Rbc,Roof,17319,4427,679
VEHARI DISTRICT,Urban,Cement / Iron Sheets,Roof,683,149,37
VEHARI DISTRICT,Urban,Garder / T.Iron,Roof,43062,7211,1514
VEHARI DISTRICT,Urban,Wood / Bamboo,Roof,3633,531,484
VEHARI DISTRICT,Urban,Others,Roof,798,151,240
WASHUK DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,1029,17,16
WASHUK DISTRICT,Rural,Unbaked Bricks / Mud,Wall,18685,99,73
WASHUK DISTRICT,Rural,Wood / Bamboo,Wall,4889,19,107
WASHUK DISTRICT,Rural,Others,Wall,1939,11,33
WASHUK DISTRICT,Rural,Rcc / Rbc,Roof,224,7,11
WASHUK DISTRICT,Rural,Cement / Iron Sheets,Roof,287,13,5
WASHUK DISTRICT,Rural,Garder / T.Iron,Roof,3278,24,10
WASHUK DISTRICT,Rural,Wood / Bamboo,Roof,20107,87,175
WASHUK DISTRICT,Rural,Others,Roof,2646,15,28
WASHUK DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,37,,3
WASHUK DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2708,9,53
WASHUK DISTRICT,Urban,Wood / Bamboo,Wall,524,2,7
WASHUK DISTRICT,Urban,Others,Wall,605,7,3
WASHUK DISTRICT,Urban,Rcc / Rbc,Roof,6,,2
WASHUK DISTRICT,Urban,Cement / Iron Sheets,Roof,32,,
WASHUK DISTRICT,Urban,Garder / T.Iron,Roof,100,,1
WASHUK DISTRICT,Urban,Wood / Bamboo,Roof,3040,11,43
WASHUK DISTRICT,Urban,Others,Roof,696,7,20
ZHOB DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,19227,1001,202
ZHOB DISTRICT,Rural,Unbaked Bricks / Mud,Wall,9803,590,617
ZHOB DISTRICT,Rural,Wood / Bamboo,Wall,3846,229,224
ZHOB DISTRICT,Rural,Others,Wall,2131,173,182
ZHOB DISTRICT,Rural,Rcc / Rbc,Roof,578,99,13
ZHOB DISTRICT,Rural,Cement / Iron Sheets,Roof,430,71,8
ZHOB DISTRICT,Rural,Garder / T.Iron,Roof,5999,884,88
ZHOB DISTRICT,Rural,Wood / Bamboo,Roof,25414,780,982
ZHOB DISTRICT,Rural,Others,Roof,2586,159,134
ZHOB DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1789,1091,159
ZHOB DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1330,1329,202
ZHOB DISTRICT,Urban,Wood / Bamboo,Wall,312,303,12
ZHOB DISTRICT,Urban,Others,Wall,39,41,7
ZHOB DISTRICT,Urban,Rcc / Rbc,Roof,517,465,87
ZHOB DISTRICT,Urban,Cement / Iron Sheets,Roof,77,219,151
ZHOB DISTRICT,Urban,Garder / T.Iron,Roof,1441,759,69
ZHOB DISTRICT,Urban,Wood / Bamboo,Roof,1398,1291,70
ZHOB DISTRICT,Urban,Others,Roof,37,30,3
ZIARAT DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,1823,60,52
ZIARAT DISTRICT,Rural,Unbaked Bricks / Mud,Wall,20807,330,721
ZIARAT DISTRICT,Rural,Wood / Bamboo,Wall,1830,15,363
ZIARAT DISTRICT,Rural,Others,Wall,1654,25,261
ZIARAT DISTRICT,Rural,Rcc / Rbc,Roof,189,5,17
ZIARAT DISTRICT,Rural,Cement / Iron Sheets,Roof,5528,38,59
ZIARAT DISTRICT,Rural,Garder / T.Iron,Roof,1813,103,52
ZIARAT DISTRICT,Rural,Wood / Bamboo,Roof,16485,257,1019
ZIARAT DISTRICT,Rural,Others,Roof,2099,27,250
ZIARAT DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,230,51,31
ZIARAT DISTRICT,Urban,Unbaked Bricks / Mud,Wall,268,66,32
ZIARAT DISTRICT,Urban,Wood / Bamboo,Wall,,1,1
ZIARAT DISTRICT,Urban,Others,Wall,3,,
ZIARAT DISTRICT,Urban,Rcc / Rbc,Roof,20,3,1
ZIARAT DISTRICT,Urban,Cement / Iron Sheets,Roof,463,113,57
ZIARAT DISTRICT,Urban,Garder / T.Iron,Roof,2,,1
ZIARAT DISTRICT,Urban,Wood / Bamboo,Roof,13,1,5
ZIARAT DISTRICT,Urban,Others,Roof,3,1,
